year	total	v1abs	v2abs	v1rel	v2rel
1986	26.0	3.0	23.0	0.11538461538461539	0.8846153846153846
1987	22.0	8.0	14.0	0.36363636363636365	0.6363636363636364
1988	26.0	6.0	20.0	0.23076923076923078	0.7692307692307693
1989	30.0	6.0	24.0	0.2	0.8
1990	50.0	8.0	42.0	0.16	0.84
1991	70.0	19.0	51.0	0.2714285714285714	0.7285714285714285
1992	120.0	16.0	104.0	0.13333333333333333	0.8666666666666667
1993	139.0	28.0	111.0	0.2014388489208633	0.7985611510791367
1994	229.0	41.0	188.0	0.17903930131004367	0.8209606986899564
1995	423.0	74.0	349.0	0.17494089834515367	0.8250591016548463
1996	402.0	64.0	338.0	0.15920398009950248	0.8407960199004975
1997	459.0	84.0	375.0	0.1830065359477124	0.8169934640522876
1998	513.0	109.0	404.0	0.2124756335282651	0.7875243664717348
1999	570.0	114.0	456.0	0.2	0.8
2000	642.0	129.0	513.0	0.20093457943925233	0.7990654205607477
2001	730.0	155.0	575.0	0.21232876712328766	0.7876712328767124
2002	1551.0	318.0	1233.0	0.20502901353965183	0.7949709864603481
2003	1656.0	399.0	1257.0	0.24094202898550723	0.7590579710144928
2004	1890.0	402.0	1488.0	0.2126984126984127	0.7873015873015873
2005	1901.0	453.0	1448.0	0.2382956338769069	0.7617043661230931
2006	1803.0	498.0	1305.0	0.2762063227953411	0.7237936772046589
2007	2056.0	566.0	1490.0	0.27529182879377434	0.7247081712062257
2008	2491.0	522.0	1969.0	0.2095543958249699	0.7904456041750301
2009	2553.0	759.0	1794.0	0.2972972972972973	0.7027027027027027
2010	3512.0	840.0	2672.0	0.23917995444191345	0.7608200455580866
2011	3110.0	770.0	2340.0	0.24758842443729903	0.752411575562701
2012	2709.0	604.0	2105.0	0.22296050203026946	0.7770394979697305
2013	2586.0	600.0	1986.0	0.23201856148491878	0.7679814385150812
2014	2752.0	638.0	2114.0	0.2318313953488372	0.7681686046511628
2015	2983.0	936.0	2047.0	0.31377807576265504	0.686221924237345
2016	2898.0	759.0	2139.0	0.2619047619047619	0.7380952380952381
2017	3349.0	1211.0	2138.0	0.3616004777545536	0.6383995222454464
2018	3069.0	990.0	2079.0	0.3225806451612903	0.6774193548387096
2019	2740.0	697.0	2043.0	0.25437956204379564	0.7456204379562044
2020	2465.0	732.0	1733.0	0.2969574036511156	0.7030425963488843
2021	2174.0	622.0	1552.0	0.2861085556577737	0.7138914443422263
2022	2120.0	552.0	1568.0	0.26037735849056604	0.7396226415094339
2023	2156.0	570.0	1586.0	0.26437847866419295	0.735621521335807
2024	1488.0	476.0	1012.0	0.31989247311827956	0.6801075268817204
2025	1685.0	397.0	1288.0	0.23560830860534124	0.7643916913946588
2026	1116.0	241.0	875.0	0.21594982078853048	0.7840501792114696
