year	total	v1abs	v2abs	v1rel	v2rel
1985	25.0	24.0	1.0	0.96	0.04
1987	25.0	25.0	0.0	1.0	0.0
1989	28.0	27.0	1.0	0.9642857142857143	0.03571428571428571
1990	29.0	29.0	0.0	1.0	0.0
1992	53.0	52.0	1.0	0.9811320754716981	0.018867924528301886
1993	61.0	60.0	1.0	0.9836065573770492	0.01639344262295082
1994	90.0	87.0	3.0	0.9666666666666667	0.03333333333333333
1995	172.0	166.0	6.0	0.9651162790697675	0.03488372093023256
1996	217.0	216.0	1.0	0.9953917050691244	0.004608294930875576
1997	218.0	213.0	5.0	0.9770642201834863	0.022935779816513763
1998	274.0	263.0	11.0	0.9598540145985401	0.040145985401459854
1999	323.0	313.0	10.0	0.9690402476780186	0.030959752321981424
2000	428.0	421.0	7.0	0.9836448598130841	0.016355140186915886
2001	462.0	448.0	14.0	0.9696969696969697	0.030303030303030304
2002	1075.0	1040.0	35.0	0.9674418604651163	0.03255813953488372
2003	1312.0	1271.0	41.0	0.96875	0.03125
2004	1494.0	1460.0	34.0	0.9772423025435074	0.022757697456492636
2005	1807.0	1752.0	55.0	0.96956281128943	0.030437188710570006
2006	1749.0	1727.0	22.0	0.9874213836477987	0.012578616352201259
2007	2174.0	2081.0	93.0	0.9572217111315547	0.042778288868445265
2008	2711.0	2659.0	52.0	0.9808188860199188	0.01918111398008115
2009	3106.0	3036.0	70.0	0.9774629748873149	0.022537025112685124
2010	3817.0	3760.0	57.0	0.9850668063924548	0.014933193607545192
2011	3487.0	3413.0	74.0	0.9787783194723257	0.02122168052767422
2012	3172.0	3060.0	112.0	0.9646910466582598	0.03530895334174023
2013	3654.0	3502.0	152.0	0.9584017515051998	0.04159824849480022
2014	4196.0	4100.0	96.0	0.9771210676835081	0.022878932316491896
2015	3847.0	3760.0	87.0	0.9773849753054328	0.022615024694567196
2016	5254.0	5161.0	93.0	0.9822992006090597	0.017700799390940235
2017	5286.0	5188.0	98.0	0.9814604615966704	0.018539538403329548
2018	5786.0	5705.0	81.0	0.9860006913238852	0.01399930867611476
2019	5922.0	5814.0	108.0	0.9817629179331308	0.0182370820668693
2020	4905.0	4726.0	179.0	0.963506625891947	0.036493374108053006
2021	5189.0	5079.0	110.0	0.978801310464444	0.021198689535555985
2022	5520.0	5360.0	160.0	0.9710144927536232	0.028985507246376812
2023	5045.0	4891.0	154.0	0.9694747274529237	0.030525272547076314
2024	4746.0	4629.0	117.0	0.9753476611883691	0.02465233881163085
2025	4968.0	4878.0	90.0	0.9818840579710145	0.018115942028985508
2026	2703.0	2621.0	82.0	0.9696633370329264	0.030336662967073623
