year	total	v1abs	v2abs	v1rel	v2rel
1990	30.0	23.0	7.0	0.7666666666666667	0.23333333333333334
1991	31.0	24.0	7.0	0.7741935483870968	0.22580645161290322
1992	32.0	24.0	8.0	0.75	0.25
1993	26.0	20.0	6.0	0.7692307692307693	0.23076923076923078
1994	36.0	29.0	7.0	0.8055555555555556	0.19444444444444445
1995	58.0	48.0	10.0	0.8275862068965517	0.1724137931034483
1996	86.0	73.0	13.0	0.8488372093023255	0.1511627906976744
1997	85.0	70.0	15.0	0.8235294117647058	0.17647058823529413
1998	96.0	82.0	14.0	0.8541666666666666	0.14583333333333334
1999	115.0	98.0	17.0	0.8521739130434782	0.14782608695652175
2000	167.0	146.0	21.0	0.874251497005988	0.12574850299401197
2001	167.0	147.0	20.0	0.8802395209580839	0.11976047904191617
2002	453.0	364.0	89.0	0.8035320088300221	0.19646799116997793
2003	510.0	412.0	98.0	0.807843137254902	0.19215686274509805
2004	650.0	554.0	96.0	0.8523076923076923	0.1476923076923077
2005	762.0	677.0	85.0	0.8884514435695539	0.1115485564304462
2006	681.0	647.0	34.0	0.9500734214390602	0.049926578560939794
2007	738.0	656.0	82.0	0.8888888888888888	0.1111111111111111
2008	932.0	890.0	42.0	0.9549356223175965	0.045064377682403435
2009	1394.0	1337.0	57.0	0.9591104734576757	0.040889526542324243
2010	1527.0	1442.0	85.0	0.9443352979698756	0.05566470203012443
2011	1626.0	1531.0	95.0	0.9415744157441575	0.05842558425584256
2012	1155.0	1109.0	46.0	0.9601731601731601	0.03982683982683983
2013	1619.0	1549.0	70.0	0.9567634342186535	0.04323656578134651
2014	1242.0	1196.0	46.0	0.9629629629629629	0.037037037037037035
2015	1322.0	1245.0	77.0	0.9417549167927383	0.058245083207261725
2016	1448.0	1406.0	42.0	0.9709944751381215	0.029005524861878452
2017	1731.0	1708.0	23.0	0.9867128827267475	0.013287117273252455
2018	1651.0	1573.0	78.0	0.952755905511811	0.047244094488188976
2019	1984.0	1938.0	46.0	0.9768145161290323	0.023185483870967742
2020	2871.0	2800.0	71.0	0.9752699407871822	0.024730059212817835
2021	1998.0	1947.0	51.0	0.9744744744744744	0.025525525525525526
2022	2197.0	2167.0	30.0	0.9863450159308147	0.013654984069185253
2023	2346.0	2325.0	21.0	0.9910485933503836	0.008951406649616368
2024	1857.0	1837.0	20.0	0.9892299407646742	0.010770059235325794
2025	2124.0	2097.0	27.0	0.9872881355932204	0.012711864406779662
2026	1133.0	1112.0	21.0	0.9814651368049426	0.018534863195057368
