year	total	v1abs	v2abs	v1rel	v2rel
1981	72.0	2.0	70.0	0.027777777777777776	0.9722222222222222
1982	312.0	9.0	303.0	0.028846153846153848	0.9711538461538461
1983	347.0	8.0	339.0	0.023054755043227664	0.9769452449567724
1984	294.0	17.0	277.0	0.05782312925170068	0.9421768707482994
1985	393.0	15.0	378.0	0.03816793893129771	0.9618320610687023
1986	377.0	11.0	366.0	0.029177718832891247	0.9708222811671088
1987	417.0	4.0	413.0	0.009592326139088728	0.9904076738609112
1988	429.0	17.0	412.0	0.039627039627039624	0.9603729603729604
1989	531.0	14.0	517.0	0.026365348399246705	0.9736346516007532
1990	1004.0	38.0	966.0	0.037848605577689244	0.9621513944223108
1991	1122.0	28.0	1094.0	0.024955436720142603	0.9750445632798574
1992	1563.0	34.0	1529.0	0.021753039027511197	0.9782469609724888
1993	1724.0	54.0	1670.0	0.031322505800464036	0.968677494199536
1994	2751.0	80.0	2671.0	0.029080334423845874	0.9709196655761542
1995	5445.0	166.0	5279.0	0.03048668503213958	0.9695133149678604
1996	5598.0	175.0	5423.0	0.031261164701679174	0.9687388352983208
1997	5923.0	209.0	5714.0	0.03528617254769542	0.9647138274523046
1998	6915.0	278.0	6637.0	0.04020245842371656	0.9597975415762835
1999	8207.0	323.0	7884.0	0.039356646764956746	0.9606433532350432
2000	9989.0	442.0	9547.0	0.044248673540894984	0.955751326459105
2001	12958.0	548.0	12410.0	0.04229047692545146	0.9577095230745486
2002	28981.0	1294.0	27687.0	0.04464994306614679	0.9553500569338532
2003	28417.0	1324.0	27093.0	0.046591828834852377	0.9534081711651476
2004	34327.0	1770.0	32557.0	0.051562909662947534	0.9484370903370525
2005	38294.0	1808.0	36486.0	0.04721366271478561	0.9527863372852144
2006	41112.0	2408.0	38704.0	0.05857170655769605	0.9414282934423039
2007	47345.0	2485.0	44860.0	0.05248706304784032	0.9475129369521597
2008	61874.0	3437.0	58437.0	0.05554837249894948	0.9444516275010505
2009	72610.0	4291.0	68319.0	0.05909654317587109	0.9409034568241289
2010	104057.0	6173.0	97884.0	0.05932325552341505	0.940676744476585
2011	81344.0	4862.0	76482.0	0.05977084972462628	0.9402291502753737
2012	68817.0	4265.0	64552.0	0.06197596524114681	0.9380240347588532
2013	76235.0	4603.0	71632.0	0.06037909096871516	0.9396209090312848
2014	89980.0	5189.0	84791.0	0.05766837074905535	0.9423316292509446
2015	99256.0	6345.0	92911.0	0.06392560651245265	0.9360743934875474
2016	108684.0	7269.0	101415.0	0.06688196974715689	0.9331180302528431
2017	111141.0	8597.0	102544.0	0.07735219226028199	0.922647807739718
2018	109190.0	8032.0	101158.0	0.07355984980309552	0.9264401501969045
2019	115516.0	7873.0	107643.0	0.06815506077080231	0.9318449392291976
2020	119478.0	9159.0	110319.0	0.07665846431979109	0.9233415356802089
2021	107190.0	7186.0	100004.0	0.06703983580557887	0.9329601641944211
2022	110440.0	7877.0	102563.0	0.07132379572618616	0.9286762042738138
2023	109185.0	6947.0	102238.0	0.06362595594632962	0.9363740440536704
2024	81130.0	4756.0	76374.0	0.058621964747935414	0.9413780352520645
2025	89897.0	4446.0	85451.0	0.049456600331490484	0.9505433996685095
2026	48534.0	2157.0	46377.0	0.044443070836939054	0.9555569291630609
