year	total	v1abs	v2abs	v1rel	v2rel
1982	23.0	17.0	6.0	0.7391304347826086	0.2608695652173913
1983	22.0	12.0	10.0	0.5454545454545454	0.45454545454545453
1987	42.0	28.0	14.0	0.6666666666666666	0.3333333333333333
1988	37.0	22.0	15.0	0.5945945945945946	0.40540540540540543
1989	58.0	35.0	23.0	0.603448275862069	0.39655172413793105
1990	103.0	59.0	44.0	0.5728155339805825	0.42718446601941745
1991	123.0	85.0	38.0	0.6910569105691057	0.3089430894308943
1992	147.0	97.0	50.0	0.6598639455782312	0.3401360544217687
1993	146.0	96.0	50.0	0.6575342465753424	0.3424657534246575
1994	241.0	172.0	69.0	0.7136929460580913	0.2863070539419087
1995	507.0	369.0	138.0	0.727810650887574	0.27218934911242604
1996	454.0	296.0	158.0	0.6519823788546255	0.34801762114537443
1997	476.0	314.0	162.0	0.6596638655462185	0.3403361344537815
1998	614.0	437.0	177.0	0.7117263843648208	0.28827361563517917
1999	659.0	463.0	196.0	0.7025796661608498	0.29742033383915023
2000	822.0	587.0	235.0	0.7141119221411192	0.28588807785888076
2001	1039.0	758.0	281.0	0.7295476419634264	0.27045235803657364
2002	2614.0	1746.0	868.0	0.6679418515684774	0.3320581484315226
2003	2162.0	1606.0	556.0	0.7428307123034228	0.25716928769657726
2004	2843.0	2135.0	708.0	0.7509672880759761	0.24903271192402393
2005	3116.0	2292.0	824.0	0.7355584082156611	0.2644415917843389
2006	4513.0	3172.0	1341.0	0.7028584090405495	0.2971415909594505
2007	4130.0	3274.0	856.0	0.7927360774818402	0.2072639225181598
2008	5188.0	3754.0	1434.0	0.7235929067077872	0.2764070932922128
2009	6247.0	4751.0	1496.0	0.760525052024972	0.23947494797502802
2010	8592.0	7019.0	1573.0	0.8169227188081937	0.18307728119180633
2011	5446.0	4028.0	1418.0	0.739625413147264	0.26037458685273596
2012	4678.0	3466.0	1212.0	0.7409149209063702	0.25908507909362977
2013	5407.0	3850.0	1557.0	0.7120399482152765	0.2879600517847235
2014	7859.0	6364.0	1495.0	0.8097722356533911	0.19022776434660899
2015	7171.0	5907.0	1264.0	0.8237344861246688	0.1762655138753312
2016	6867.0	5228.0	1639.0	0.7613222659094219	0.23867773409057813
2017	6109.0	4747.0	1362.0	0.7770502537240137	0.22294974627598624
2018	7368.0	5871.0	1497.0	0.7968241042345277	0.20317589576547232
2019	6050.0	5058.0	992.0	0.8360330578512397	0.16396694214876034
2020	5358.0	4457.0	901.0	0.8318402388951102	0.1681597611048899
2021	4871.0	4125.0	746.0	0.8468486963662493	0.15315130363375076
2022	6011.0	4869.0	1142.0	0.8100149725503244	0.1899850274496756
2023	4195.0	3619.0	576.0	0.8626936829558999	0.13730631704410012
2024	3570.0	3073.0	497.0	0.8607843137254902	0.1392156862745098
2025	4049.0	3538.0	511.0	0.8737959990121017	0.12620400098789825
2026	2427.0	2182.0	245.0	0.8990523279769262	0.10094767202307375
