year	total	v1abs	v2abs	v1rel	v2rel
1981	482.0	472.0	10.0	0.979253112033195	0.02074688796680498
1982	2397.0	2377.0	20.0	0.9916562369628703	0.008343763037129746
1983	2443.0	2421.0	22.0	0.9909946786737618	0.009005321326238231
1984	2455.0	2435.0	20.0	0.9918533604887984	0.008146639511201629
1985	3261.0	3236.0	25.0	0.9923336399877338	0.007666360012266176
1986	3384.0	3341.0	43.0	0.9872931442080378	0.012706855791962174
1987	3345.0	3280.0	65.0	0.9805680119581465	0.01943198804185351
1988	3520.0	3442.0	78.0	0.977840909090909	0.02215909090909091
1989	4586.0	4486.0	100.0	0.9781945050152638	0.021805494984736152
1990	6087.0	5972.0	115.0	0.9811072778051585	0.018892722194841467
1991	6316.0	6214.0	102.0	0.9838505383153895	0.016149461684610514
1992	7549.0	7420.0	129.0	0.9829116439263479	0.01708835607365214
1993	8318.0	8212.0	106.0	0.9872565520557827	0.01274344794421736
1994	12960.0	12722.0	238.0	0.9816358024691358	0.0183641975308642
1995	21954.0	21438.0	516.0	0.9764963104673408	0.023503689532659196
1996	21985.0	21402.0	583.0	0.9734819194905617	0.026518080509438255
1997	24984.0	24199.0	785.0	0.9685798911303234	0.03142010886967659
1998	28185.0	27147.0	1038.0	0.9631718999467802	0.0368281000532198
1999	35285.0	33680.0	1605.0	0.9545132492560578	0.045486750743942185
2000	44423.0	42459.0	1964.0	0.9557886680323257	0.044211331967674405
2001	65165.0	61456.0	3709.0	0.9430829432977825	0.05691705670221745
2002	162668.0	151333.0	11335.0	0.930318194113163	0.06968180588683699
2003	183644.0	171134.0	12510.0	0.9318790703752913	0.06812092962470867
2004	236815.0	219694.0	17121.0	0.9277030593501256	0.07229694064987438
2005	277535.0	257679.0	19856.0	0.9284558704307565	0.07154412956924353
2006	303932.0	277629.0	26303.0	0.9134576155192609	0.08654238448073912
2007	336859.0	302782.0	34077.0	0.898838980107404	0.10116101989259602
2008	439574.0	389994.0	49580.0	0.8872089796029793	0.11279102039702076
2009	492911.0	430656.0	62255.0	0.8736993088001688	0.1263006911998312
2010	625287.0	537026.0	88261.0	0.8588472173577893	0.1411527826422107
2011	552630.0	468850.0	83780.0	0.8483976620885584	0.15160233791144165
2012	496444.0	409098.0	87346.0	0.8240566911877271	0.17594330881227288
2013	543321.0	439023.0	104298.0	0.8080361333355419	0.19196386666445803
2014	630514.0	501952.0	128562.0	0.7960996900941137	0.2039003099058863
2015	654333.0	510890.0	143443.0	0.7807798170044916	0.2192201829955084
2016	741324.0	577839.0	163485.0	0.7794688961911391	0.2205311038088609
2017	755274.0	576245.0	179029.0	0.762961521249242	0.237038478750758
2018	797527.0	588395.0	209132.0	0.7377743950988493	0.26222560490115066
2019	828119.0	590933.0	237186.0	0.7135846418208012	0.2864153581791989
2020	937391.0	665474.0	271917.0	0.7099214735366566	0.2900785264633435
2021	876477.0	606558.0	269919.0	0.6920409776868075	0.3079590223131925
2022	871366.0	589814.0	281552.0	0.6768843402198388	0.32311565978016127
2023	809536.0	545763.0	263773.0	0.6741676713574195	0.32583232864258044
2024	621909.0	407823.0	214086.0	0.6557599262914671	0.34424007370853293
2025	594452.0	390765.0	203687.0	0.6573533270978986	0.34264667290210143
2026	274589.0	177258.0	97331.0	0.6455393333309054	0.35446066666909454
