year	total	v1abs	v2abs	v1rel	v2rel
1982	113.0	0.0	113.0	0.0	1.0
1983	108.0	0.0	108.0	0.0	1.0
1984	70.0	0.0	70.0	0.0	1.0
1985	104.0	0.0	104.0	0.0	1.0
1986	83.0	0.0	83.0	0.0	1.0
1987	71.0	0.0	71.0	0.0	1.0
1988	49.0	0.0	49.0	0.0	1.0
1989	54.0	0.0	54.0	0.0	1.0
1990	72.0	0.0	72.0	0.0	1.0
1991	73.0	1.0	72.0	0.0136986301369863	0.9863013698630136
1992	88.0	0.0	88.0	0.0	1.0
1993	91.0	0.0	91.0	0.0	1.0
1994	159.0	0.0	159.0	0.0	1.0
1995	234.0	0.0	234.0	0.0	1.0
1996	251.0	1.0	250.0	0.00398406374501992	0.9960159362549801
1997	182.0	0.0	182.0	0.0	1.0
1998	222.0	3.0	219.0	0.013513513513513514	0.9864864864864865
1999	229.0	0.0	229.0	0.0	1.0
2000	261.0	1.0	260.0	0.0038314176245210726	0.9961685823754789
2001	291.0	5.0	286.0	0.01718213058419244	0.9828178694158075
2002	764.0	4.0	760.0	0.005235602094240838	0.9947643979057592
2003	802.0	3.0	799.0	0.003740648379052369	0.9962593516209476
2004	831.0	3.0	828.0	0.0036101083032490976	0.9963898916967509
2005	899.0	5.0	894.0	0.0055617352614015575	0.9944382647385984
2006	744.0	12.0	732.0	0.016129032258064516	0.9838709677419355
2007	1262.0	43.0	1219.0	0.03407290015847861	0.9659270998415214
2008	1424.0	23.0	1401.0	0.016151685393258428	0.9838483146067416
2009	1264.0	32.0	1232.0	0.02531645569620253	0.9746835443037974
2010	2029.0	20.0	2009.0	0.009857072449482503	0.9901429275505175
2011	1105.0	12.0	1093.0	0.01085972850678733	0.9891402714932127
2012	1191.0	72.0	1119.0	0.060453400503778336	0.9395465994962217
2013	1311.0	100.0	1211.0	0.07627765064836003	0.92372234935164
2014	1188.0	21.0	1167.0	0.017676767676767676	0.9823232323232324
2015	1204.0	33.0	1171.0	0.027408637873754152	0.9725913621262459
2016	1126.0	53.0	1073.0	0.04706927175843695	0.9529307282415631
2017	1737.0	82.0	1655.0	0.04720782959124928	0.9527921704087507
2018	1603.0	47.0	1556.0	0.029320024953212728	0.9706799750467873
2019	1661.0	52.0	1609.0	0.031306441902468396	0.9686935580975317
2020	1331.0	48.0	1283.0	0.03606311044327573	0.9639368895567243
2021	1421.0	85.0	1336.0	0.059817030260380016	0.94018296973962
2022	1667.0	162.0	1505.0	0.09718056388722256	0.9028194361127775
2023	1311.0	72.0	1239.0	0.05491990846681922	0.9450800915331807
2024	910.0	65.0	845.0	0.07142857142857142	0.9285714285714286
2025	988.0	90.0	898.0	0.09109311740890688	0.9089068825910931
2026	348.0	25.0	323.0	0.07183908045977011	0.9281609195402298
