year	total	v1abs	v2abs	v1rel	v2rel
2001	24.0	0.0	24.0	0.0	1.0
2002	50.0	0.0	50.0	0.0	1.0
2003	41.0	0.0	41.0	0.0	1.0
2004	45.0	0.0	45.0	0.0	1.0
2005	94.0	0.0	94.0	0.0	1.0
2006	91.0	0.0	91.0	0.0	1.0
2007	72.0	0.0	72.0	0.0	1.0
2008	83.0	2.0	81.0	0.024096385542168676	0.9759036144578314
2009	107.0	3.0	104.0	0.028037383177570093	0.9719626168224299
2010	179.0	1.0	178.0	0.00558659217877095	0.994413407821229
2011	83.0	0.0	83.0	0.0	1.0
2012	113.0	4.0	109.0	0.035398230088495575	0.9646017699115044
2013	61.0	3.0	58.0	0.04918032786885246	0.9508196721311475
2014	112.0	4.0	108.0	0.03571428571428571	0.9642857142857143
2015	138.0	1.0	137.0	0.007246376811594203	0.9927536231884058
2016	149.0	0.0	149.0	0.0	1.0
2017	80.0	4.0	76.0	0.05	0.95
2018	127.0	0.0	127.0	0.0	1.0
2019	35.0	5.0	30.0	0.14285714285714285	0.8571428571428571
2020	51.0	3.0	48.0	0.058823529411764705	0.9411764705882353
2021	40.0	2.0	38.0	0.05	0.95
2022	132.0	0.0	132.0	0.0	1.0
2023	109.0	0.0	109.0	0.0	1.0
2024	51.0	2.0	49.0	0.0392156862745098	0.9607843137254902
2025	40.0	0.0	40.0	0.0	1.0
2026	24.0	1.0	23.0	0.041666666666666664	0.9583333333333334
