year	total	v1abs	v2abs	v1rel	v2rel
1982	21.0	0.0	21.0	0.0	1.0
1988	26.0	0.0	26.0	0.0	1.0
1989	22.0	0.0	22.0	0.0	1.0
1990	84.0	0.0	84.0	0.0	1.0
1991	85.0	0.0	85.0	0.0	1.0
1992	161.0	0.0	161.0	0.0	1.0
1993	181.0	0.0	181.0	0.0	1.0
1994	291.0	0.0	291.0	0.0	1.0
1995	496.0	0.0	496.0	0.0	1.0
1996	479.0	0.0	479.0	0.0	1.0
1997	492.0	0.0	492.0	0.0	1.0
1998	535.0	0.0	535.0	0.0	1.0
1999	664.0	0.0	664.0	0.0	1.0
2000	816.0	0.0	816.0	0.0	1.0
2001	1062.0	0.0	1062.0	0.0	1.0
2002	1904.0	0.0	1904.0	0.0	1.0
2003	1892.0	0.0	1892.0	0.0	1.0
2004	2160.0	0.0	2160.0	0.0	1.0
2005	2444.0	2.0	2442.0	0.0008183306055646482	0.9991816693944353
2006	2885.0	1.0	2884.0	0.0003466204506065858	0.9996533795493934
2007	3089.0	4.0	3085.0	0.0012949174490126255	0.9987050825509873
2008	3876.0	0.0	3876.0	0.0	1.0
2009	4248.0	1.0	4247.0	0.00023540489642184556	0.9997645951035782
2010	6757.0	0.0	6757.0	0.0	1.0
2011	4745.0	0.0	4745.0	0.0	1.0
2012	4622.0	0.0	4622.0	0.0	1.0
2013	4961.0	1.0	4960.0	0.00020157226365652087	0.9997984277363435
2014	5126.0	0.0	5126.0	0.0	1.0
2015	4852.0	0.0	4852.0	0.0	1.0
2016	5823.0	2.0	5821.0	0.0003434655675768504	0.9996565344324232
2017	6101.0	0.0	6101.0	0.0	1.0
2018	5677.0	0.0	5677.0	0.0	1.0
2019	5235.0	0.0	5235.0	0.0	1.0
2020	5714.0	0.0	5714.0	0.0	1.0
2021	5242.0	0.0	5242.0	0.0	1.0
2022	5198.0	0.0	5198.0	0.0	1.0
2023	5952.0	0.0	5952.0	0.0	1.0
2024	4520.0	0.0	4520.0	0.0	1.0
2025	5152.0	0.0	5152.0	0.0	1.0
2026	2987.0	1.0	2986.0	0.00033478406427854036	0.9996652159357214
