year	total	v1abs	v2abs	v1rel	v2rel
1981	23.0	0.0	23.0	0.0	1.0
1982	116.0	0.0	116.0	0.0	1.0
1983	115.0	0.0	115.0	0.0	1.0
1984	137.0	0.0	137.0	0.0	1.0
1985	164.0	0.0	164.0	0.0	1.0
1986	141.0	0.0	141.0	0.0	1.0
1987	259.0	0.0	259.0	0.0	1.0
1988	258.0	0.0	258.0	0.0	1.0
1989	291.0	0.0	291.0	0.0	1.0
1990	607.0	0.0	607.0	0.0	1.0
1991	582.0	0.0	582.0	0.0	1.0
1992	918.0	0.0	918.0	0.0	1.0
1993	1075.0	0.0	1075.0	0.0	1.0
1994	2011.0	0.0	2011.0	0.0	1.0
1995	3781.0	2.0	3779.0	0.0005289605924358636	0.9994710394075641
1996	3753.0	3.0	3750.0	0.0007993605115907274	0.9992006394884093
1997	4141.0	0.0	4141.0	0.0	1.0
1998	5056.0	0.0	5056.0	0.0	1.0
1999	6206.0	0.0	6206.0	0.0	1.0
2000	7908.0	0.0	7908.0	0.0	1.0
2001	10505.0	2.0	10503.0	0.00019038553069966683	0.9998096144693003
2002	25126.0	2.0	25124.0	7.959882193743533e-05	0.9999204011780626
2003	25873.0	0.0	25873.0	0.0	1.0
2004	31306.0	7.0	31299.0	0.00022359931003641475	0.9997764006899635
2005	33337.0	3.0	33334.0	8.999010108888022e-05	0.9999100098989111
2006	36634.0	7.0	36627.0	0.00019107932521701153	0.999808920674783
2007	41596.0	3.0	41593.0	7.212231945379363e-05	0.9999278776805463
2008	56282.0	11.0	56271.0	0.00019544436942539356	0.9998045556305746
2009	61085.0	11.0	61074.0	0.0001800769419661128	0.9998199230580339
2010	92111.0	14.0	92097.0	0.0001519905331610774	0.9998480094668389
2011	72814.0	5.0	72809.0	6.866811327491966e-05	0.9999313318867251
2012	67121.0	11.0	67110.0	0.00016388313642526185	0.9998361168635748
2013	71842.0	13.0	71829.0	0.00018095264608446312	0.9998190473539156
2014	83316.0	11.0	83305.0	0.0001320274617120361	0.999867972538288
2015	85847.0	18.0	85829.0	0.00020967535266229454	0.9997903246473377
2016	89001.0	10.0	88991.0	0.00011235828810912237	0.9998876417118909
2017	95212.0	9.0	95203.0	9.452590009662647e-05	0.9999054740999034
2018	97010.0	16.0	96994.0	0.00016493145036594167	0.9998350685496341
2019	96185.0	24.0	96161.0	0.0002495191557935229	0.9997504808442065
2020	108407.0	11.0	108396.0	0.00010146946230409476	0.999898530537696
2021	95447.0	10.0	95437.0	0.00010477018659570232	0.9998952298134043
2022	94953.0	22.0	94931.0	0.0002316935747159121	0.9997683064252841
2023	91992.0	16.0	91976.0	0.00017392816766675364	0.9998260718323333
2024	74162.0	21.0	74141.0	0.00028316388446913515	0.9997168361155309
2025	76609.0	17.0	76592.0	0.0002219060423710008	0.999778093957629
2026	39213.0	3.0	39210.0	7.650524060898171e-05	0.999923494759391
