year	total	v1abs	v2abs	v1rel	v2rel
1982	133.0	61.0	72.0	0.45864661654135336	0.5413533834586466
1983	156.0	84.0	72.0	0.5384615384615384	0.46153846153846156
1984	152.0	71.0	81.0	0.46710526315789475	0.5328947368421053
1985	188.0	109.0	79.0	0.5797872340425532	0.42021276595744683
1986	190.0	81.0	109.0	0.4263157894736842	0.5736842105263158
1987	173.0	87.0	86.0	0.5028901734104047	0.49710982658959535
1988	171.0	83.0	88.0	0.4853801169590643	0.5146198830409356
1989	267.0	130.0	137.0	0.4868913857677903	0.5131086142322098
1990	414.0	172.0	242.0	0.41545893719806765	0.5845410628019324
1991	463.0	188.0	275.0	0.4060475161987041	0.593952483801296
1992	560.0	244.0	316.0	0.4357142857142857	0.5642857142857143
1993	750.0	344.0	406.0	0.45866666666666667	0.5413333333333333
1994	918.0	367.0	551.0	0.3997821350762527	0.6002178649237473
1995	1582.0	600.0	982.0	0.37926675094816686	0.6207332490518331
1996	1626.0	664.0	962.0	0.40836408364083643	0.5916359163591636
1997	1651.0	644.0	1007.0	0.3900666262870987	0.6099333737129012
1998	1676.0	598.0	1078.0	0.3568019093078759	0.6431980906921241
1999	2126.0	798.0	1328.0	0.3753527751646284	0.6246472248353716
2000	2643.0	904.0	1739.0	0.3420355656451003	0.6579644343548997
2001	3269.0	1133.0	2136.0	0.3465891710003059	0.653410828999694
2002	7702.0	2549.0	5153.0	0.33095299922098154	0.6690470007790185
2003	6785.0	2457.0	4328.0	0.3621223286661754	0.6378776713338246
2004	8094.0	2727.0	5367.0	0.3369162342475908	0.6630837657524092
2005	10254.0	3697.0	6557.0	0.3605422274234445	0.6394577725765554
2006	11433.0	4026.0	7407.0	0.3521385463133036	0.6478614536866965
2007	11486.0	4170.0	7316.0	0.3630506703813338	0.6369493296186662
2008	13854.0	4853.0	9001.0	0.35029594340984554	0.6497040565901545
2009	14114.0	4679.0	9435.0	0.3315148079920646	0.6684851920079354
2010	18119.0	6224.0	11895.0	0.3435068160494509	0.6564931839505491
2011	15237.0	4897.0	10340.0	0.32138872481459607	0.678611275185404
2012	12409.0	4255.0	8154.0	0.34289628495446856	0.6571037150455314
2013	12741.0	4045.0	8696.0	0.31747900478769325	0.6825209952123067
2014	14101.0	4332.0	9769.0	0.307212254450039	0.692787745549961
2015	13281.0	4297.0	8984.0	0.32354491378661243	0.6764550862133876
2016	17115.0	5441.0	11674.0	0.31790826760151913	0.6820917323984809
2017	17368.0	5873.0	11495.0	0.33815062183325656	0.6618493781667434
2018	14028.0	4397.0	9631.0	0.31344453949244366	0.6865554605075563
2019	14864.0	4299.0	10565.0	0.2892222820236814	0.7107777179763186
2020	12913.0	3985.0	8928.0	0.3086037326725006	0.6913962673274994
2021	11591.0	3734.0	7857.0	0.3221464929686826	0.6778535070313174
2022	11633.0	3555.0	8078.0	0.3055961488867876	0.6944038511132125
2023	12504.0	3830.0	8674.0	0.3063019833653231	0.6936980166346769
2024	9371.0	2390.0	6981.0	0.25504215131789565	0.7449578486821044
2025	13803.0	2896.0	10907.0	0.2098094617112222	0.7901905382887778
2026	5757.0	1219.0	4538.0	0.2117422268542644	0.7882577731457356
