period	v1ipm	v1abs
2001	21.16743276490635	13
2002	52.73676555374493	919
2003	33.14974649038314	405
2004	36.43258237548115	503
2005	33.45337683876638	987
2006	43.698328720633484	986
2007	40.68136330312857	1002
2008	30.622088452555577	844
2009	26.613846871650455	689
2010	26.088516024293323	621
2011	31.33017770301679	823
2012	24.232015219137992	609
2013	22.20884099079159	503
