period	username	age	agebin	total	v1abs	v2abs	v1rel	v2rel
2009	Lavish	23		19.0	7.0	12.0	0.3684210526315789	0.631578947368421
2009	JAG är BÄST	36		11.0	2.0	9.0	0.18181818181818182	0.8181818181818182
2009	Dorian Ertymexx	36		65.0	33.0	32.0	0.5076923076923077	0.49230769230769234
2009	TessaS	35		20.0	18.0	2.0	0.9	0.1
2009	solskina	38		11.0	1.0	10.0	0.09090909090909091	0.9090909090909091
2009	idiblon	27		21.0	19.0	2.0	0.9047619047619048	0.09523809523809523
2009	giftgrodan	29		18.0	11.0	7.0	0.6111111111111112	0.3888888888888889
2009	Impertiff	35		12.0	9.0	3.0	0.75	0.25
2009	Bondfia	37		17.0	17.0	0.0	1.0	0.0
2009	fruganL	19		12.0	6.0	6.0	0.5	0.5
2009	NadiaMi	34		10.0	1.0	9.0	0.1	0.9
