variablevariable	cohort1	cohort2	cohort3	cohort4	cohort5	cohort6	cohort7	cohort8	mean
fortsätta	0.184947339438389	0.28206739196794983	0.03414960272799248	0.007176162412662003	0.05132927368857774	0.03535820417142754	0.008819617705453893	0.08247940244722912	0.08579087431996021
försöka	0.07846750185584617	0.12036462654334333	0.09251423613471538	0.055935790415110584	0.013146351542320498	0.0032700257885674485	0.037902751536374506	0.04226244679299192	0.055482966326158734
glömma	0.19982642307683238	0.04427543701832288	0.034232141198609164	0.018726846616561384	0.016099426163478047	0.013791243036663446	0.004760055341407057	0.01767497593935974	0.04367331854890426
komma	0.02788123824836141	0.1589101214738643	0.08187599318316217	0.09113793874099349	0.011438516805357091	0.0018276844967364872	0.05812464513715177	0.022900155732076544	0.05676203672721291
planera	0.1378804301317609	0.15908239174684144	0.5770787795224517	0.11977906542820849	0.3946372303816753	0.05813446352936765	0.23393175711656947	0.6049266778658553	0.2856813494653413
riskera	0.36227807258098593	0.3245157135284744	0.8680474960001544	0.3642190665188564	0.32862007490460793	0.48750335960098057	0.5779141912162864	0.6341475341640179	0.4934056885642955
slippa	0.052818763999902436	0.06637504243663404	0.0392721354292006	0.01678683126352989	0.005213698990965373	0.002722332734072266	0.02576543632751816	0.03933457334407557	0.031036101815737294
sluta	0.054569894040485636	0.06388155373106821	0.019366261937606936	0.025673856677361124	0.0329890962874292	0.001218689714172395	0.003942443870154281	0.001379492726221962	0.02537766112306247
vägra	0.2942882979255739	0.04170959692285408	0.04245827413731618	0.013691899307767397	0.009181938208101136	0.019066310890814623	0.05382685529555618	0.04609061044266791	0.06503922289133143
mean	0.15477310681090423	0.14013131948548363	0.19877721336346765	0.07923638415345008	0.0958506229969458	0.06921025710697806	0.11166530594960797	0.16568842993938845	0.1269165799757782
