variablevariable	cohort1	cohort2	cohort3	cohort4	cohort5	cohort6	cohort7	cohort8	mean
fortsätta	0.004166944499936931	0.08846196970422127	0.036585404702661695	0.03701962703072159	0.04338890810512275	0.009189601853165419	0.05334774914558982	0.011879305059737444	0.035504938762644614
försöka	0.06413412862757306	0.030745453333389183	0.027133585731413667	0.013001295346966923	0.008281222019448142	0.004145189870665922	0.019192519660779173	0.0013256636883770545	0.02099488228482664
glömma	0.09208276579566677	0.03697423477128425	0.020993675650632815	0.014993382112663767	0.029204761281365177	0.009487835329630268	0.02088903165328171	0.036710828400258855	0.03266706437434795
komma	0.06115379927461351	0.02599497579778237	0.013382960940892141	0.030315648193094458	0.00016528438848983917	0.0005376554408302869	0.031103361571699906	0.0045070420290731494	0.020895090954559457
planera	0.022132894743134457	0.010531992112162256	0.03264219575989119	0.019214608617910627	0.02236758074692459	0.0007446976463568455	0.016388004603847928	0.034771413363900494	0.019849173449266046
riskera	0.0329188247454896	0.07654416206046305	0.08725315905051934	0.025054146280585665	0.03335642421316799	0.029021241114654005	0.023146819891627618	0.011995952490044877	0.03991134123081901
slippa	0.025595009796355983	0.01781302845884991	0.0053988462405449855	0.0029363352384449426	0.000639273399079654	0.011654791272799447	0.0035087285311300453	0.010899762723488693	0.009805721957586708
sluta	0.006414560082775633	0.019805363211618077	0.018009727097891948	0.001449148207645523	0.01508876437604667	0.009514547979543098	0.0066146471939663165	0.008431893204673857	0.01066608141927014
vägra	0.19911397582132984	0.03683996053075522	0.09686919763487789	0.05315567194553572	0.01963411392161929	0.03517297182898671	0.05380987378531732	0.07413907219460314	0.07109185470787814
mean	0.05641254482076398	0.038190126664502846	0.037585416978813964	0.021904429219285468	0.019125148050140456	0.012163170259625778	0.02533341511524887	0.021628992572684174	0.029042905460133186
