variablevariable	cohort1	cohort2	cohort3	cohort4	cohort5	cohort6	cohort7	cohort8	mean
fortsätta	0.04462205017115406	0.010245136296348933	0.01791468480950853	0.02198707534265154	0.009466758209670245	0.015372587371691004	0.007117966740331827	0.03703810816063191	0.020470545887748506
försöka	0.01256508212611629	0.008562967722470338	0.011380359012745256	0.0015592424892784118	0.002180469016675346	0.005140761805503713	0.007087388761207514	0.01392264909663421	0.007799865003828885
glömma	0.03188258112197695	0.014391374546720015	0.009479040152299945	0.002295847604746659	0.0002957901683013908	0.0021084904031550833	0.002728215369009024	0.011858937838628125	0.009380034650604649
komma	0.01544737902582577	0.005719993766328091	0.0028498977811661774	0.0027923357636446267	0.007709039927599859	0.0029207413404265248	0.004956230838789932	0.016101408899610203	0.007312128417923898
planera	0.009499247114142323	0.005168104903322146	0.00632283089651238	0.0046745657708436306	0.007884453710596914	0.011102219400752386	0.005540735441721387	0.006225149050031985	0.007052163285990394
riskera	0.0296008051535255	0.005818552942445057	0.017653564840916028	0.02522070777357556	0.005129062668119369	0.0031217831352171876	0.006028581962605299	0.024344890656875895	0.014614743641659985
slippa	0.002776207171963252	0.0003584802422909039	0.0043392964080960494	0.0036451781067309286	0.0006858372179370242	0.001202162251904837	0.001263127589254176	0.004961825580953261	0.002404014321141304
sluta	0.010581012389326072	0.0037899567012673607	0.0009368322660611161	0.00034016206111242564	0.002549240367297312	0.00018510808128169298	0.0037149019462116017	0.010862860541484332	0.004120009294255239
vägra	0.05450396419010595	0.026387953896392147	0.019660388358857306	0.005328475488121653	0.0018765825525193236	0.010889866420243477	0.005209346778803137	7.341327356558125e-05	0.015491248869826071
mean	0.023497592051570686	0.008938057890842777	0.01005965494735142	0.007538176711189493	0.004197470426524087	0.005782635578908434	0.0048496106031037664	0.013932138122046168	0.009849417041442104
