analysis	baseline0	label1	bundle2	bundle_re3	bundle_newconstr4
individual		0.19643969438985326	0.2004898326778992	0.19724746933867704	0.19939469033678836
individual_averaged		0.03472085027345043	0.04308096394257299	0.03508609078926936	0.06073539562794077
