variablevariable	cohort1	cohort2	cohort3	cohort4	cohort5	cohort6	cohort7	cohort8	mean
fortsätta	0.15766176364104528	0.04703580678027286	0.054289818062638995	0.005589092386213967	0.009954249000771243	0.011885939546320556	0.026536440045325405	0.03077588258488706	0.04296612400593442
försöka	0.011686121555078532	0.007757418573814068	0.00715162788626833	0.0014193446153728528	0.003014948851606025	0.005960963047077716	0.004379946718706118	0.003940041306235709	0.005663801569269919
glömma	0.12030321703815261	0.040136866993766396	0.025975786770950138	0.017118750630517265	0.00013814277242285566	0.013984807019057022	0.022262993959152766	0.025444520788378	0.03317063574654963
komma	0.4120140229311965	0.10418387854322758	0.14462697218197945	0.10692719630693953	0.04382269734186739	0.04682976192555466	0.12119555395033021	0.16322837166116755	0.14285355685528286
planera	0.0363691614178506	0.011012745728956705	0.006881632277792732	0.014263236472718627	0.0005722038439759936	0.006546401430959789	0.014059483530522249	0.017806754958762223	0.013438952457692364
riskera	0.110611394909822	0.026261276805762845	0.033091773003327996	0.05740341294985242	0.009184005352587718	0.017981601657649393	0.04449704411599597	0.045668807135161624	0.04308741449127
slippa	0.011584778779705984	0.002022171556454455	0.006712522013206379	0.0009872234080159359	0.0021166237201267757	0.0010570058364208768	0.002420800695661307	0.008684236441939719	0.004448170306441429
sluta	0.031218869426665186	0.009607820854636406	0.008053078042552064	0.006138732017262227	0.000394087820043465	0.0033218109754579173	0.004556791937304183	0.010045144649619364	0.009167041965442602
vägra	0.054389283628298646	0.03110995013995621	0.010417839447606214	0.012495692038339556	0.010722821525131598	0.0002495885575189982	0.0006224189996227869	0.014983341808263106	0.01687386701809214
mean	0.10509317925864614	0.031014215108538617	0.03302233885403581	0.024704742313914712	0.008879975580948118	0.01197976444400188	0.026725719328069	0.03561967792604604	0.03462995160177504
