variablevariable	cohort1	cohort2	cohort3	cohort4	cohort5	cohort6	cohort7	cohort8	mean
fortsätta	0.07994576559823952	0.13809279561828092	0.02268137496065592	0.0016609517710233224	0.025173668435949148	0.016650960362174283	0.008064272209571843	0.0509675441377172	0.04290466663670152
försöka	0.10795082108020648	0.09901968634848435	0.06433395248638574	0.03206130544186603	0.0015673166657602655	0.0012545348205101892	0.02785041351759776	0.020275958608454547	0.04428924862115817
glömma	0.1488932263601539	0.03414748179838001	0.032064317825489796	0.02160419812491976	0.008316435307478387	0.008192104469367356	0.0031650331738890536	0.017470949440872685	0.03423171831256887
komma	0.12389479679005605	0.08955411569878075	0.08421080323864277	0.08876978295006965	0.034296838374219485	0.0007632536139343671	0.0743349400835055	0.09823385912657323	0.07425729873447273
planera	0.01899725311767382	0.013574141173822545	0.045613422942297074	0.0069137029634564265	0.028399607305894255	0.001716968752190226	0.011808681742375968	0.03232816509192481	0.01991899288620439
riskera	0.05724844738247235	0.01901047115431781	0.1045321886261019	0.03609498316488716	0.03105181119679845	0.04031894887294204	0.04672895155016071	0.05012954841832785	0.04813941879575103
slippa	0.08229321774594611	0.06161592722298126	0.02931273800988965	0.00714963043382888	0.0022791514283695413	0.0011469287360657	0.023473201186161807	0.03641818813482123	0.030461122862258022
sluta	0.0817317728125011	0.05945404641807461	0.010904515823191074	0.014558558679102607	0.02249464420610303	0.004587135406815546	0.005255848937505414	0.0024595714157724657	0.02518076171238323
vägra	0.19140454072192215	0.030189189522093485	0.02855538410843561	0.0027920446065718973	0.015518575594772877	0.010744626089324694	0.045775549255154924	0.034116075543634716	0.044886998180238794
mean	0.09915109351213017	0.06051753943946842	0.04691207755789884	0.02351168423730286	0.018788672057260605	0.009486162347036043	0.027384099072880332	0.03804442887978875	0.04047446963797076
