variablevariable	cohort1	cohort2	cohort3	cohort4	cohort5	cohort6	cohort7	cohort8	mean
fortsätta	0.42353730718533356	0.147304656668314	0.2486549168847948	0.043751059121423186	0.1249084825320701	0.05576639299021924	0.09502209037538989	0.12441247030058167	0.1579196720072658
försöka	0.15863545263819034	0.11322438911792876	0.11077604581622613	0.13436010546691135	0.08172675902160831	0.02439973827906261	0.042861427648111294	0.07787333473469993	0.09298215659034234
glömma	0.2208472908314889	0.07621865900544678	0.11685395054242576	0.07952467202331692	0.02746718173149343	0.09972884039089003	0.06981778865966792	0.06466751612230148	0.0943907374133789
komma	0.1444407724254182	0.11488051280530329	0.06977743889591498	0.15118878818380682	0.03462545753214408	0.010123738969202267	0.001921233906074571	0.12786273332799247	0.08185258450573209
planera	0.25	0.0762725684412709	0.0873896277229367	0.0415544037046983	0.032988861744683524	0.022894322509307077	0.013345818816501008	0.09523809523809523	0.07746046227218659
riskera	0.4962848707745596	0.06233031043481878	0.12983744654499244	0.012063782826724323	0.023444150614453152	0.0314308330301739	0.08081194838497464	0.07986726708882706	0.11450882621244048
slippa	0.10611329315214724	0.06904767506345832	0.08674046995684237	0.07646831848525626	0.03761985776393284	0.03139335487351136	0.025969478279895153	0.026504941599281295	0.057482173646790605
sluta	0.1189752630410621	0.11707595683797067	0.0747790133708448	0.07457360222689513	0.050658805234685134	0.0475815628595615	0.06563238170382057	0.00509357060631066	0.06929626948514382
vägra	0.2522315539061659	0.03901532562145893	0.0693830902266358	0.08175279754990072	0.06288154273287694	0.005029469512737528	0.1105471653416834	0.04750685486859518	0.0835434749700068
mean	0.2412295337727073	0.09059667266621892	0.11046577777351264	0.07724861439877034	0.0529245665453275	0.03648313926829617	0.056214370346235394	0.07211408709852056	0.09215959523369859
