variable	variable	#cohort1	#cohort2	#cohort3	#cohort4	#cohort5	#cohort6	#cohort7	#cohort8	mean
fortsätta	0.11943682462996613	0.05702667133441497	0.03950828899826919	0.10581141614629697	0.08044580027723681
försöka	0.02680869350219861	0.016477478292743597	0.0015133636316243537	0.015169937654660237	0.0149923682703067
glömma	0.04409173311311643	0.016191317150215823	0.024306736845003174	0.05040372620906142	0.03374837832934921
komma	0.019952525325148074	0.015697845358467133	0.005742443870314973	0.003276744813873189	0.011167389841950842
planera	0.00047204903877445803	0.003959352459896093	0.008525625112502239	0.010182587150639827	0.005784903440453154
riskera	0.09921439476481962	0.06032530824785419	0.006910748201916658	0.05766973695131255	0.05603004704147575
slippa	0.0003183508258457479	0.003652565543230457	0.006895822881800351	0.007885951282510129	0.004688172633346671
sluta	0.01104979545984397	0.008734550750348236	0.0032622216237534474	0.0017189725022100921	0.006191385084038936
vägra	0.1452692444629784	0.07408152338014495	0.038611696120680605	0.11768160103894942	0.09391101625068835
mean	0.05184595679141016	0.02846073472414616	0.015030771920651664	0.041088963749945986	0.03410660679653849
