variablevariable	cohort1	cohort2	cohort3	cohort4	cohort5	cohort6	cohort7	cohort8	mean
fortsätta	0.010204160181689955	0.21662878132010494	0.08959162520730729	0.09065496410948118	0.10625228351855552	0.022503820081378436	0.13063984356464417	0.029090459850995468	0.08694574222926962
försöka	0.15705390883869574	0.07529054698889986	0.0664456786288406	0.03183802911028688	0.020279347610194016	0.01015088668074176	0.04699931686438988	0.0032463318442209066	0.05141300582078371
glömma	0.22549551407906404	0.09054380594878994	0.05141005097254856	0.03671632121456141	0.07151764612838826	0.023234144703037637	0.05115379507304357	0.08989876716728927	0.07999625566084034
komma	0.14975557354474767	0.0636574105951711	0.032772665234264725	0.07423802505141158	0.0004047542211592021	0.0013166295449518566	0.07616700526525201	0.011037002967275987	0.051168633303029266
planera	0.05419981073587099	0.02579111253976317	0.07993535652349629	0.0470534090791579	0.05477451807241493	0.0018236417764772737	0.04013152179936629	0.08514945944551029	0.04860735374650714
riskera	0.08061277530840665	0.18744403498778886	0.2136686032952032	0.0613534741983027	0.08168438426880649	0.07106823549243675	0.05668274628436197	0.029376110179111944	0.09773629550180232
slippa	0.06267795978994808	0.043621170312657775	0.013220884471987542	0.00719060095969311	0.0015654751735242375	0.02854066259668989	0.008592297777488524	0.026691722141869878	0.02401259665298238
sluta	0.015708200236581742	0.048500069696392804	0.0441028528549468	0.0035487250761435194	0.036949896654326166	0.023299559579236066	0.016198180588590363	0.020648316505467723	0.026119475148960652
vägra	0.4875973039058116	0.0902149904681295	0.23721669663544434	0.13016947816461968	0.04808070841472104	0.0861328099317275	0.13177151062854725	0.18155436637257882	0.17409223306519744
mean	0.13814502295786849	0.09352132476196645	0.09204049042489325	0.053640336329295324	0.04683433489578777	0.029785598931853022	0.062037357538409346	0.05296583738603559	0.07112128790326366
