variablevariable	cohort1	cohort2	cohort3	cohort4	cohort5	cohort6	cohort7	cohort8	mean
fortsätta	0.2794322753184158	0.37728481215020765	0.08096428577652486	0.010360277964061646	0.06860818313619384	0.06016881771142543	0.012227774526905332	0.1555413976257556	0.1305734780261863
försöka	0.22336331560470798	0.3063693842460051	0.2429904952640647	0.15279489009871816	0.04421841826365879	0.006896375679912113	0.09885629864448058	0.10133730141615678	0.14710330990221301
glömma	0.42851808237523603	0.16922016181780475	0.13073570552847655	0.07905033760429896	0.013200492071692197	0.03214026339563345	0.03791449542073544	0.08462776782945383	0.1219259132554164
komma	1.0969545623396517	0.9898679631776895	0.7298895390735903	0.5268140920258014	0.22127454004365074	0.02012664876658896	0.31502830784018127	0.49394972466192105	0.5492381722411344
planera	0.10760954287737856	0.09811576729407658	0.1601251417573754	0.031191231364168882	0.09730347745863592	0.025822749934909326	0.03408279877072817	0.06711191971404497	0.07767032864641472
riskera	0.19938028533690025	0.05164729936913628	0.3046438360890782	0.1238123993266753	0.08284389644569624	0.1051582342418037	0.14658025747414755	0.1811908831000917	0.14940713642294115
slippa	0.20895573173864365	0.2217312367152021	0.14545005384313472	0.07287715027916553	0.022301735774901337	0.00835759272402581	0.08279116850271434	0.09445405305546639	0.10711484032915673
sluta	0.15131447945423943	0.16976642302568296	0.07238732895970128	0.0795991993568633	0.08886296820511516	0.011681362612205983	0.006874139864078564	0.00899778603549875	0.07368546093917318
vägra	0.5064521234798715	0.12089752747356025	0.04405534638214452	0.00206818227546283	0.03779766367014232	0.026779430682285596	0.10405416787772673	0.07866009703636441	0.11509556735969477
mean	0.3557755998361161	0.2783222861410406	0.21236019251934338	0.11984086225502402	0.0751568194521874	0.03301460841653227	0.09315660099129978	0.14065232560830598	0.16353491190248118
