variablevariable	cohort1	cohort2	cohort3	cohort4	cohort5	cohort6	cohort7	cohort8	mean
fortsätta	0.278910658474926	0.11465281330660537	0.021574443255391373	0.009815218723146613	0.021164047006905662	0.015243528821763719	0.008295020399064268	0.06392850117206295	0.06669802889498325
försöka	0.06397487059072682	0.02503751006004329	0.011290915383687428	0.0018150316084493134	0.019361449122565433	9.613583430456707e-05	0.013406572722848176	0.01047253440192708	0.018181877465569013
glömma	0.01181321666978119	0.010600337355205602	0.027836603087594725	0.02878468534974954	0.004478706212622363	0.007932811939175388	0.006944018725083212	0.02706058048197124	0.015681369977647908
komma	0.32620778833721475	0.1258519015750153	0.13720156399302402	0.12696858867044158	0.03786411779854992	0.0331276878815584	0.13537240510672688	0.18165147678381877	0.1380306912682937
planera	0.03324336249615081	0.00019082828467227586	0.03751347525875194	0.01618293198249956	0.022720257273583178	0.00580572207445193	0.004846673903152729	0.03889529428914365	0.01992481819530076
riskera	0.010630589865042395	0.04404687905667265	0.09996860389638693	0.03522334257113677	0.03385393727238088	0.041362609160184825	0.04477658705459869	0.04482163889707275	0.044335523471684485
slippa	0.040476190476190554	0.020060736153626135	0.006511272890404096	0.003236104747790791	0.0022750245545934966	0.008735851489513391	0.00715852828023722	0.012976363328180973	0.012678758990067082
sluta	0.002094888762475766	0.011901299661646103	0.02447004581716794	0.007480879075735802	0.013140224213711527	0.007874399705688262	0.0002545951358923215	0.016684085836946694	0.010487552276158052
vägra	0.10520805482417295	0.028616440089464068	0.04375016982879831	0.002450287982648014	0.01767066179934118	0.018569815732404904	0.03915972675696844	0.018431068288514818	0.034232028162789085
mean	0.0969510689440757	0.042328749504772306	0.045568565934578524	0.02577300785684422	0.019169825028250407	0.015416506959893932	0.028912680898285772	0.046102393719959875	0.04002784985583258
