variable	community	freq	trend	sclass	cohort	value	value2	speaker	indvalue	yob
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.4513888888888889	0.4161324786324787	Malena C	0.6666666666666666	1969
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.4513888888888889	0.4161324786324787	bripoint	0.0	1968
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.4513888888888889	0.4161324786324787	bitte67	0.0	1968
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.4513888888888889	0.4161324786324787	Dudden	1.0	1969
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.4513888888888889	0.4161324786324787	Chilisen	0.0	1969
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.4513888888888889	0.4161324786324787	nick name	0.0	1969
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.4513888888888889	0.4161324786324787	Zimzalabim	0.0	1969
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.4513888888888889	0.4161324786324787	MME	0.0	1969
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.4513888888888889	0.4161324786324787	mirre67	0.3333333333333333	1968
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.4513888888888889	0.4161324786324787	Mondino	1.0	1968
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.4513888888888889	0.4161324786324787	Parvel	1.0	1969
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.4513888888888889	0.4161324786324787	Jossebell	0.0	1969
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.4513888888888889	0.4161324786324787	icaS	0.0	1969
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.4513888888888889	0.4161324786324787	Jordgubbssmak	1.0	1968
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.4513888888888889	0.4161324786324787	längtan67	1.0	1968
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.4513888888888889	0.4161324786324787	C rex	0.6666666666666666	1968
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.4513888888888889	0.4161324786324787	Fiabus	0.0	1968
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.4513888888888889	0.4161324786324787	Inanna Li	1.0	1969
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.4513888888888889	0.4161324786324787	Stor längtan	0.6666666666666666	1969
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.4513888888888889	0.4161324786324787	mammawannabe	0.7777777777777778	1969
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Vildrosen	1.0	1971
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Atamon	0.7692307692307693	1972
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Bubblan84	1.0	1971
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	liquorice	1.0	1971
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Väntarochlängtar	0.0	1971
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	musli	0.8571428571428571	1972
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Trisses2	0.0	1972
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Killarnas morsa	0.16666666666666666	1972
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	pågmamman	0.4	1972
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Gladhannapanna	0.375	1972
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	augustibruden	0.0	1972
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	annacarin	0.0	1972
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	La musica	1.0	1972
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Aaglars	0.3333333333333333	1971
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Liveit1971	1.0	1972
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Hercule	1.0	1971
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Lallamen	1.0	1971
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Maskot	0.0	1971
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Hammare	0.5	1971
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	guldplutt	0.15789473684210525	1971
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	peka	1.0	1972
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Cloudy	1.0	1971
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Godiva	0.0	1971
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Helene70	0.14285714285714285	1971
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	PetraMunchen	0.6666666666666666	1972
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	cherrypie	1.0	1972
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Naomi	0.0	1972
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Mijjo	1.0	1971
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Pinje	1.0	1972
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	tillit71	1.0	1972
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Bondfia	0.5	1972
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Anna i Hult	1.0	1971
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	MamaPapa	1.0	1972
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	emma71	1.0	1971
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Lille Skrutt	1.0	1971
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Fembarnsmorsan	1.0	1972
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	vallakra	0.0	1972
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	kjempejente	0.0	1972
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Mavios	0.5	1971
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	mian71	0.5	1972
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Linha	0.5	1972
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	liba71	1.0	1972
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Fru Anna	1.0	1972
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Mammelutten	1.0	1972
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	evita	1.0	1971
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Zorn	0.5	1971
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	brinkly	1.0	1972
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Kleopatra II	1.0	1971
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	myran6801	0.0	1971
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	kamelia	0.5	1972
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Elijza	1.0	1971
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	katalina	0.0	1971
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Krutgumman	1.0	1971
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	jemast	1.0	1971
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Bowmore	0.0	1971
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	So nice	0.0	1971
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Hemera	1.0	1971
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Doktorn	0.0	1972
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	Lillegrill	1.0	1971
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6061465362123256	0.3965450378081957	moans	0.0	1972
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Sally	1.0	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	CeeJay	0.2727272727272727	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Farth Vader	0.6666666666666666	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	fenja	0.7142857142857143	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Gustie	0.0	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Fe73	1.0	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Pallas	1.0	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Sockerpinglan	1.0	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	MariaX m 2	0.5	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Dorian Ertymexx	0.38095238095238093	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Valente	1.0	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	JAG är BÄST	0.8333333333333334	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Kyanita	0.7142857142857143	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Mara	0.3333333333333333	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	TessaS	0.9	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Pippiputti	0.5	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Tessa606	1.0	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Emmel	0.4166666666666667	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Madame Mom	0.3333333333333333	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Tyrell	0.7	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	TanjaS	1.0	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Impertiff	0.6190476190476191	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Petter 72	0.0	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	tempo21	1.0	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	tan73	0.2857142857142857	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Trissvinnaren	0.5	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Terrus	1.0	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	vanilla	1.0	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Livshlädje	1.0	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	spån Mona	0.0	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Betty Boop	0.0	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Livsglädjen	0.375	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Lillatroll	0.625	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Anjonen	0.6666666666666666	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Lily38	0.5	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Klubben	0.5	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	4an	0.5	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Fröken J	1.0	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	FCBJ	1.0	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Norea	1.0	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	puman0507	0.0	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	IsaN	0.6666666666666666	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Lotten73	1.0	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	mamma till 2 frön	0.0	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Erase	1.0	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	jesslin	1.0	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	P A K	1.0	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	MeMayo	1.0	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Sissa Blom	1.0	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Pochahontas	1.0	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Grodan1972	1.0	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Petrellie	0.0	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Majuni	1.0	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Fröken Juni	0.5	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Dr Myo	0.6666666666666666	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	murresnurre	0.0	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Lyxmamma	0.0	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Mina72	0.0	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Julia08	1.0	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	FlickaMedGuld	0.0	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	sax1	0.0	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	urv73	1.0	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	lire100	0.0	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Damien och Adrian	1.0	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Nickis	0.8181818181818182	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Carla	0.0	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	zasu	0.5	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Fama123	0.0	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Erica 73	0.0	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	bumse2	0.0	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Myra	0.46153846153846156	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	jennas1	1.0	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Semlan10	0.4166666666666667	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Magnolian	1.0	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	asfaltsblomman	0.0	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	mamma smurfen	0.0	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Loviz	0.0	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Magnetica	1.0	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Okara	1.0	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	NorrVimpel	0.0	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Mamma gås	1.0	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	Pinglan73	1.0	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.5887558224907622	0.36377804466786895	pluggande mamma	1.0	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	8	0.5898723278799282	0.37873622323194317	Jennie med ie	0.9130434782608695	1976
fortsätta	0.6094744785333334	4443.0	up	aspectual	8	0.5898723278799282	0.37873622323194317	wilma123	1.0	1975
fortsätta	0.6094744785333334	4443.0	up	aspectual	8	0.5898723278799282	0.37873622323194317	Butterscotch	0.45	1975
fortsätta	0.6094744785333334	4443.0	up	aspectual	8	0.5898723278799282	0.37873622323194317	SaraSara	0.3333333333333333	1976
fortsätta	0.6094744785333334	4443.0	up	aspectual	8	0.5898723278799282	0.37873622323194317	Joje	0.3793103448275862	1975
fortsätta	0.6094744785333334	4443.0	up	aspectual	8	0.5898723278799282	0.37873622323194317	car	0.4444444444444444	1975
fortsätta	0.6094744785333334	4443.0	up	aspectual	8	0.5898723278799282	0.37873622323194317	KickanAnnika	0.4	1975
fortsätta	0.6094744785333334	4443.0	up	aspectual	8	0.5898723278799282	0.37873622323194317	Labbematte	1.0	1975
fortsätta	0.6094744785333334	4443.0	up	aspectual	8	0.5898723278799282	0.37873622323194317	Torparn	0.0	1975
fortsätta	0.6094744785333334	4443.0	up	aspectual	8	0.5898723278799282	0.37873622323194317	Love74	0.75	1975
fortsätta	0.6094744785333334	4443.0	up	aspectual	8	0.5898723278799282	0.37873622323194317	Sigrid	1.0	1975
fortsätta	0.6094744785333334	4443.0	up	aspectual	8	0.5898723278799282	0.37873622323194317	Gojtan	0.8666666666666667	1976
fortsätta	0.6094744785333334	4443.0	up	aspectual	8	0.5898723278799282	0.37873622323194317	TheCoopers	0.8333333333333334	1976
fortsätta	0.6094744785333334	4443.0	up	aspectual	8	0.5898723278799282	0.37873622323194317	allakantralla	0.8181818181818182	1976
fortsätta	0.6094744785333334	4443.0	up	aspectual	8	0.5898723278799282	0.37873622323194317	MissGoodie	0.0	1976
fortsätta	0.6094744785333334	4443.0	up	aspectual	8	0.5898723278799282	0.37873622323194317	Sashimi	0.0	1976
fortsätta	0.6094744785333334	4443.0	up	aspectual	8	0.5898723278799282	0.37873622323194317	delifi2	1.0	1975
fortsätta	0.6094744785333334	4443.0	up	aspectual	8	0.5898723278799282	0.37873622323194317	Amulett	0.5384615384615384	1976
fortsätta	0.6094744785333334	4443.0	up	aspectual	8	0.5898723278799282	0.37873622323194317	Aniko	0.5	1976
fortsätta	0.6094744785333334	4443.0	up	aspectual	8	0.5898723278799282	0.37873622323194317	ajmaj	1.0	1975
fortsätta	0.6094744785333334	4443.0	up	aspectual	8	0.5898723278799282	0.37873622323194317	BeanGirl	0.0	1976
fortsätta	0.6094744785333334	4443.0	up	aspectual	8	0.5898723278799282	0.37873622323194317	Heureka	0.4117647058823529	1975
fortsätta	0.6094744785333334	4443.0	up	aspectual	8	0.5898723278799282	0.37873622323194317	mandolin76	1.0	1975
