variable	community	freq	trend	sclass	cohort	value	value2	speaker	indvalue	yob
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Some	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Milljor	1.0	1979
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	frifantasi	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	dcy	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	lillakulan	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Minimor78	1.0	1979
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Lycka78	0.0	1979
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	JennyL29	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Sowa	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	TessanM	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Siljelin	0.9230769230769231	1979
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Heavy	0.09523809523809523	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	nr1	0.9	1979
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	nate	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	anneliesofia	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Sofiech78	1.0	1979
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Leeluu	1.0	1979
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	alexix	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Alvinbus	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	dubbelt upp	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Emmelinan	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Mammas propp	0.6666666666666666	1979
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	CarpeDiem	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	arasall	1.0	1979
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Kattmor	1.0	1979
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	asa1018	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	myran78	1.0	1979
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	anna gottegris	0.8888888888888888	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	limon	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	tussunge	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	rattle and hum	1.0	1979
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	sunshine03	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Maddolf	0.896551724137931	1979
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Fröken Fräken	1.0	1979
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Ausi79	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Vintervacker	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	pinkiepie	1.0	1979
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Sejda79	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Cherkan	1.0	1979
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	alexia78	1.0	1979
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	majo79	0.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	PennyLane	1.0	1979
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Gris78	1.0	1979
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Adora1	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Linny79	0.9333333333333333	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	tjorven01	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	eekramaren	0.8	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Mårran	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Barnsugen	1.0	1979
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	kvinna79	0.875	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Fire	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	C0211	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	mjukisb	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	mami79	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Helena 79	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Busfrö10	0.5	1979
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Dixxie	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Milon	1.0	1979
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Ilus	1.0	1979
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Sockiplast	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	hallandsliv	1.0	1979
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	BounceT	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Pemberly	1.0	1979
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Frallan78	1.0	1979
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Maria303	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	sockerslav	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	we wish for a baby	0.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Niina78	1.0	1979
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	carola 79	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Ella1979	0.5	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Jmelb	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Chan2	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Jordgubbe1	1.0	1979
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Perelin	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	elin22	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Thea	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Hoppfullheten	1.0	1979
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Sharika	1.0	1979
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	Hjärtat78	1.0	1979
försöka	0.9511025877666667	30164.0	up	initiative	10	0.942415928999152	0.08941921121286789	lindy01	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Tjillevippen	0.9473684210526315	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Lönnsirap	0.9230769230769231	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Kary	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	livet från ljusa sidan	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Bebbo	0.75	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Thuss	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Mamma Tes	0.9444444444444444	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	SuzR	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Fraggelgirl	0.9574468085106383	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Softyy	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	kattengustav	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	bambigirl	0.9787234042553191	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Trojan Rudeboy	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Ummi07	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Caab	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	alegria	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	mariahammarberg	0.9705882352941176	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Vintersol80	0.84375	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	idiblon	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Redaktör	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Empan81	0.75	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Gostosa	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Geshia	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Nellie81	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Smilla0608	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Digestive	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	stardream	0.84	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Alisa	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Juni 06	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Södermalmsbönan	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Lugnistormen	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	ModestyB	0.9705882352941176	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	ThereseK	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Xay1de	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Insatt	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	FVA	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	flashieangel	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Snakeheart	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	hjert	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Bobido	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Maddisen80	0.975103734439834	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Klantus	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Smuliz	0.967741935483871	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	upyours	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	mariaheterjag	0.9868421052631579	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Urpan	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Tjoflöjt	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	LinnJes	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Corpset	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Cecilia80	0.9230769230769231	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	HWikström	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	rainbowbrite	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	skorpiona	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Snooze	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Känslan	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Astrid80	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Norpan81	0.9	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Enira	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Epona	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	elinville	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	skruttis11	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Lilla Lycka	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Annamaja	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	kariba	0.8235294117647058	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Izamoon	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	MiaMaa	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	morotsland	0.9848484848484849	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Diana P	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Jimps	0.9722222222222222	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	clembke	0.7368421052631579	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Superolga	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	dream81	0.5	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Lina W	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Miss Cee	0.8901098901098901	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	katt tass	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Lilaa	0.8823529411764706	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Moa Li	0.5	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	vintertjej	0.9333333333333333	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	james	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	sursocka	0.875	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Gulletuss	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	solstraalen	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	MammaBecca	0.5333333333333333	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	linhol	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Memmal	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	orpan	0.6875	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	majzzan	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	philmKarin	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Oktoberbebis	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	LillaLoppanT	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	HelenFr	0.8333333333333334	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	En skrutt	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	sara1981	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	honeybunches	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	EricaN81	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	kixan	0.8571428571428571	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	slapback	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	JLP	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Tess26	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	liams mamma07	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Leonesse	0.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Riskiflickan	0.7407407407407407	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	smc	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	lillalitenjag	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Fru Plommon81	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Lowika	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Pebble	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	MrsCharlotte	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Tesssi	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	81missan	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Fridapida	0.9545454545454546	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	missis	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	apaqnirk	0.75	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Egogirl	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	junimagi	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	diddisen80	0.3333333333333333	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	friper	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Lima80	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	HJ81	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	habibty81	0.6470588235294118	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Tuttan80	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Mitti	0.8333333333333334	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Med två små	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Jenny81	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Isola80	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Ellinora	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Liona	0.9230769230769231	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Malo	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	msmalin	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	estrella81	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Lindatmw	0.5	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	MissUnderstood80	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Smulanpus	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	lokacitron	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Cacan	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Fridalusen	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Fyrklovern	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	jazzkatten	0.9230769230769231	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Raggarflickan	0.5	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Lumlan	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Mar ia	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Musetti	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Colisa	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Bejje	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	malin neli	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	magelita80	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Saralainen	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	CA81	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Tvåbarnsmamman81	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	niiiica	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	tessise	0.5714285714285714	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Maddex	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Titti	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	seadwarf	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	RockingSkåne	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Hestia	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Smurfen70	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	nicke nyfiken76	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	malinsoderman	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	SaraLj	0.875	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Älskade Neo	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Lotta80	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Margit	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	11	0.9477591361971145	0.08565445203127332	Soffifi	1.0	1981
