variablevariable	cohort1	cohort2	cohort3	cohort4	cohort5	cohort6	cohort7	cohort8	mean
fortsätta	0.09668176481288959	0.14245276041862254	0.019431805068918062	0.004214469351944361	0.031163815897552016	0.021560255330477562	0.005335012690005914	0.05240778814526448	0.046655958964459315
försöka	0.0660899472501425	0.10683469853010219	0.08382614365630825	0.051368162063209155	0.012177122935569273	0.003100092331420945	0.0362678981275526	0.041381838706542884	0.050130737950105975
glömma	0.15282823752853247	0.035973422494326224	0.028144376942979776	0.015634798704814434	0.013775894650567388	0.01189046790877113	0.00412337935982654	0.015508473065841244	0.0347348813319574
komma	0.008969456255270458	0.05777816645925343	0.034739267314687405	0.04347478196301863	0.006280278468500766	0.0011139039128862382	0.03929995823130228	0.01663051020244355	0.026035790350920344
planera	0.009199796062223431	0.0107241398538577	0.045426414767133494	0.007166268209648892	0.028916315292717	0.0036628154223908305	0.015350350721391542	0.0312786322441749	0.018965591571692225
riskera	0.033767913586227535	0.024872797001284377	0.10577102941528127	0.037408366900201426	0.03358577284853097	0.03596020854775705	0.042575073663738805	0.048154105886195016	0.04526190848115206
slippa	0.04936566859648461	0.06334916942507784	0.03762461782215165	0.016131420211444092	0.005044589761730944	0.0026622614597473504	0.025217827558367212	0.03857101318170064	0.029745821002088044
sluta	0.04846211104024867	0.05782874212878386	0.01743681592445223	0.023483401819694882	0.030655301512589772	0.0011297204395173122	0.0036910700946821695	0.0013085769053231555	0.022999467483161506
vägra	0.20556246157612224	0.03259900357050849	0.03491530206049087	0.011263317785432991	0.007571805829980516	0.016136176656531664	0.04469310711026797	0.03894848193421563	0.048961207065443796
mean	0.07454748407868239	0.05915698887575741	0.04525730810804478	0.02334944300104543	0.018796766355304292	0.010801766889944454	0.024061519728570558	0.031576602252411275	0.03594348491122007
