period	username	age	agebin	total	v1abs	v2abs	v1rel	v2rel
2009	Nimbus	39	Gen2	18.0	12.0	6.0	0.6666666666666666	0.3333333333333333
2009	Manchester	39	Gen2	149.0	139.0	10.0	0.9328859060402684	0.06711409395973154
2009	inga76	32	Gen2	17.0	17.0	0.0	1.0	0.0
2009	Sally	35	Gen2	15.0	7.0	8.0	0.4666666666666667	0.5333333333333333
2009	Mara	35	Gen2	16.0	11.0	5.0	0.6875	0.3125
2009	Längtande mamma	39	Gen2	43.0	38.0	5.0	0.8837209302325582	0.11627906976744186
2009	mulan	39	Gen2	136.0	40.0	96.0	0.29411764705882354	0.7058823529411765
2009	Luscinia	39	Gen2	21.0	18.0	3.0	0.8571428571428571	0.14285714285714285
2009	Helle68	40	Gen1	22.0	22.0	0.0	1.0	0.0
2009	Camarogirl	38	Gen2	29.0	8.0	21.0	0.27586206896551724	0.7241379310344828
2009	Emeli	55	Gen1	127.0	125.0	2.0	0.984251968503937	0.015748031496062992
2009	rallarrosen	39	Gen2	13.0	13.0	0.0	1.0	0.0
2009	Solkattan	33	Gen2	21.0	2.0	19.0	0.09523809523809523	0.9047619047619048
2009	Vante	39	Gen2	18.0	17.0	1.0	0.9444444444444444	0.05555555555555555
2009	Smulan1973	35	Gen2	17.0	14.0	3.0	0.8235294117647058	0.17647058823529413
2009	Jola	32	Gen2	23.0	17.0	6.0	0.7391304347826086	0.2608695652173913
2009	Jennie med ie	33	Gen2	48.0	43.0	5.0	0.8958333333333334	0.10416666666666667
2009	JAG är BÄST	36	Gen2	195.0	149.0	46.0	0.764102564102564	0.2358974358974359
2009	Kajsala	48	Gen1	14.0	14.0	0.0	1.0	0.0
2009	Lavish	23	Gen3	191.0	111.0	80.0	0.581151832460733	0.418848167539267
2009	Hedi	43	Gen1	145.0	101.0	44.0	0.696551724137931	0.30344827586206896
2009	Mummy	39	Gen2	67.0	15.0	52.0	0.22388059701492538	0.7761194029850746
2009	hymafr	44	Gen1	50.0	36.0	14.0	0.72	0.28
2009	Maskot	38	Gen2	31.0	28.0	3.0	0.9032258064516129	0.0967741935483871
2009	Anne69	39	Gen2	110.0	73.0	37.0	0.6636363636363637	0.33636363636363636
2009	Linaek	45	Gen1	57.0	46.0	11.0	0.8070175438596491	0.19298245614035087
2009	Ulf Harrys Farsa	39	Gen2	57.0	45.0	12.0	0.7894736842105263	0.21052631578947367
2009	REXX	39	Gen2	11.0	11.0	0.0	1.0	0.0
2009	Atamon	37	Gen2	96.0	93.0	3.0	0.96875	0.03125
2009	elinville	28	Gen3	30.0	13.0	17.0	0.43333333333333335	0.5666666666666667
2009	Lakrids	32	Gen2	17.0	12.0	5.0	0.7058823529411765	0.29411764705882354
2009	Astarte	29	Gen3	65.0	29.0	36.0	0.4461538461538462	0.5538461538461539
2009	Velour	39	Gen2	119.0	109.0	10.0	0.9159663865546218	0.08403361344537816
2009	Kary	27	Gen3	14.0	11.0	3.0	0.7857142857142857	0.21428571428571427
2009	Knasiga morsan	24	Gen3	93.0	49.0	44.0	0.5268817204301075	0.4731182795698925
2009	Miss Cee	28	Gen3	56.0	53.0	3.0	0.9464285714285714	0.05357142857142857
2009	Legolina	39	Gen2	15.0	12.0	3.0	0.8	0.2
