Nimbus	0.3333333333333333	0.9182958340544896
Manchester	0.06711409395973154	0.35506053349946926
inga76	0.0	-0.0
Sally	0.5333333333333333	0.9967916319816366
Mara	0.3125	0.8960382325345575
Längtande mamma	0.11627906976744186	0.5185697317883058
mulan	0.7058823529411765	0.8739810481273578
Luscinia	0.14285714285714285	0.5916727785823274
Helle68	0.0	-0.0
Camarogirl	0.7241379310344828	0.8497511372532974
Emeli	0.015748031496062992	0.11684976092365493
rallarrosen	0.0	-0.0
Solkattan	0.9047619047619048	0.4537163391869448
Vante	0.05555555555555555	0.3095434291503252
Smulan1973	0.17647058823529413	0.672294817075638
Jola	0.2608695652173913	0.828055725379504
Jennie med ie	0.10416666666666667	0.4820661480830931
JAG är BÄST	0.2358974358974359	0.7881510341214842
Kajsala	0.0	-0.0
Lavish	0.418848167539267	0.9809135989475248
Hedi	0.30344827586206896	0.8854652901668492
Mummy	0.7761194029850746	0.7671903206448685
hymafr	0.28	0.8554508105601307
Maskot	0.0967741935483871	0.4586858162005403
Anne69	0.33636363636363636	0.9212963741927287
Linaek	0.19298245614035087	0.7076690004167967
Ulf Harrys Farsa	0.21052631578947367	0.7424875695421236
REXX	0.0	-0.0
Atamon	0.03125	0.20062232431271465
elinville	0.5666666666666667	0.9871377743721863
Lakrids	0.29411764705882354	0.873981048127358
Astarte	0.5538461538461539	0.9916178297881032
Velour	0.08403361344537816	0.41623480238728316
Kary	0.21428571428571427	0.74959525725948
Knasiga morsan	0.4731182795698925	0.9979139338855983
Miss Cee	0.05357142857142857	0.30137864359308586
Legolina	0.2	0.7219280948873623
delifi2	0.801980198019802	0.7179499765002911
Fridapida	0.5909090909090909	0.976020648236615
Lilaa	0.9130434782608695	0.426228656998145
LHUF	1.0	-0.0
Blyger	0.6363636363636364	0.9456603046006402
Fraggelgirl	0.85	0.6098403047164005
Pumpkin	0.5511811023622047	0.9924284506025758
Fresa78	1.0	-0.0
lokisse	0.24742268041237114	0.8071675554288905
anniebananie	0.07692307692307693	0.39124356362925566
Hallonbåten	0.2857142857142857	0.863120568566631
fabler	0.9772727272727273	0.15649106290570142
Mirla	0.7	0.8812908992306927
Anatha	0.4883720930232558	0.9996098363678071
bambigirl	0.9565217391304348	0.2580186686648154
Tattyn	0.0	-0.0
Hemlighet	0.060240963855421686	0.32840071392894665
Svart ros	0.9696969696969697	0.19590927087360485
tebax	0.8194444444444444	0.6812908868842176
P A K	0.0	-0.0
MajaMaria79	0.058823529411764705	0.3227569588973983
Akilla	0.90625	0.4488644887230294
så mycket bättre	0.21951219512195122	0.7592757847892833
Floff	0.6511627906976745	0.9330252953592911
sazzia	0.42424242424242425	0.9833761901392237
Linsen	0.9523809523809523	0.27619542764793925
Kopparkruka	0.3333333333333333	0.9182958340544896
sara1981	0.3076923076923077	0.8904916402194913
Helena85	1.0	-0.0
Skytten75	0.0	-0.0
TeZs	1.0	-0.0
fjonkan	0.3103448275862069	0.8935711016541907
bili	0.9444444444444444	0.30954342915032523
Liten måne	0.6666666666666666	0.9182958340544896
musli	0.1590909090909091	0.6321302781219706
StaffenAssar	0.18032786885245902	0.6807937753703206
seadwarf	0.9	0.46899559358928117
Dompans mamma	0.5882352941176471	0.9774178175281716
Butterscotch	0.16129032258064516	0.6373874992221911
giftgrodan	0.3333333333333333	0.9182958340544896
lisadragon	0.96	0.24229218908241493
ThereseK	0.6923076923076923	0.8904916402194913
TigerLinn	0.8571428571428571	0.5916727785823275
JWM	0.7777777777777778	0.7642045065086203
Lällas	0.47058823529411764	0.9975025463691153
Chaplin	0.0	-0.0
tessan27	0.5	1.0
Bispan	0.03125	0.20062232431271465
melizza	0.9523809523809523	0.27619542764793925
Fe73	0.8947368421052632	0.4854607607459134
Alfonsina	0.2	0.7219280948873623
twain	0.10714285714285714	0.49123734182433315
Vildblomman	0.8888888888888888	0.5032583347756459
Alle	0.0	-0.0
AndyP	0.9555555555555556	0.2623112196143365
hewa	0.9423076923076923	0.3182152976832332
Behemot	0.06451612903225806	0.34511731494495285
lovemissen	0.3333333333333333	0.9182958340544896
Mylla	0.6666666666666666	0.9182958340544896
Dynamic	0.625	0.9544340029249649
MammasÄlsklingar	0.725	0.8485481782946158
Kiimen	1.0	-0.0
mamita64	0.2037037037037037	0.7292739418449411
Anova	0.4716981132075472	0.9976875760352552
Horst	0.19047619047619047	0.7024665512903903
Trollungen08	0.7222222222222222	0.8524051786494786
sleeping angel	0.4198473282442748	0.9813827323346351
Tecken	0.6065573770491803	0.9669852958320848
Sadie	0.4	0.9709505944546686
Bina86	0.25	0.8112781244591328
MrsCD	0.8604651162790697	0.5830194167347008
Pallas	0.8	0.7219280948873623
stormfågel	0.043478260869565216	0.2580186686648155
Verkligen	0.7842105263157895	0.7524043360246135
En glad tjej	0.9090909090909091	0.4394969869215134
Ett två tre	0.9743589743589743	0.17203694935311387
Norpan81	0.4375	0.9886994082884974
CuteElliz	0.9230769230769231	0.3912435636292555
Jordgubbssmak	1.0	-0.0
HelenaMaria	0.1111111111111111	0.5032583347756457
cid	0.6666666666666666	0.9182958340544896
83an	0.7916666666666666	0.7382848661434506
FannyN	0.10344827586206896	0.4798320236161285
Argo	0.07246376811594203	0.37505140642401236
livet leker	0.5909090909090909	0.976020648236615
Örnie	0.15625	0.6252624052234231
Piali	0.4	0.9709505944546686
camas	0.8181818181818182	0.6840384356390417
MissLillan	0.3235294117647059	0.9081783472997051
MammaMia87	0.4	0.9709505944546686
modesty74	0.08695652173913043	0.4262286569981447
swiitii	0.3655913978494624	0.9472268055719005
luzorsus	0.8	0.7219280948873623
Skruttensmamma	0.14285714285714285	0.5916727785823274
stardream	0.4166666666666667	0.9798687566511528
Jenny28	0.9512195121951219	0.2811937964320428
Melva	1.0	-0.0
