variable	community	freq	trend	sclass	cohort	value	test1	test2	test3	test4	value2	speaker	indvalue	yob
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.6112030738034374	0	1	0	0	0.26767709990598304	TessaS	0.9	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.6112030738034374	0	1	0	0	0.26767709990598304	Emmel	0.4166666666666667	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.6112030738034374	0	1	0	0	0.26767709990598304	Madame Mom	0.3333333333333333	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.6112030738034374	0	1	0	0	0.26767709990598304	Tyrell	0.7	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.6112030738034374	0	1	0	0	0.26767709990598304	Livshlädje	1.0	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.6112030738034374	0	1	0	0	0.26767709990598304	Livsglädjen	0.375	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.6112030738034374	0	1	0	0	0.26767709990598304	IsaN	0.6666666666666666	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.6112030738034374	0	1	0	0	0.26767709990598304	Ninnis75	1.0	1976
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.6112030738034374	0	1	0	0	0.26767709990598304	NadiaMi	0.7804878048780488	1975
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.6112030738034374	0	1	0	0	0.26767709990598304	Fama123	0.0	1974
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.6112030738034374	0	1	0	0	0.26767709990598304	Myra	0.46153846153846156	1973
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.6112030738034374	0	1	0	0	0.26767709990598304	Vitros	0.0	1976
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.6112030738034374	0	1	0	0	0.26767709990598304	Solkattan	0.6666666666666666	1976
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.701423781810295	0	0	1	0	0.2472304057419189	Anova	0.25	1979
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.701423781810295	0	0	1	0	0.2472304057419189	Tida77	1.0	1978
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.701423781810295	0	0	1	0	0.2472304057419189	hannis	0.3333333333333333	1979
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.701423781810295	0	0	1	0	0.2472304057419189	Kina79	0.75	1980
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.701423781810295	0	0	1	0	0.2472304057419189	Lorelei	1.0	1978
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.701423781810295	0	0	1	0	0.2472304057419189	giftgrodan	0.6666666666666666	1980
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.701423781810295	0	0	1	0	0.2472304057419189	Anatha	0.5	1979
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.701423781810295	0	0	1	0	0.2472304057419189	Pyris	0.5555555555555556	1978
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.701423781810295	0	0	1	0	0.2472304057419189	Daimis	0.6666666666666666	1977
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.701423781810295	0	0	1	0	0.2472304057419189	Chaktio	0.5	1977
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.701423781810295	0	0	1	0	0.2472304057419189	Zezana	1.0	1980
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.701423781810295	0	0	1	0	0.2472304057419189	Snoffsan	1.0	1980
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.701423781810295	0	0	1	0	0.2472304057419189	Mikah	1.0	1979
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.701423781810295	0	0	1	0	0.2472304057419189	yodi	0.4	1980
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.701423781810295	0	0	1	0	0.2472304057419189	Mania x2	1.0	1978
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.701423781810295	0	0	1	0	0.2472304057419189	WhiteAngels	1.0	1980
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.701423781810295	0	0	1	0	0.2472304057419189	Mama Me	0.0	1977
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.701423781810295	0	0	1	0	0.2472304057419189	modestyclara	0.46153846153846156	1979
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.701423781810295	0	0	1	0	0.2472304057419189	Bullan1978	0.7142857142857143	1979
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.701423781810295	0	0	1	0	0.2472304057419189	Tokfia 7	1.0	1978
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.701423781810295	0	0	1	0	0.2472304057419189	AW76	0.6666666666666666	1977
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.701423781810295	0	0	1	0	0.2472304057419189	Mary Wollstonecraft	1.0	1978
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.701423781810295	0	0	1	0	0.2472304057419189	Flisan79	0.5714285714285714	1980
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.701423781810295	0	0	1	0	0.2472304057419189	Stella 78	0.8947368421052632	1979
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.701423781810295	0	0	1	0	0.2472304057419189	Lilla JJ	0.0	1978
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.701423781810295	0	0	1	0	0.2472304057419189	Scilia	0.6	1980
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.701423781810295	0	0	1	0	0.2472304057419189	miljarden	1.0	1977
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.701423781810295	0	0	1	0	0.2472304057419189	BrödernaBus	0.9444444444444444	1980
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.701423781810295	0	0	1	0	0.2472304057419189	Tigra79	0.42857142857142855	1980
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.701423781810295	0	0	1	0	0.2472304057419189	Skruttis1979	0.6666666666666666	1979
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.701423781810295	0	0	1	0	0.2472304057419189	zoi	1.0	1977
fortsätta	0.6094744785333334	4443.0	up	aspectual	5	0.701423781810295	0	0	1	0	0.2472304057419189	högbergarna	0.875	1979
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6458941980669092	0	0	1	0	0.28138320048386706	idiblon	1.0	1982
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6458941980669092	0	0	1	0	0.28138320048386706	Miss Cee	0.29411764705882354	1981
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6458941980669092	0	0	1	0	0.28138320048386706	RiNan	0.6363636363636364	1984
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6458941980669092	0	0	1	0	0.28138320048386706	hejsvej	0.7333333333333333	1983
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6458941980669092	0	0	1	0	0.28138320048386706	ModestyB	0.4	1982
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6458941980669092	0	0	1	0	0.28138320048386706	Fridapida	0.3333333333333333	1982
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6458941980669092	0	0	1	0	0.28138320048386706	Gladabarnensmamma	0.3157894736842105	1983
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6458941980669092	0	0	1	0	0.28138320048386706	Alisa	1.0	1981
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6458941980669092	0	0	1	0	0.28138320048386706	Beckah82	0.37142857142857144	1983
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6458941980669092	0	0	1	0	0.28138320048386706	Akilla	1.0	1983
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6458941980669092	0	0	1	0	0.28138320048386706	FreeForAll	0.3333333333333333	1984
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6458941980669092	0	0	1	0	0.28138320048386706	sara1981	1.0	1982
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6458941980669092	0	0	1	0	0.28138320048386706	morotsland	0.2857142857142857	1981
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6458941980669092	0	0	1	0	0.28138320048386706	bambigirl	1.0	1982
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6458941980669092	0	0	1	0	0.28138320048386706	elinville	1.0	1981
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6458941980669092	0	0	1	0	0.28138320048386706	Acelise	1.0	1984
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6458941980669092	0	0	1	0	0.28138320048386706	Snooze	0.75	1981
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6458941980669092	0	0	1	0	0.28138320048386706	mariaheterjag	0.15384615384615385	1982
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6458941980669092	0	0	1	0	0.28138320048386706	IsaCMoJs	0.5	1983
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6458941980669092	0	0	1	0	0.28138320048386706	StaffenAssar	0.5	1983
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6458941980669092	0	0	1	0	0.28138320048386706	MrsCharlotte	0.7	1981
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6458941980669092	0	0	1	0	0.28138320048386706	skorpiona	0.8888888888888888	1981
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6458941980669092	0	0	1	0	0.28138320048386706	Jamieolivia	1.0	1983
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6458941980669092	0	0	1	0	0.28138320048386706	Lilla Morran	0.8888888888888888	1984
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6458941980669092	0	0	1	0	0.28138320048386706	Kyssen	1.0	1984
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6458941980669092	0	0	1	0	0.28138320048386706	ceropegia	0.3333333333333333	1983
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6458941980669092	0	0	1	0	0.28138320048386706	PurJo	0.0	1983
fortsätta	0.6094744785333334	4443.0	up	aspectual	6	0.6458941980669092	0	0	1	0	0.28138320048386706	Fraggelgirl	0.6666666666666666	1981
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.53110661268556	0	0	0	1	0.3672106287064736	LaFontaine	0.8571428571428571	1985
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.53110661268556	0	0	0	1	0.3672106287064736	swiitii	0.14285714285714285	1988
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.53110661268556	0	0	0	1	0.3672106287064736	Lavish	0.0	1986
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.53110661268556	0	0	0	1	0.3672106287064736	hundpuss	0.7	1988
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.53110661268556	0	0	0	1	0.3672106287064736	felicityporter	1.0	1986
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.53110661268556	0	0	0	1	0.3672106287064736	Mopsan	0.3076923076923077	1987
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.53110661268556	0	0	0	1	0.3672106287064736	pluvdo	0.9090909090909091	1987
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.53110661268556	0	0	0	1	0.3672106287064736	Ablan	0.09090909090909091	1986
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.53110661268556	0	0	0	1	0.3672106287064736	castillo	0.5	1988
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.53110661268556	0	0	0	1	0.3672106287064736	Llimen	0.0	1987
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.53110661268556	0	0	0	1	0.3672106287064736	så mycket bättre	1.0	1987
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.53110661268556	0	0	0	1	0.3672106287064736	emme 86	0.0	1987
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.53110661268556	0	0	0	1	0.3672106287064736	CuteElliz	1.0	1988
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.53110661268556	0	0	0	1	0.3672106287064736	Rastafairy	1.0	1987
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.53110661268556	0	0	0	1	0.3672106287064736	AAEV	0.6666666666666666	1987
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.53110661268556	0	0	0	1	0.3672106287064736	Dohgon	1.0	1988
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.53110661268556	0	0	0	1	0.3672106287064736	BeccaStina	0.6666666666666666	1987
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.53110661268556	0	0	0	1	0.3672106287064736	mirrebusan	0.25	1985
fortsätta	0.6094744785333334	4443.0	up	aspectual	7	0.53110661268556	0	0	0	1	0.3672106287064736	Uliise	0.0	1988
fortsätta	0.6094744785333334	4443.0	up	aspectual	8	0.7230576441102757	0	0	0	1	0.3165055495882564	janniahlholm	1.0	1991
fortsätta	0.6094744785333334	4443.0	up	aspectual	8	0.7230576441102757	0	0	0	1	0.3165055495882564	mandelblomma	1.0	1990
fortsätta	0.6094744785333334	4443.0	up	aspectual	8	0.7230576441102757	0	0	0	1	0.3165055495882564	fruganL	1.0	1990
fortsätta	0.6094744785333334	4443.0	up	aspectual	8	0.7230576441102757	0	0	0	1	0.3165055495882564	Fossa	0.5	1989
fortsätta	0.6094744785333334	4443.0	up	aspectual	8	0.7230576441102757	0	0	0	1	0.3165055495882564	s89	0.0	1990
fortsätta	0.6094744785333334	4443.0	up	aspectual	8	0.7230576441102757	0	0	0	1	0.3165055495882564	saltflingan	0.5614035087719298	1990
fortsätta	0.6094744785333334	4443.0	up	aspectual	8	0.7230576441102757	0	0	0	1	0.3165055495882564	multivitaminjuice	1.0	1989
försöka	0.9511025877666667	30164.0	up	initiative	1	0.9686363636363636	1	0	0	0	0.008636363636363664	lokisse	0.96	1961
försöka	0.9511025877666667	30164.0	up	initiative	1	0.9686363636363636	1	0	0	0	0.008636363636363664	anzita	0.9772727272727273	1960
försöka	0.9511025877666667	30164.0	up	initiative	2	0.8966091058149868	1	0	0	0	0.1157711103890331	hymafr	0.9512195121951219	1965
försöka	0.9511025877666667	30164.0	up	initiative	2	0.8966091058149868	1	0	0	0	0.1157711103890331	Hillbillie	0.9795918367346939	1964
försöka	0.9511025877666667	30164.0	up	initiative	2	0.8966091058149868	1	0	0	0	0.1157711103890331	Piri	0.9230769230769231	1967
försöka	0.9511025877666667	30164.0	up	initiative	2	0.8966091058149868	1	0	0	0	0.1157711103890331	mamita64	0.9764705882352941	1965
försöka	0.9511025877666667	30164.0	up	initiative	2	0.8966091058149868	1	0	0	0	0.1157711103890331	Hedi	0.5492957746478874	1966
försöka	0.9511025877666667	30164.0	up	initiative	2	0.8966091058149868	1	0	0	0	0.1157711103890331	Cattis40	1.0	1967
försöka	0.9511025877666667	30164.0	up	initiative	3	0.9426810477657936	0	1	0	0	0.05060092449922955	guldplutt	0.9545454545454546	1971
försöka	0.9511025877666667	30164.0	up	initiative	3	0.9426810477657936	0	1	0	0	0.05060092449922955	Jordgubbssmak	1.0	1968
försöka	0.9511025877666667	30164.0	up	initiative	3	0.9426810477657936	0	1	0	0	0.05060092449922955	Väntarochlängtar	0.8181818181818182	1971
försöka	0.9511025877666667	30164.0	up	initiative	3	0.9426810477657936	0	1	0	0	0.05060092449922955	Gladhannapanna	0.940677966101695	1972
försöka	0.9511025877666667	30164.0	up	initiative	3	0.9426810477657936	0	1	0	0	0.05060092449922955	Helene70	1.0	1971
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9807988962681213	0	1	0	0	0.01862769414266901	JAG är BÄST	0.9444444444444444	1973
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9807988962681213	0	1	0	0	0.01862769414266901	Jennie med ie	0.9797979797979798	1976
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9807988962681213	0	1	0	0	0.01862769414266901	Butterscotch	0.9886363636363636	1975
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9807988962681213	0	1	0	0	0.01862769414266901	Madame Mom	0.9285714285714286	1974
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9807988962681213	0	1	0	0	0.01862769414266901	Dorian Ertymexx	0.9937888198757764	1973
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9807988962681213	0	1	0	0	0.01862769414266901	CeeJay	0.9789473684210527	1973
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9807988962681213	0	1	0	0	0.01862769414266901	Pallas	0.9743589743589743	1974
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9807988962681213	0	1	0	0	0.01862769414266901	TessaS	0.98	1974
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9807988962681213	0	1	0	0	0.01862769414266901	Livshlädje	0.9736842105263158	1974
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9807988962681213	0	1	0	0	0.01862769414266901	allakantralla	1.0	1976
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9807988962681213	0	1	0	0	0.01862769414266901	Emmel	0.9876543209876543	1973
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9807988962681213	0	1	0	0	0.01862769414266901	Solkattan	1.0	1976
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9807988962681213	0	1	0	0	0.01862769414266901	Livsglädjen	1.0	1973
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9807988962681213	0	1	0	0	0.01862769414266901	Tyrell	1.0	1973
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9807988962681213	0	1	0	0	0.01862769414266901	Gojtan	1.0	1976
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9807988962681213	0	1	0	0	0.01862769414266901	Vitros	1.0	1976
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9807988962681213	0	1	0	0	0.01862769414266901	Fama123	1.0	1974
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9807988962681213	0	1	0	0	0.01862769414266901	IsaN	0.9333333333333333	1974
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9807988962681213	0	1	0	0	0.01862769414266901	Ninnis75	1.0	1976
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9807988962681213	0	1	0	0	0.01862769414266901	Myra	0.9384615384615385	1973
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9807988962681213	0	1	0	0	0.01862769414266901	NadiaMi	0.9950980392156863	1975
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9665103841829662	0	0	1	0	0.03260976871803735	yodi	0.9487179487179487	1980
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9665103841829662	0	0	1	0	0.03260976871803735	Anatha	0.9411764705882353	1979
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9665103841829662	0	0	1	0	0.03260976871803735	Anova	0.9444444444444444	1979
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9665103841829662	0	0	1	0	0.03260976871803735	modestyclara	0.9629629629629629	1979
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9665103841829662	0	0	1	0	0.03260976871803735	Pyris	1.0	1978
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9665103841829662	0	0	1	0	0.03260976871803735	AW76	0.9473684210526315	1977
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9665103841829662	0	0	1	0	0.03260976871803735	Flisan79	0.9333333333333333	1980
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9665103841829662	0	0	1	0	0.03260976871803735	Daimis	1.0	1977
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9665103841829662	0	0	1	0	0.03260976871803735	Skruttis1979	0.9032258064516129	1979
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9665103841829662	0	0	1	0	0.03260976871803735	giftgrodan	0.875	1980
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9665103841829662	0	0	1	0	0.03260976871803735	hannis	1.0	1979
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9665103841829662	0	0	1	0	0.03260976871803735	högbergarna	0.9893617021276596	1979
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9665103841829662	0	0	1	0	0.03260976871803735	Lorelei	0.8888888888888888	1978
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9665103841829662	0	0	1	0	0.03260976871803735	Tigra79	0.9836065573770492	1980
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9665103841829662	0	0	1	0	0.03260976871803735	Mikah	1.0	1979
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9665103841829662	0	0	1	0	0.03260976871803735	Mary Wollstonecraft	1.0	1978
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9665103841829662	0	0	1	0	0.03260976871803735	Zezana	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9665103841829662	0	0	1	0	0.03260976871803735	WhiteAngels	0.9629629629629629	1980
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9665103841829662	0	0	1	0	0.03260976871803735	Chaktio	0.9538461538461539	1977
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9665103841829662	0	0	1	0	0.03260976871803735	Mama Me	1.0	1977
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9665103841829662	0	0	1	0	0.03260976871803735	BrödernaBus	0.9767441860465116	1980
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9665103841829662	0	0	1	0	0.03260976871803735	Snoffsan	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9665103841829662	0	0	1	0	0.03260976871803735	Tida77	1.0	1978
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9665103841829662	0	0	1	0	0.03260976871803735	miljarden	1.0	1977
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9665103841829662	0	0	1	0	0.03260976871803735	Kina79	1.0	1980
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9665103841829662	0	0	1	0	0.03260976871803735	Scilia	0.9375	1980
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9665103841829662	0	0	1	0	0.03260976871803735	Tokfia 7	1.0	1978
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9665103841829662	0	0	1	0	0.03260976871803735	Bullan1978	0.9655172413793104	1979
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9665103841829662	0	0	1	0	0.03260976871803735	Lilla JJ	0.8444444444444444	1978
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9665103841829662	0	0	1	0	0.03260976871803735	Stella 78	1.0	1979
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9665103841829662	0	0	1	0	0.03260976871803735	Mania x2	0.9692307692307692	1978
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9665103841829662	0	0	1	0	0.03260976871803735	zoi	1.0	1977
försöka	0.9511025877666667	30164.0	up	initiative	6	0.9476070595522802	0	0	1	0	0.062057465076005194	FreeForAll	0.9767441860465116	1984
försöka	0.9511025877666667	30164.0	up	initiative	6	0.9476070595522802	0	0	1	0	0.062057465076005194	RiNan	0.9875	1984
försöka	0.9511025877666667	30164.0	up	initiative	6	0.9476070595522802	0	0	1	0	0.062057465076005194	Beckah82	0.993006993006993	1983
försöka	0.9511025877666667	30164.0	up	initiative	6	0.9476070595522802	0	0	1	0	0.062057465076005194	Fraggelgirl	0.9574468085106383	1981
försöka	0.9511025877666667	30164.0	up	initiative	6	0.9476070595522802	0	0	1	0	0.062057465076005194	bambigirl	0.9787234042553191	1982
försöka	0.9511025877666667	30164.0	up	initiative	6	0.9476070595522802	0	0	1	0	0.062057465076005194	IsaCMoJs	0.6666666666666666	1983
försöka	0.9511025877666667	30164.0	up	initiative	6	0.9476070595522802	0	0	1	0	0.062057465076005194	idiblon	1.0	1982
försöka	0.9511025877666667	30164.0	up	initiative	6	0.9476070595522802	0	0	1	0	0.062057465076005194	Jamieolivia	0.5384615384615384	1983
försöka	0.9511025877666667	30164.0	up	initiative	6	0.9476070595522802	0	0	1	0	0.062057465076005194	Alisa	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	6	0.9476070595522802	0	0	1	0	0.062057465076005194	ModestyB	0.9705882352941176	1982
försöka	0.9511025877666667	30164.0	up	initiative	6	0.9476070595522802	0	0	1	0	0.062057465076005194	mariaheterjag	0.9868421052631579	1982
försöka	0.9511025877666667	30164.0	up	initiative	6	0.9476070595522802	0	0	1	0	0.062057465076005194	skorpiona	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	6	0.9476070595522802	0	0	1	0	0.062057465076005194	Snooze	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	6	0.9476070595522802	0	0	1	0	0.062057465076005194	elinville	1.0	1981
försöka	0.9511025877666667	30164.0	up	initiative	6	0.9476070595522802	0	0	1	0	0.062057465076005194	morotsland	0.9848484848484849	1981
