variablevariable	cohort1	cohort2	cohort3	cohort4	cohort5	cohort6	cohort7	cohort8	mean
fortsätta	0.10091879015452027	0.09139193965129133	0.07502391649886708	0.017182806629328473	0.003574415553803889	0.013265566113450311	0.03466194876546724	0.05171387949817463	0.0484666578581129
försöka	0.11873176407715991	0.08290778931059462	0.07614105357360901	0.04015390739231062	0.013433451793277373	0.011299252571095653	0.01833826809523187	0.03278862067506649	0.04922426343604319
glömma	0.11234267792869401	0.07662382542941437	0.038029645782963195	0.02119757230031405	0.005999863988735976	0.005927290393197282	0.014669518751372013	0.029562730554108185	0.038044140641099886
komma	0.18545738676396206	0.032988387346725045	0.033985495589814785	0.01380605267719387	0.01330382744604508	0.006875548450717361	0.015415797437881351	0.03875615724788806	0.04257358162002845
planera	0.06105299745181898	0.026535262662751642	0.009481743745830162	0.01267032942760661	0.0006535980655056062	0.01427030538566984	0.0004650729202798562	0.0058619557735637914	0.016373908179128312
riskera	0.08004210154590188	0.04123816413333972	0.022348239198430014	0.03791270627246987	0.005101215509220242	0.01998287212606452	0.03162627552565752	0.03583998756488033	0.03426144523449551
slippa	0.08463656679548437	0.047612013866141334	0.03622424089377274	0.0126460062424546	0.00013628950805655293	0.011586217121163811	0.019960548410520418	0.03424692187711631	0.030881100589338767
sluta	0.09905700168889475	0.03572402783439099	0.014341294373715341	0.0026233411481209057	0.0031710048802148227	0.006267925787253437	0.011103594466353894	0.025374097615376567	0.02470778597429009
vägra	0.10456039734399603	0.07219351301606558	0.014779055373538408	0.008618993669101016	0.00902816839119902	0.016384488089588145	0.010587437285353496	0.02311016052032544	0.03240777671114589
mean	0.10519996486115914	0.056357213694523844	0.03559496500339342	0.018534635084322224	0.006044648348450952	0.011762162893133372	0.017425384628679742	0.030806056814055533	0.035215628915964775
