analysis	baseline0	label1	bundle2	bundle_re3	bundle_newconstr4
individual		0.19033363553734559	0.18999266180261704	0.19042516758039707	0.18860421781107162
individual_averaged		0.025708604819180733	0.034579580415635	0.025720830983016488	0.060583758702991326
aggregate	0.2957571617156403	0.02904290546013312	0.035943484911220146	0.028207779684018854	0.06678069430175507
