variablevariable	cohort1	cohort2	cohort3	cohort4	cohort5	cohort6	cohort7	cohort8	mean
fortsätta	0.039543438642704376	0.13748354987094025	0.028543894275603887	0.009997294587707373	0.02059517482634521	0.01382628780329398	0.008875580349636869	0.05495749236212433	0.03922783908979453
försöka	0.18579056840522024	0.06895534183840235	0.03002442000244976	0.006679744119707065	0.010328018775836334	0.00900485924919403	0.002205752359061064	0.024419737915737594	0.042176055333201054
glömma	0.14444209660895002	0.030136019103114475	0.04093292203659393	0.03120598574393796	0.0038918987035742036	0.009654937840767985	0.007396801402891784	0.023655454659975428	0.036414514512475724
komma	0.32620778833721475	0.13955498188511978	0.142753291231221	0.12930157648187524	0.040367867094234455	0.030793693507744302	0.13225238915303816	0.17757640927251817	0.13985099962037073
planera	0.03838678662792046	0.0079283784106801	0.045869980965356424	0.009724861029818073	0.028511276827755297	0.00241603853963189	0.008795578019737807	0.03232901898607192	0.021745239925871497
riskera	0.09710328899908877	0.02482733667572934	0.10096970217549361	0.030837720061029583	0.029327529163770502	0.042829571005982274	0.047283381765890226	0.046181012863703734	0.052419942838836005
slippa	0.0343869188422673	0.05305954248593436	0.011251086132798238	0.007272875306286175	0.0074792365997194965	0.003624042053100407	0.011560215074631675	0.01613751280925879	0.018096428662999556
sluta	0.07495086045560662	0.04927008786969844	0.0030871939401607706	0.0021197170096598494	0.014900535834474593	0.0035883598031266617	0.0028514677518801657	0.016688794417864306	0.020932127135308926
vägra	0.14379870753699675	0.035355905403459786	0.015153893312326527	0.00874439764480639	0.02086537418198242	0.01059324965303543	0.04104711361743241	0.017977530095375394	0.03669202143067689
mean	0.12051227271732994	0.0607301270603421	0.04650959823022269	0.026209352442758634	0.019585212445299167	0.014036782161764107	0.02914091994380002	0.045546995931403295	0.04528390761661499
