variable	diffmean21	diffmean32	diffmean43	rel_diffmean21	rel_diffmean32	rel_diffmean43
planera	0.03535353535353536	-0.017030415930171433	-0.009464479548681265	3.9908536585365835	-1.9224639641174606	-1.068389694419123
riskera	0.060781059218559225	-0.031338340899188924	-0.0559147537466296	-2.2960478194272347	1.1838281565201667	2.112219662907068
slippa	0.04221491228070173	-0.006657426004500255	-0.002584286382607326	1.2802795123594604	-0.2019041532512476	-0.0783753591082128
sluta	0.005482503922074833	0.017058605747656608	-0.00020747365464002243	0.24548192324662954	0.7638078159834639	-0.009289739230093437
vägra	0.1990063404121294	0.01624081434757496	0.010313801366828135	0.8822729954225464	0.07200188643669511	0.04572511814075846
null device 
          1 
