variable	community	freq	trend	sclass	cohort	value	test1	test2	test3	test4	value2	speaker	indvalue
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Mania x2	0.9692307692307692
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Kyssen	1.0
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	PurJo	0.8518518518518519
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	zoi	1.0
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9322655233157842	0	0	0	1	0.06452568161080302	LaFontaine	1.0
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9322655233157842	0	0	0	1	0.06452568161080302	fruganL	0.9880952380952381
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9322655233157842	0	0	0	1	0.06452568161080302	Lavish	0.9745762711864406
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9322655233157842	0	0	0	1	0.06452568161080302	hundpuss	1.0
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9322655233157842	0	0	0	1	0.06452568161080302	CuteElliz	0.926829268292683
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9322655233157842	0	0	0	1	0.06452568161080302	janniahlholm	1.0
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9322655233157842	0	0	0	1	0.06452568161080302	Ablan	0.75
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9322655233157842	0	0	0	1	0.06452568161080302	Rastafairy	0.9782608695652174
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9322655233157842	0	0	0	1	0.06452568161080302	pluvdo	1.0
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9322655233157842	0	0	0	1	0.06452568161080302	Mopsan	0.9357798165137615
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9322655233157842	0	0	0	1	0.06452568161080302	så mycket bättre	0.7857142857142857
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9322655233157842	0	0	0	1	0.06452568161080302	felicityporter	0.8888888888888888
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9322655233157842	0	0	0	1	0.06452568161080302	Llimen	0.8846153846153846
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9322655233157842	0	0	0	1	0.06452568161080302	swiitii	0.9736842105263158
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9322655233157842	0	0	0	1	0.06452568161080302	saltflingan	0.9568965517241379
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9322655233157842	0	0	0	1	0.06452568161080302	mirrebusan	0.9375
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9322655233157842	0	0	0	1	0.06452568161080302	BeccaStina	0.9629629629629629
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9322655233157842	0	0	0	1	0.06452568161080302	castillo	0.9215686274509803
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9322655233157842	0	0	0	1	0.06452568161080302	AAEV	0.8636363636363636
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9322655233157842	0	0	0	1	0.06452568161080302	mandelblomma	0.9795918367346939
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9322655233157842	0	0	0	1	0.06452568161080302	emme 86	1.0
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9322655233157842	0	0	0	1	0.06452568161080302	Uliise	1.0
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9322655233157842	0	0	0	1	0.06452568161080302	Fossa	0.8636363636363636
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9322655233157842	0	0	0	1	0.06452568161080302	Dohgon	1.0
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9322655233157842	0	0	0	1	0.06452568161080302	s89	0.6666666666666666
försöka	0.9511025877666667	30164.0	up	initiative	4	0.9322655233157842	0	0	0	1	0.06452568161080302	multivitaminjuice	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	1	0.6708447802197802	1	0	0	0	0.375729739010989	hymafr	0.8571428571428571
glömma	0.8589009020666666	4026.0	unclear	initiative	1	0.6708447802197802	1	0	0	0	0.375729739010989	lokisse	0.125
glömma	0.8589009020666666	4026.0	unclear	initiative	1	0.6708447802197802	1	0	0	0	0.375729739010989	mamita64	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	1	0.6708447802197802	1	0	0	0	0.375729739010989	Piri	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	1	0.6708447802197802	1	0	0	0	0.375729739010989	Cattis40	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	1	0.6708447802197802	1	0	0	0	0.375729739010989	Hedi	0.38461538461538464
glömma	0.8589009020666666	4026.0	unclear	initiative	1	0.6708447802197802	1	0	0	0	0.375729739010989	anzita	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	1	0.6708447802197802	1	0	0	0	0.375729739010989	Hillbillie	0.0
glömma	0.8589009020666666	4026.0	unclear	initiative	2	0.7239917976760082	0	1	0	0	0.31582890793417107	JAG är BÄST	0.9545454545454546
glömma	0.8589009020666666	4026.0	unclear	initiative	2	0.7239917976760082	0	1	0	0	0.31582890793417107	Butterscotch	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	2	0.7239917976760082	0	1	0	0	0.31582890793417107	allakantralla	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	2	0.7239917976760082	0	1	0	0	0.31582890793417107	Väntarochlängtar	0.0
glömma	0.8589009020666666	4026.0	unclear	initiative	2	0.7239917976760082	0	1	0	0	0.31582890793417107	TessaS	0.3333333333333333
glömma	0.8589009020666666	4026.0	unclear	initiative	2	0.7239917976760082	0	1	0	0	0.31582890793417107	Pallas	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	2	0.7239917976760082	0	1	0	0	0.31582890793417107	CeeJay	0.08333333333333333
glömma	0.8589009020666666	4026.0	unclear	initiative	2	0.7239917976760082	0	1	0	0	0.31582890793417107	Helene70	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	2	0.7239917976760082	0	1	0	0	0.31582890793417107	Dorian Ertymexx	0.631578947368421
glömma	0.8589009020666666	4026.0	unclear	initiative	2	0.7239917976760082	0	1	0	0	0.31582890793417107	Emmel	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	2	0.7239917976760082	0	1	0	0	0.31582890793417107	Tyrell	0.3333333333333333
glömma	0.8589009020666666	4026.0	unclear	initiative	2	0.7239917976760082	0	1	0	0	0.31582890793417107	Jordgubbssmak	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	2	0.7239917976760082	0	1	0	0	0.31582890793417107	Madame Mom	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	2	0.7239917976760082	0	1	0	0	0.31582890793417107	Jennie med ie	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	2	0.7239917976760082	0	1	0	0	0.31582890793417107	Livshlädje	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	2	0.7239917976760082	0	1	0	0	0.31582890793417107	Livsglädjen	0.8
glömma	0.8589009020666666	4026.0	unclear	initiative	2	0.7239917976760082	0	1	0	0	0.31582890793417107	Vitros	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	2	0.7239917976760082	0	1	0	0	0.31582890793417107	Gladhannapanna	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	2	0.7239917976760082	0	1	0	0	0.31582890793417107	guldplutt	0.42857142857142855
glömma	0.8589009020666666	4026.0	unclear	initiative	2	0.7239917976760082	0	1	0	0	0.31582890793417107	Gojtan	0.6
glömma	0.8589009020666666	4026.0	unclear	initiative	2	0.7239917976760082	0	1	0	0	0.31582890793417107	NadiaMi	0.75
glömma	0.8589009020666666	4026.0	unclear	initiative	2	0.7239917976760082	0	1	0	0	0.31582890793417107	Fama123	0.0
glömma	0.8589009020666666	4026.0	unclear	initiative	2	0.7239917976760082	0	1	0	0	0.31582890793417107	Myra	0.9090909090909091
glömma	0.8589009020666666	4026.0	unclear	initiative	2	0.7239917976760082	0	1	0	0	0.31582890793417107	Ninnis75	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	2	0.7239917976760082	0	1	0	0	0.31582890793417107	Solkattan	0.0
glömma	0.8589009020666666	4026.0	unclear	initiative	2	0.7239917976760082	0	1	0	0	0.31582890793417107	IsaN	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Pyris	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Anova	0.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Miss Cee	0.2727272727272727
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	FreeForAll	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Mikah	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Lorelei	0.8571428571428571
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	sara1981	0.5
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Daimis	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Tigra79	0.8
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Lilla JJ	0.75
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	ModestyB	0.8
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	RiNan	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Snooze	0.5
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	hannis	0.5
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	idiblon	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Skruttis1979	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Fridapida	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Flisan79	0.5
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	giftgrodan	0.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	modestyclara	0.8461538461538461
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Beckah82	0.7
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Snoffsan	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	bambigirl	0.5
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	morotsland	0.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	AW76	0.6666666666666666
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	elinville	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Kina79	0.75
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	yodi	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	WhiteAngels	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	skorpiona	0.8888888888888888
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	StaffenAssar	0.75
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Acelise	0.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Anatha	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	hejsvej	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Zezana	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Mary Wollstonecraft	0.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Gladabarnensmamma	0.5714285714285714
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Jamieolivia	0.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Tida77	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Tokfia 7	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Chaktio	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Bullan1978	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	ceropegia	0.75
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Mama Me	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	PurJo	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Kyssen	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	mariaheterjag	0.6666666666666666
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Mania x2	0.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	BrödernaBus	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Scilia	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	IsaCMoJs	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Akilla	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Alisa	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	högbergarna	0.9
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	MrsCharlotte	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Stella 78	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Lilla Morran	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	Fraggelgirl	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	zoi	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	3	0.7744945794945794	0	0	1	0	0.2628965663965665	miljarden	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	4	0.8333333333333333	0	0	0	1	0.23076923076923087	LaFontaine	0.3333333333333333
glömma	0.8589009020666666	4026.0	unclear	initiative	4	0.8333333333333333	0	0	0	1	0.23076923076923087	hundpuss	0.6666666666666666
glömma	0.8589009020666666	4026.0	unclear	initiative	4	0.8333333333333333	0	0	0	1	0.23076923076923087	Rastafairy	0.6666666666666666
glömma	0.8589009020666666	4026.0	unclear	initiative	4	0.8333333333333333	0	0	0	1	0.23076923076923087	AAEV	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	4	0.8333333333333333	0	0	0	1	0.23076923076923087	fruganL	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	4	0.8333333333333333	0	0	0	1	0.23076923076923087	janniahlholm	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	4	0.8333333333333333	0	0	0	1	0.23076923076923087	CuteElliz	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	4	0.8333333333333333	0	0	0	1	0.23076923076923087	mirrebusan	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	4	0.8333333333333333	0	0	0	1	0.23076923076923087	BeccaStina	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	4	0.8333333333333333	0	0	0	1	0.23076923076923087	Ablan	0.0
glömma	0.8589009020666666	4026.0	unclear	initiative	4	0.8333333333333333	0	0	0	1	0.23076923076923087	castillo	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	4	0.8333333333333333	0	0	0	1	0.23076923076923087	Lavish	0.5
glömma	0.8589009020666666	4026.0	unclear	initiative	4	0.8333333333333333	0	0	0	1	0.23076923076923087	Llimen	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	4	0.8333333333333333	0	0	0	1	0.23076923076923087	felicityporter	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	4	0.8333333333333333	0	0	0	1	0.23076923076923087	Mopsan	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	4	0.8333333333333333	0	0	0	1	0.23076923076923087	mandelblomma	0.75
glömma	0.8589009020666666	4026.0	unclear	initiative	4	0.8333333333333333	0	0	0	1	0.23076923076923087	så mycket bättre	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	4	0.8333333333333333	0	0	0	1	0.23076923076923087	Dohgon	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	4	0.8333333333333333	0	0	0	1	0.23076923076923087	saltflingan	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	4	0.8333333333333333	0	0	0	1	0.23076923076923087	Fossa	0.75
glömma	0.8589009020666666	4026.0	unclear	initiative	4	0.8333333333333333	0	0	0	1	0.23076923076923087	emme 86	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	4	0.8333333333333333	0	0	0	1	0.23076923076923087	Uliise	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	4	0.8333333333333333	0	0	0	1	0.23076923076923087	swiitii	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	4	0.8333333333333333	0	0	0	1	0.23076923076923087	pluvdo	0.0
glömma	0.8589009020666666	4026.0	unclear	initiative	4	0.8333333333333333	0	0	0	1	0.23076923076923087	s89	1.0
glömma	0.8589009020666666	4026.0	unclear	initiative	4	0.8333333333333333	0	0	0	1	0.23076923076923087	multivitaminjuice	1.0
komma	0.6056467489333334	86311.0	up	other	1	0.19950188274361347	1	0	0	0	0.13802026687520513	hymafr	0.2108843537414966
komma	0.6056467489333334	86311.0	up	other	1	0.19950188274361347	1	0	0	0	0.13802026687520513	lokisse	0.23404255319148937
komma	0.6056467489333334	86311.0	up	other	1	0.19950188274361347	1	0	0	0	0.13802026687520513	mamita64	0.19
komma	0.6056467489333334	86311.0	up	other	1	0.19950188274361347	1	0	0	0	0.13802026687520513	Hedi	0.46766169154228854
komma	0.6056467489333334	86311.0	up	other	1	0.19950188274361347	1	0	0	0	0.13802026687520513	anzita	0.025157232704402517
komma	0.6056467489333334	86311.0	up	other	1	0.19950188274361347	1	0	0	0	0.13802026687520513	Piri	0.0
komma	0.6056467489333334	86311.0	up	other	1	0.19950188274361347	1	0	0	0	0.13802026687520513	Hillbillie	0.03076923076923077
komma	0.6056467489333334	86311.0	up	other	1	0.19950188274361347	1	0	0	0	0.13802026687520513	Cattis40	0.4375
komma	0.6056467489333334	86311.0	up	other	2	0.519853272685606	0	1	0	0	0.36163629707540446	Solkattan	0.9411764705882353
komma	0.6056467489333334	86311.0	up	other	2	0.519853272685606	0	1	0	0	0.36163629707540446	Jennie med ie	0.05042016806722689
komma	0.6056467489333334	86311.0	up	other	2	0.519853272685606	0	1	0	0	0.36163629707540446	JAG är BÄST	0.20521172638436483
komma	0.6056467489333334	86311.0	up	other	2	0.519853272685606	0	1	0	0	0.36163629707540446	Gladhannapanna	0.012295081967213115
komma	0.6056467489333334	86311.0	up	other	2	0.519853272685606	0	1	0	0	0.36163629707540446	Emmel	0.7127659574468085
komma	0.6056467489333334	86311.0	up	other	2	0.519853272685606	0	1	0	0	0.36163629707540446	Pallas	0.8796680497925311
komma	0.6056467489333334	86311.0	up	other	2	0.519853272685606	0	1	0	0	0.36163629707540446	CeeJay	0.7093596059113301
komma	0.6056467489333334	86311.0	up	other	2	0.519853272685606	0	1	0	0	0.36163629707540446	Myra	0.02564102564102564
komma	0.6056467489333334	86311.0	up	other	2	0.519853272685606	0	1	0	0	0.36163629707540446	Väntarochlängtar	0.11428571428571428
komma	0.6056467489333334	86311.0	up	other	2	0.519853272685606	0	1	0	0	0.36163629707540446	Butterscotch	0.0935672514619883
komma	0.6056467489333334	86311.0	up	other	2	0.519853272685606	0	1	0	0	0.36163629707540446	Dorian Ertymexx	0.6921373200442967
komma	0.6056467489333334	86311.0	up	other	2	0.519853272685606	0	1	0	0	0.36163629707540446	allakantralla	0.7876712328767124
komma	0.6056467489333334	86311.0	up	other	2	0.519853272685606	0	1	0	0	0.36163629707540446	Helene70	0.4177215189873418
komma	0.6056467489333334	86311.0	up	other	2	0.519853272685606	0	1	0	0	0.36163629707540446	Livshlädje	0.9761904761904762
komma	0.6056467489333334	86311.0	up	other	2	0.519853272685606	0	1	0	0	0.36163629707540446	Jordgubbssmak	0.9876543209876543
komma	0.6056467489333334	86311.0	up	other	2	0.519853272685606	0	1	0	0	0.36163629707540446	Madame Mom	0.9333333333333333
komma	0.6056467489333334	86311.0	up	other	2	0.519853272685606	0	1	0	0	0.36163629707540446	TessaS	0.6165413533834586
komma	0.6056467489333334	86311.0	up	other	2	0.519853272685606	0	1	0	0	0.36163629707540446	Fama123	0.041666666666666664
komma	0.6056467489333334	86311.0	up	other	2	0.519853272685606	0	1	0	0	0.36163629707540446	Gojtan	0.9907407407407407
komma	0.6056467489333334	86311.0	up	other	2	0.519853272685606	0	1	0	0	0.36163629707540446	Tyrell	0.4816753926701571
komma	0.6056467489333334	86311.0	up	other	2	0.519853272685606	0	1	0	0	0.36163629707540446	guldplutt	0.024054982817869417
komma	0.6056467489333334	86311.0	up	other	2	0.519853272685606	0	1	0	0	0.36163629707540446	NadiaMi	0.013285024154589372
komma	0.6056467489333334	86311.0	up	other	2	0.519853272685606	0	1	0	0	0.36163629707540446	Livsglädjen	0.05714285714285714
komma	0.6056467489333334	86311.0	up	other	2	0.519853272685606	0	1	0	0	0.36163629707540446	Vitros	0.9782608695652174
komma	0.6056467489333334	86311.0	up	other	2	0.519853272685606	0	1	0	0	0.36163629707540446	Ninnis75	0.9487179487179487
komma	0.6056467489333334	86311.0	up	other	2	0.519853272685606	0	1	0	0	0.36163629707540446	IsaN	0.825
komma	0.6056467489333334	86311.0	up	other	3	0.5517811550093079	0	0	1	0	0.29558930458392824	yodi	0.39473684210526316
komma	0.6056467489333334	86311.0	up	other	3	0.5517811550093079	0	0	1	0	0.29558930458392824	elinville	0.7821782178217822
komma	0.6056467489333334	86311.0	up	other	3	0.5517811550093079	0	0	1	0	0.29558930458392824	Miss Cee	0.08648648648648649
komma	0.6056467489333334	86311.0	up	other	3	0.5517811550093079	0	0	1	0	0.29558930458392824	Fridapida	0.5789473684210527
komma	0.6056467489333334	86311.0	up	other	3	0.5517811550093079	0	0	1	0	0.29558930458392824	StaffenAssar	0.19148936170212766
komma	0.6056467489333334	86311.0	up	other	3	0.5517811550093079	0	0	1	0	0.29558930458392824	RiNan	0.7238805970149254
komma	0.6056467489333334	86311.0	up	other	3	0.5517811550093079	0	0	1	0	0.29558930458392824	Gladabarnensmamma	0.9444444444444444
komma	0.6056467489333334	86311.0	up	other	3	0.5517811550093079	0	0	1	0	0.29558930458392824	sara1981	0.4375
komma	0.6056467489333334	86311.0	up	other	3	0.5517811550093079	0	0	1	0	0.29558930458392824	modestyclara	0.7345679012345679
komma	0.6056467489333334	86311.0	up	other	3	0.5517811550093079	0	0	1	0	0.29558930458392824	Tigra79	0.773109243697479
komma	0.6056467489333334	86311.0	up	other	3	0.5517811550093079	0	0	1	0	0.29558930458392824	bambigirl	0.9626168224299065
komma	0.6056467489333334	86311.0	up	other	3	0.5517811550093079	0	0	1	0	0.29558930458392824	giftgrodan	0.15555555555555556
komma	0.6056467489333334	86311.0	up	other	3	0.5517811550093079	0	0	1	0	0.29558930458392824	Daimis	0.8333333333333334
komma	0.6056467489333334	86311.0	up	other	3	0.5517811550093079	0	0	1	0	0.29558930458392824	Beckah82	0.7377049180327869
komma	0.6056467489333334	86311.0	up	other	3	0.5517811550093079	0	0	1	0	0.29558930458392824	FreeForAll	0.920863309352518
komma	0.6056467489333334	86311.0	up	other	3	0.5517811550093079	0	0	1	0	0.29558930458392824	Anova	0.5546875
komma	0.6056467489333334	86311.0	up	other	3	0.5517811550093079	0	0	1	0	0.29558930458392824	Fraggelgirl	0.8207547169811321
komma	0.6056467489333334	86311.0	up	other	3	0.5517811550093079	0	0	1	0	0.29558930458392824	Mama Me	0.0
komma	0.6056467489333334	86311.0	up	other	3	0.5517811550093079	0	0	1	0	0.29558930458392824	hannis	0.5
komma	0.6056467489333334	86311.0	up	other	3	0.5517811550093079	0	0	1	0	0.29558930458392824	Zezana	0.8679245283018868
komma	0.6056467489333334	86311.0	up	other	3	0.5517811550093079	0	0	1	0	0.29558930458392824	Anatha	0.6511627906976745
komma	0.6056467489333334	86311.0	up	other	3	0.5517811550093079	0	0	1	0	0.29558930458392824	Stella 78	0.9906542056074766
komma	0.6056467489333334	86311.0	up	other	3	0.5517811550093079	0	0	1	0	0.29558930458392824	Lorelei	0.4578313253012048
komma	0.6056467489333334	86311.0	up	other	3	0.5517811550093079	0	0	1	0	0.29558930458392824	idiblon	0.33070866141732286
komma	0.6056467489333334	86311.0	up	other	3	0.5517811550093079	0	0	1	0	0.29558930458392824	Flisan79	0.9473684210526315
komma	0.6056467489333334	86311.0	up	other	3	0.5517811550093079	0	0	1	0	0.29558930458392824	Lilla Morran	0.6106194690265486
komma	0.6056467489333334	86311.0	up	other	3	0.5517811550093079	0	0	1	0	0.29558930458392824	MrsCharlotte	0.9282700421940928
komma	0.6056467489333334	86311.0	up	other	3	0.5517811550093079	0	0	1	0	0.29558930458392824	Akilla	0.925
komma	0.6056467489333334	86311.0	up	other	3	0.5517811550093079	0	0	1	0	0.29558930458392824	skorpiona	0.9329896907216495
komma	0.6056467489333334	86311.0	up	other	3	0.5517811550093079	0	0	1	0	0.29558930458392824	högbergarna	0.9657534246575342
komma	0.6056467489333334	86311.0	up	other	3	0.5517811550093079	0	0	1	0	0.29558930458392824	Snooze	0.5357142857142857
komma	0.6056467489333334	86311.0	up	other	3	0.5517811550093079	0	0	1	0	0.29558930458392824	Jamieolivia	0.0
