variablevariable	cohort1	cohort2	cohort3	cohort4	cohort5	cohort6	cohort7	cohort8	mean
fortsätta	0.004166944499932768	0.08846196970422404	0.03658540470266025	0.037019627030721036	0.043388908105122304	0.009189601853165308	0.053347749145589374	0.011879305059738776	0.03550493876264423
försöka	0.06413412862757473	0.030745453333389183	0.02713358573141411	0.013001295346966368	0.008281222019448475	0.004145189870664923	0.019192519660779617	0.0013256636883772766	0.020994882284826835
glömma	0.0920827657956671	0.03697423477128292	0.020993675650632815	0.0149933821126631	0.029204761281364844	0.009487835329629046	0.02088903165328182	0.036710828400258744	0.03266706437434755
komma	0.061153799274613396	0.02599497579778265	0.013382960940892363	0.030315648193094902	0.00016528438848961713	0.0005376554408296208	0.031103361571699906	0.004507042029073927	0.020895090954559548
planera	0.022132894743134512	0.010531992112162561	0.03264219575989165	0.01921460861791096	0.022367580746924742	0.0007446976463571647	0.016388004603847622	0.034771413363900494	0.019849173449266212
riskera	0.032918824745490016	0.07654416206046333	0.08725315905051925	0.02505414628058565	0.03335642421316799	0.02902124111465431	0.02314681989162788	0.011995952490044919	0.039911341230819165
slippa	0.025595009796356427	0.017813028458849356	0.0053988462405447635	0.0029363352384453867	0.000639273399079543	0.011654791272799114	0.0035087285311307115	0.010899762723489137	0.009805721957586805
sluta	0.0064145600827765215	0.019805363211617744	0.018009727097892392	0.0014491482076459672	0.015088764376046226	0.00951454797954332	0.0066146471939665386	0.008431893204673746	0.010666081419270307
vägra	0.1991139758213304	0.036839960530755	0.09686919763487756	0.05315567194553539	0.019634113921619623	0.035172971828986266	0.05380987378531754	0.07413907219460303	0.0710918547078781
behaga	0.11922434801560522	0.3036115744856078	0.027284132463896604	0.11783773407032638	0.1564646969973965	0.0831243813999073	0.008272803798830441	0.2182469514682156	0.12925832783747324
lova	0.19328493626547727	0.011583870397388493	0.09690291474055751	0.09880800770142238	0.03111907632728554	0.023634304881595722	0.02989550687116173	0.11837839587009039	0.07545087663187239
mean	0.07456565342435985	0.05990059862395665	0.04204143636488902	0.037616873158665236	0.03270091870690413	0.019657019874375646	0.024197186064293927	0.04829875277204237	0.042372304873685866
