period	username	age	agebin	total	v1abs	v2abs	v1rel	v2rel
2009	inga76	32		21.0	21.0	0.0	1.0	0.0
2009	Sally	35		20.0	20.0	0.0	1.0	0.0
2009	Smulan1973	35		28.0	28.0	0.0	1.0	0.0
2009	Jennie med ie	33		312.0	312.0	0.0	1.0	0.0
2009	Gothica	34		22.0	3.0	19.0	0.13636363636363635	0.8636363636363636
2009	2 små prinsessor	22		24.0	24.0	0.0	1.0	0.0
2009	Emeli	55		104.0	104.0	0.0	1.0	0.0
2009	JAG är BÄST	36		217.0	210.0	7.0	0.967741935483871	0.03225806451612903
2009	Helle68	40		28.0	28.0	0.0	1.0	0.0
2009	Camarogirl	38		58.0	58.0	0.0	1.0	0.0
2009	Mara	35		21.0	5.0	16.0	0.23809523809523808	0.7619047619047619
2009	Jola	32		21.0	21.0	0.0	1.0	0.0
2009	P A K	36		33.0	33.0	0.0	1.0	0.0
2009	Tjillevippen	28		92.0	92.0	0.0	1.0	0.0
2009	UmeåElin	27		22.0	21.0	1.0	0.9545454545454546	0.045454545454545456
2009	annajo	31		39.0	39.0	0.0	1.0	0.0
2009	Diwa	35		43.0	43.0	0.0	1.0	0.0
2009	Kajsala	48		22.0	22.0	0.0	1.0	0.0
2009	janniahlholm	18		172.0	169.0	3.0	0.9825581395348837	0.01744186046511628
2009	Kina79	29		61.0	61.0	0.0	1.0	0.0
2009	tessise	28		15.0	15.0	0.0	1.0	0.0
2009	Engelvinge	31		13.0	13.0	0.0	1.0	0.0
2009	Lavish	23		248.0	247.0	1.0	0.9959677419354839	0.004032258064516129
2009	junimagi	27		41.0	41.0	0.0	1.0	0.0
2009	regnbågspappan	20		89.0	89.0	0.0	1.0	0.0
2009	hymafr	44		97.0	97.0	0.0	1.0	0.0
2009	Nickos	21		35.0	35.0	0.0	1.0	0.0
2009	Pochahontas	35		36.0	36.0	0.0	1.0	0.0
2009	morotsland	28		147.0	147.0	0.0	1.0	0.0
2009	idiblon	27		207.0	204.0	3.0	0.9855072463768116	0.014492753623188406
2009	Lena	29		70.0	70.0	0.0	1.0	0.0
2009	Jamieolivia	26		33.0	33.0	0.0	1.0	0.0
