variablevariable	cohort1	cohort2	cohort3	cohort4	cohort5	cohort6	cohort7	cohort8	cohort9	cohort10	cohort11	cohort12	cohort13	cohort14	cohort15	cohort16	mean
fortsätta	0.13556998174873333	0.41242270430672595	0.04273480382696908	0.4566374891442721	0.2711910680092612	0.06118180060511606	0.015262755795171985	0.000782127713722701	0.0043985956933251975	0.11657378433011518	0.10530138401813027	0.027328477544238648	0.026884748157988376	0.027081944976476084	0.03832399241940085	0.4026773913948865	0.13402206560528332
försöka	0.21212136868087342	0.008116101729014438	0.34074616141931585	0.15771786917953812	0.21874690837831445	0.1582224666334637	0.14082738981797005	0.08918249144164911	0.009477242385077465	0.037409680647682214	0.01830091331940699	0.0014709697721892916	0.05670001269902532	0.10839539776412417	0.053229811938978466	0.2110167372389434	0.1138550951903479
glömma	0.16032314172915912	0.5361070883806227	0.04357041834587576	0.1024772259399771	0.04714567605282134	0.11070401012437472	0.03551035853614909	0.02973878749862147	0.07624199420671535	0.0007440772534229973	0.008295860915468507	0.05923674622605235	0.023134356235739638	0.04145751802635734	0.010981263102973293	0.1609626540044882	0.0904144485361762
komma	0.012482609073920771	0.034299197308710345	0.0008829754419118872	0.1762761915654825	0.16337037417957131	0.05085764217904127	0.03250670927298062	0.1289493203902884	0.07405816117154432	0.054138328825399706	0.001204464542909049	0.048979567603691807	0.07680477682498701	0.157629818294654	0.14614679236874842	0.17395892729343887	0.08328411602108002
planera	0.09305678254937325	0.2016790531542543	0.1176567495636106	0.13138581326503707	0.0014461243809346426	0.1159392977402856	0.11495356544149678	0.10740172547594715	0.147337429654658	0.014525166999510215	0.013542507054940357	0.006441109118749955	0.007934228482844976	0.07490782483706117	0.03807333262382347	0.15967330493136356	0.08412212595461818
riskera	0.18896318075590388	0.2705183417041505	0.08524675230771002	0.23453286839029303	0.7743240131678619	0.09457711006805246	0.29803979990271745	0.11277886396540457	0.10856846824310543	0.04529111577711933	0.06344138218846573	0.09734438137439289	0.06672002027638801	0.11622953324883051	0.06938513037426618	0.21696604969269553	0.17768293821483486
slippa	0.07366053817578327	0.09642234639128301	0.16519179345023902	0.13190323162426576	0.1376626152922926	0.05430839862421527	0.05439432525080466	0.022549337022624745	0.01084511373218156	0.013655411178436966	0.012443677849436192	0.005871529908051149	0.03990779483365489	0.06704191962651822	0.06717015575900322	0.19783966741931847	0.07192924100863182
sluta	0.11306397515463694	0.01657097668667244	0.17237303924857275	0.08719772690596624	0.020515104101618675	0.06519870732692287	0.06552377588716937	0.03713940470879198	0.04395788069403691	0.07411803956111432	0.0012752152201703705	0.010089697472758176	0.00040146539933719904	0.060356590101686765	0.009931969326688135	0.037732740696591584	0.050965394280795925
vägra	0.3518347605737962	0.5913923333718206	0.03331137318753794	0.14022908020482433	0.11353528863679027	0.06241272207407272	0.0869291300152399	0.022300739520964504	0.0035571577231235042	0.035414999356691984	0.027118958042919795	0.07710833852938974	0.08863187033565012	0.14228281021927383	0.10978184745607857	0.07517628555405104	0.12256360592513907
mean	0.14900848204913114	0.24083646033702827	0.11130156297686034	0.1798174995799618	0.19421524135549628	0.08593357281950495	0.09377197887996666	0.06120253308200162	0.05316022705597419	0.043541178214388104	0.0278804847946497	0.03709675750550156	0.04301325258284618	0.08837592856610911	0.06033603281888452	0.1817781953584197	0.10320433674854526
