variablevariable	cohort1	cohort2	cohort3	cohort4	cohort5	cohort6	cohort7	cohort8	mean
fortsätta	0.23675770455169923	0.34884332768478515	0.04758528738399429	0.010320540710039476	0.07631504794368953	0.05279751121084166	0.013064566629337799	0.12833803402242433	0.11425275251710143
försöka	0.16184338623906272	0.26162056556799396	0.2052764075200533	0.12579216112430405	0.029819766735215046	0.007591615085907105	0.08881410394413321	0.10133730141615678	0.12276191345410327
glömma	0.37425116078469883	0.088092981661104	0.0689209396824044	0.03828704471462285	0.03373489511622621	0.02911779582814399	0.01009747633504399	0.03797769404888713	0.08505999852139143
komma	0.02196471980196746	0.14148920523506064	0.08507073907009133	0.10646257444069321	0.015379366698832185	0.0027277670615195614	0.09623911931922371	0.04072537803456836	0.06375735870774456
planera	0.022528784018901397	0.026261650684643055	0.11124180146167789	0.017549009524203973	0.07081128945097823	0.008969631173782508	0.03759047849295874	0.07659621424970393	0.04644360738210621
riskera	0.08269205391159336	0.06090937970775833	0.2590158152459965	0.0916069239681346	0.08224602126990802	0.088060622884206	0.10425933712788862	0.11792146736687376	0.1108389526852949
slippa	0.12088838472470151	0.15513167314813717	0.09213648682817749	0.03950318891894414	0.012353368752669618	0.0065194394552703285	0.061754302665599704	0.09445405305546639	0.0728426121936208
sluta	0.11867572121614042	0.1416130567126117	0.042699887832555676	0.05750697994245709	0.07506978004081141	0.0027664991279678953	0.009038822208589523	0.0032044891291886377	0.0563219045262903
vägra	0.5033885825206932	0.07982958597169923	0.08550181914417275	0.02758200855845424	0.01854210430567392	0.039514836668888914	0.10944605189188171	0.09537841180665717	0.11989792510851514
mean	0.182554499752162	0.1448657140415326	0.11082768712990262	0.05717893687798373	0.04603018225711158	0.02645174649961422	0.05892269540162856	0.07732589368110294	0.08801966945512979
