variablevariable	cohort1	cohort2	cohort3	cohort4	cohort5	cohort6	cohort7	cohort8	mean
fortsätta	0.5245430822188478	0.21328654636971206	0.2776939177634309	0.006839753305308949	0.10554143451731857	0.05849282397908484	0.04781378819711224	0.1526182164327553	0.1733536953479463
försöka	0.2735750177791153	0.15622977296114693	0.15698372791536253	0.14978358942109904	0.0901770903393525	0.025955778712075106	0.030968375765570544	0.07787333473469993	0.12019333595355274
glömma	0.312324786594804	0.1667201057873562	0.18682055318503688	0.13828437405135396	0.07118353589248572	0.12268165308069301	0.06970932947327169	0.061761458910809974	0.14118572462197643
komma	0.8704001070520541	0.777197453991164	0.6537584885507792	0.29259126026378524	0.2268933273217173	0.08250877221461317	0.07526964308199724	0.17285948924541872	0.3939348177151912
planera	0.25	0.027777777777777776	0.0	0.10376930290590348	0.08678838810702347	0.07184399498752228	0.05404018058754717	0.0794552087485199	0.08420935663928675
riskera	0.5	0.0625	0.019073278447077194	0.026761861252373238	0.021699905845083106	0.06319179097265748	0.1267701422656454	0.06284222789447294	0.11035490083466366
slippa	0.23696665468073475	0.14256716417922566	0.1490135383393707	0.11993434262244207	0.06470760814519283	0.0471891751826361	0.01966308185058696	0.026504941599281295	0.1008183133249338
sluta	0.1981837661907132	0.1368908958250662	0.03685237136597763	0.08543809873535779	0.05380064250009564	0.04821034406769342	0.04310363561887476	0.012206513959003629	0.07683578353284778
vägra	0.2516558874039311	0.00932613173792951	0.07236513190977156	0.06084911507536339	0.04521803042622319	0.004568331975640771	0.08850133306986496	0.04712117060400778	0.07245064152534153
mean	0.3797388113244667	0.18805509429215317	0.17250677860853406	0.10936129973699857	0.08511221812161025	0.058293629463624014	0.06175994554560788	0.07702695134766327	0.1414818410550822
