variable	community	freq	trend	sclass	cohort	value	value2	sag	so	freqlog	comcat	speaker	indvalue	yob	speaker2
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	liquorice	1.0	1971	dummy_coded_other
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Väntarochlängtar	0.0	1971	Väntarochlängtar
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	musli	0.8571428571428571	1972	musli
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Trisses2	0.0	1972	Trisses2
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Bellevue	1.0	1968	Bellevue
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Killarnas morsa	0.16666666666666666	1972	Killarnas morsa
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	pågmamman	0.4	1972	pågmamman
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Zizzla	1.0	1968	Zizzla
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Gladhannapanna	0.375	1972	Gladhannapanna
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	augustibruden	0.0	1972	augustibruden
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Iorlover	0.5	1969	Iorlover
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	annacarin	0.0	1972	dummy_coded_other
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	MymlanMy	0.125	1968	MymlanMy
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	La musica	1.0	1972	La musica
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Aaglars	0.3333333333333333	1971	Aaglars
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Liveit1971	1.0	1972	Liveit1971
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Hercule	1.0	1971	Hercule
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Lallamen	1.0	1971	Lallamen
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Malena C	0.6666666666666666	1969	Malena C
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Maskot	0.0	1971	Maskot
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Hammare	0.5	1971	Hammare
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	guldplutt	0.15789473684210525	1971	guldplutt
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	peka	1.0	1972	peka
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Cloudy	1.0	1971	Cloudy
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Godiva	0.0	1971	Godiva
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Helene70	0.14285714285714285	1971	Helene70
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	PetraMunchen	0.6666666666666666	1972	PetraMunchen
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	cherrypie	1.0	1972	cherrypie
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	bripoint	0.0	1968	bripoint
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Naomi	0.0	1972	dummy_coded_other
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	bitte67	0.0	1968	bitte67
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Dudden	1.0	1969	Dudden
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Chilisen	0.0	1969	Chilisen
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	nick name	0.0	1969	nick name
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Mijjo	1.0	1971	Mijjo
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Pinje	1.0	1972	Pinje
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	tillit71	1.0	1972	tillit71
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Bondfia	0.5	1972	Bondfia
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Anna i Hult	1.0	1971	Anna i Hult
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Zimzalabim	0.0	1969	Zimzalabim
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	MME	0.0	1969	MME
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	MamaPapa	1.0	1972	MamaPapa
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	emma71	1.0	1971	emma71
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Lille Skrutt	1.0	1971	Lille Skrutt
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	mirre67	0.3333333333333333	1968	mirre67
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Fembarnsmorsan	1.0	1972	Fembarnsmorsan
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	vallakra	0.0	1972	vallakra
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	kjempejente	0.0	1972	kjempejente
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Mavios	0.5	1971	Mavios
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	mian71	0.5	1972	mian71
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Linha	0.5	1972	Linha
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	liba71	1.0	1972	liba71
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Mondino	1.0	1968	Mondino
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Parvel	1.0	1969	Parvel
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Jossebell	0.0	1969	Jossebell
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Fru Anna	1.0	1972	Fru Anna
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Mammelutten	1.0	1972	Mammelutten
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	evita	1.0	1971	evita
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Zorn	0.5	1971	Zorn
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	brinkly	1.0	1972	brinkly
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	icaS	0.0	1969	icaS
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Kleopatra II	1.0	1971	Kleopatra II
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Jordgubbssmak	1.0	1968	Jordgubbssmak
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	längtan67	1.0	1968	längtan67
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	myran6801	0.0	1971	myran6801
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	kamelia	0.5	1972	kamelia
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	C rex	0.6666666666666666	1968	C rex
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Elijza	1.0	1971	Elijza
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	katalina	0.0	1971	katalina
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Krutgumman	1.0	1971	Krutgumman
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	jemast	1.0	1971	jemast
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Bowmore	0.0	1971	Bowmore
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	So nice	0.0	1971	So nice
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Fiabus	0.0	1968	Fiabus
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Hemera	1.0	1971	Hemera
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Doktorn	0.0	1972	Doktorn
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Inanna Li	1.0	1969	Inanna Li
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Lillegrill	1.0	1971	Lillegrill
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	Stor längtan	0.6666666666666666	1969	Stor längtan
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	mammawannabe	0.7777777777777778	1969	mammawannabe
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.5593593405098912	0.4060234206600662	var	var	3	1	moans	0.0	1972	moans
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Jennie med ie	0.9130434782608695	1976	Jennie med ie
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	wilma123	1.0	1975	wilma123
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Sally	1.0	1974	Sally
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Butterscotch	0.45	1975	Butterscotch
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	SaraSara	0.3333333333333333	1976	SaraSara
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	CeeJay	0.2727272727272727	1973	CeeJay
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Farth Vader	0.6666666666666666	1974	Farth Vader
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Joje	0.3793103448275862	1975	Joje
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	fenja	0.7142857142857143	1973	fenja
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Gustie	0.0	1973	Gustie
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Fe73	1.0	1974	Fe73
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	car	0.4444444444444444	1975	car
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Pallas	1.0	1974	Pallas
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	KickanAnnika	0.4	1975	KickanAnnika
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Labbematte	1.0	1975	Labbematte
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Torparn	0.0	1975	Torparn
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Love74	0.75	1975	Love74
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Sockerpinglan	1.0	1973	Sockerpinglan
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Sigrid	1.0	1975	Sigrid
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	MariaX m 2	0.5	1974	MariaX m 2
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Dorian Ertymexx	0.38095238095238093	1973	Dorian Ertymexx
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Valente	1.0	1973	Valente
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Gojtan	0.8666666666666667	1976	Gojtan
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	TheCoopers	0.8333333333333334	1976	TheCoopers
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	JAG är BÄST	0.8333333333333334	1973	JAG är BÄST
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	allakantralla	0.8181818181818182	1976	allakantralla
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Kyanita	0.7142857142857143	1974	Kyanita
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	MissGoodie	0.0	1976	MissGoodie
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Sashimi	0.0	1976	Sashimi
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	delifi2	1.0	1975	delifi2
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Mara	0.3333333333333333	1974	Mara
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	TessaS	0.9	1974	TessaS
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Amulett	0.5384615384615384	1976	Amulett
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Aniko	0.5	1976	Aniko
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Pippiputti	0.5	1974	Pippiputti
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Tessa606	1.0	1973	Tessa606
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Emmel	0.4166666666666667	1973	Emmel
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Madame Mom	0.3333333333333333	1974	Madame Mom
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Tyrell	0.7	1973	Tyrell
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	TanjaS	1.0	1973	TanjaS
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Impertiff	0.6190476190476191	1974	Impertiff
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	ajmaj	1.0	1975	ajmaj
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	BeanGirl	0.0	1976	BeanGirl
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Heureka	0.4117647058823529	1975	Heureka
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	mandolin76	1.0	1975	mandolin76
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Petter 72	0.0	1973	Petter 72
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Rae	0.5	1975	Rae
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	tempo21	1.0	1974	tempo21
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	ingra	1.0	1975	ingra
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	BTD	1.0	1976	BTD
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	BasseKatt	0.0	1975	BasseKatt
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	tan73	0.2857142857142857	1974	tan73
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Trissvinnaren	0.5	1974	Trissvinnaren
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Ayla sthlm	0.8	1976	Ayla sthlm
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Terrus	1.0	1973	Terrus
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	pojkens	1.0	1975	pojkens
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	vanilla	1.0	1973	vanilla
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Numminen	1.0	1976	Numminen
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Livshlädje	1.0	1974	Livshlädje
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	spån Mona	0.0	1973	spån Mona
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Betty Boop	0.0	1974	Betty Boop
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5893970973809499	0.37236588527780157	var	var	3	1	Livsglädjen	0.375	1973	Livsglädjen
