variable	community	freq	trend	sclass	cohort	value	value2	sag	so	freqlog	comcat	speaker	indvalue	yob	speaker2
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Kallemero79	1.0	1980	Kallemero79
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Monna	0.9473684210526315	1980	Monna
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Nina 77	1.0	1978	Nina 77
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	ellinormaria	1.0	1978	ellinormaria
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	lia79	0.8	1980	lia79
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	mammamina	0.6666666666666666	1980	mammamina
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	nabben	1.0	1978	nabben
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	lillan77	1.0	1977	lillan77
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	karin h	1.0	1978	karin h
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Obzi	1.0	1977	Obzi
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	lillabebben	1.0	1980	lillabebben
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Majamjau	1.0	1979	Majamjau
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Anubisa	0.8787878787878788	1979	Anubisa
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	DestinationX	0.8571428571428571	1978	DestinationX
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	MyDignity	1.0	1980	MyDignity
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	jojjo78	0.5	1979	jojjo78
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	skjuter illa	1.0	1977	skjuter illa
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	ÄlskadeGryn	0.75	1979	ÄlskadeGryn
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	augustikatten	0.7777777777777778	1979	augustikatten
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	HH78	1.0	1978	HH78
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Jennaz	1.0	1980	Jennaz
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	JennySpindel	1.0	1979	JennySpindel
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	tessan27	0.8333333333333334	1978	tessan27
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	MangaGirl	1.0	1978	MangaGirl
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	MalinV	1.0	1977	MalinV
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Nokkan	0.8	1977	Nokkan
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Älskade vovvsing	0.75	1977	Älskade vovvsing
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	krost	1.0	1977	krost
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Bohuslän	0.5	1977	Bohuslän
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Sjuan	0.9666666666666667	1977	Sjuan
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	bakabakalitenkaka	1.0	1979	bakabakalitenkaka
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Louise 77	1.0	1978	Louise 77
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	NiWa	1.0	1978	NiWa
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	ango07	0.75	1978	ango07
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Liba	0.3333333333333333	1977	Liba
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Maja Gräddnos	1.0	1979	Maja Gräddnos
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Millakilla	1.0	1980	Millakilla
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	sommar 77	0.9166666666666666	1978	sommar 77
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	MissAdelaide	0.7142857142857143	1978	MissAdelaide
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	sydney	0.9230769230769231	1978	sydney
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Verea	1.0	1980	Verea
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Trebarns far	1.0	1978	Trebarns far
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	foodji	1.0	1977	foodji
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Masarin	1.0	1979	Masarin
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	kicki08	0.9620253164556962	1978	kicki08
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	goding6666	1.0	1979	goding6666
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Ulrisa	1.0	1980	Ulrisa
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Skrutten00	0.5	1978	Skrutten00
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	79a	1.0	1980	79a
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Trolletroll	1.0	1978	Trolletroll
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	erimother	1.0	1977	erimother
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Sparvöga	0.9285714285714286	1980	Sparvöga
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	syntharen	1.0	1980	syntharen
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Esska	1.0	1977	Esska
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Le petite moi	0.8636363636363636	1979	Le petite moi
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Komänglar	1.0	1977	Komänglar
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Lilla Fjun	0.9705882352941176	1978	Lilla Fjun
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Duddes mamma	1.0	1978	Duddes mamma
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Mrskut	1.0	1977	Mrskut
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	snutte	1.0	1980	snutte
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	calnaneas	1.0	1980	calnaneas
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	abinito	0.9230769230769231	1978	abinito
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Olivia3mars	1.0	1979	Olivia3mars
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	snartliverhorn	1.0	1979	snartliverhorn
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	FamMel	1.0	1980	FamMel
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	aurora1827	1.0	1978	aurora1827
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	icecreamlover	1.0	1980	icecreamlover
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	MollyMax	1.0	1977	MollyMax
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Nellabus	1.0	1978	Nellabus
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	tokmonkan	1.0	1980	tokmonkan
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Strawberry3	1.0	1979	Strawberry3
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Alexe	1.0	1977	Alexe
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	snorkan	0.8571428571428571	1980	snorkan
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Smillasmatte	1.0	1977	Smillasmatte
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	jelp77	1.0	1978	jelp77
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	marialintott	1.0	1979	marialintott
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Skruttensmamma	1.0	1978	Skruttensmamma
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Mandolin	1.0	1978	Mandolin
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Dudda	0.2	1978	Dudda
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Bellenellen09	0.875	1977	Bellenellen09
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Blomman76	1.0	1977	Blomman76
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Cerulean	1.0	1980	Cerulean
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	carola78	1.0	1979	carola78
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	wify	1.0	1977	wify
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	mariamitsu	1.0	1978	mariamitsu
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	sarap1978	0.75	1979	sarap1978
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	lillblobb	1.0	1979	lillblobb
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Aimy	1.0	1978	Aimy
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Vaddårå	1.0	1979	Vaddårå
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Mammisen	1.0	1979	Mammisen
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	oxen	1.0	1978	oxen
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Amme79	0.8571428571428571	1980	Amme79
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Lilla C	1.0	1979	Lilla C
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Emo08	0.8	1980	Emo08
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Syster C	1.0	1980	Syster C
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	mii76	0.5	1977	mii76
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Nygge	1.0	1978	Nygge
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	chazbo	1.0	1979	chazbo
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Starlight78	1.0	1979	Starlight78
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Ida83	1.0	1979	Ida83
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Vanilla78	1.0	1979	Vanilla78
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	luckyme	0.16666666666666666	1979	luckyme
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	norrlandsflicka	1.0	1980	norrlandsflicka
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Ävlan	1.0	1980	Ävlan
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	ananasen01	0.9811320754716981	1979	ananasen01
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Anna79	1.0	1980	Anna79
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	lo800	1.0	1978	lo800
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Snooz	1.0	1978	Snooz
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Lady Maria	1.0	1977	Lady Maria
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Jenny76	1.0	1977	dummy_coded_other
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	litenlind	1.0	1980	litenlind
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Loppan77	1.0	1978	Loppan77
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Karin och Pyret	1.0	1980	Karin och Pyret
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	tre ska bli fyra	1.0	1979	tre ska bli fyra
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Smulu	1.0	1979	Smulu
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Pappa2006	1.0	1979	Pappa2006
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Juppepuppe	1.0	1980	Juppepuppe
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Badabing	1.0	1979	Badabing
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	linda b a	1.0	1978	linda b a
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Nallen	0.5	1980	Nallen
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Ellas och Alvins mamma	1.0	1978	Ellas och Alvins mamma
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Hottentotten	1.0	1979	Hottentotten
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Ahdela	1.0	1979	Ahdela
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	dec06	1.0	1978	dec06
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	takida	1.0	1980	takida
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	supermamman2	1.0	1979	supermamman2
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	TheOnlyOne	1.0	1979	TheOnlyOne
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Karla79	1.0	1980	Karla79
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Karriärmamman	1.0	1977	Karriärmamman
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Lilla JJ	0.8444444444444444	1978	Lilla JJ
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Saramalia	1.0	1978	Saramalia
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	norskan78	1.0	1979	norskan78
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Sofi 79	1.0	1980	Sofi 79
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	shioo	0.75	1978	shioo
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Edzy	1.0	1980	Edzy
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Carbon	0.3333333333333333	1980	Carbon
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	skrotis78	0.5	1979	skrotis78
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	JosJos	1.0	1979	JosJos
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	fru smurf	0.9545454545454546	1979	fru smurf
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	trebarnsmamma79	1.0	1980	trebarnsmamma79
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Purelyplatonic	0.6	1980	Purelyplatonic
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Pillan81	1.0	1979	Pillan81
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	VBK	1.0	1979	VBK
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Tuntalisa	1.0	1977	Tuntalisa
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	lilla mej	1.0	1978	lilla mej
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	downismor	1.0	1979	downismor
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Vidarchefar	1.0	1980	Vidarchefar
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Saga 79	1.0	1980	Saga 79
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	mellerud	1.0	1980	dummy_coded_other
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	fowler	1.0	1980	dummy_coded_other
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	brallison	0.6666666666666666	1979	brallison
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Lilla M	0.9130434782608695	1979	Lilla M
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Koalan	1.0	1980	Koalan
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Juli1	1.0	1978	Juli1
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	neffi	1.0	1979	neffi
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Mrs J	0.14285714285714285	1977	Mrs J
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	ogen	1.0	1979	ogen
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Stella 78	1.0	1979	Stella 78
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Ofeigur	1.0	1980	Ofeigur
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Balooba	1.0	1979	Balooba
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	monchichi76	1.0	1977	monchichi76
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	down under	1.0	1978	down under
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	nahaud	0.0	1978	dummy_coded_other
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Malinw	1.0	1979	Malinw
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Summer	0.9565217391304348	1980	Summer
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	MollyN	0.8571428571428571	1979	MollyN
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Litenkatt	1.0	1980	Litenkatt
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Super S	1.0	1980	Super S
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	MariaD	1.0	1980	MariaD
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Västerås	1.0	1978	Västerås
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Bebbefabriken	1.0	1979	Bebbefabriken
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	annry	1.0	1980	annry
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	SusiSue	0.8	1978	SusiSue
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Österbotten	1.0	1979	Österbotten
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	pinkygirl	0.6	1979	pinkygirl
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	hellokitty	1.0	1980	hellokitty
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Maja09	0.8181818181818182	1979	Maja09
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Lina N	1.0	1979	Lina N
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	malinorebro	1.0	1979	malinorebro
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Sunshine78	0.0	1979	Sunshine78
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Clouds	1.0	1977	Clouds
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Mumbi	1.0	1979	Mumbi
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Z05	1.0	1977	Z05
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Tatu	1.0	1980	Tatu
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Pingela	1.0	1980	Pingela
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	fjunis	1.0	1978	dummy_coded_other
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	EoT	0.0	1978	EoT
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Lovergirl80	1.0	1980	Lovergirl80
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	rymdmonstret	1.0	1980	rymdmonstret
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Johanna77	1.0	1978	Johanna77
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Astra	1.0	1977	Astra
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	h77	1.0	1978	h77
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	JCA	1.0	1979	JCA
försöka	0.9511025877666667	30164.0	up	initiative	5	0.9323758491144444	0.10439582723014575	var	var	3	2	Evie	0.8571428571428571	1980	Evie
