variablevariable	cohort1	cohort2	cohort3	cohort4	cohort5	cohort6	cohort7	cohort8	mean
fortsätta	0.48614185998844106	0.15654974823985907	0.23907694949805303	0.03819701645873341	0.12122415466857772	0.0546173524869733	0.07688856643651532	0.12179252443390931	0.16181102152638277
försöka	0.23437241388434638	0.11202213112356119	0.12221873975326336	0.125314533037303	0.07573608983365909	0.021652458130637542	0.026386591215052047	0.07787333473469993	0.09944703646406532
glömma	0.2501249315198296	0.08922605844151987	0.12384008930470136	0.08656157390873043	0.032122759205729046	0.10459362370987024	0.06688645761102818	0.06696088333294148	0.10253954712929378
komma	0.19811607399849307	0.1220785767819714	0.0787422390606235	0.1476827692675502	0.033278414650681154	0.009033049437873752	0.00101891207210969	0.1136014498254978	0.08794393563685007
planera	0.24285280821465244	0.05088218012949275	0.07430159230504438	0.047395831682817524	0.03708866199352305	0.03003432325021351	0.019832688705185897	0.06774377624632272	0.07126648281590653
riskera	0.5	0.04459107746248302	0.10776156983350063	0.016776480499178334	0.030459540028815124	0.037696228284678814	0.07277367067962151	0.0491687852214512	0.10740341900121607
slippa	0.17044278534645196	0.0695807621684339	0.09181752330065929	0.07687083662040828	0.03623138724468111	0.03650234620428683	0.018601022679654244	0.026504941599281295	0.06581895064548211
sluta	0.17782709396206853	0.11122683429440561	0.06749083175366744	0.06850059008296128	0.043418742303420466	0.046098024461117215	0.043626157382417485	0.001933190225359871	0.07001518305817724
vägra	0.255598803806975	0.030702252379815387	0.05907843104866084	0.07589057635386276	0.05625946555395267	0.0013355004018945626	0.09232450016186267	0.053563766876836616	0.07809416207298256
mean	0.2794974189690287	0.08742884678017135	0.10714755176201932	0.07591002310128281	0.05175769060922661	0.03795143404083842	0.04648206299371634	0.06434918361070002	0.09381552648337294
