variablevariable	cohort1	cohort2	cohort3	cohort4	cohort5	cohort6	cohort7	cohort8	mean
fortsätta	0.09668176481288959	0.14245276041862265	0.019431805068918173	0.004214469351944361	0.031163815897551794	0.021560255330477562	0.005335012690006025	0.05240778814526459	0.04665595896445934
försöka	0.06608994725014261	0.10683469853010219	0.08382614365630825	0.05136816206320893	0.012177122935569051	0.003100092331420945	0.0362678981275526	0.041381838706542884	0.05013073795010593
glömma	0.15282823752853258	0.03597342249432611	0.028144376942979776	0.015634798704814656	0.0137758946505675	0.01189046790877124	0.004123379359826762	0.015508473065841133	0.03473488133195747
komma	0.008969456255270514	0.05777816645925349	0.034739267314687405	0.043474781963018516	0.006280278468500655	0.0011139039128862382	0.03929995823130206	0.016630510202443327	0.026035790350920275
planera	0.009199796062223459	0.010724139853857811	0.04542641476713356	0.00716626820964935	0.02891631529271655	0.0036628154223907125	0.015350350721391313	0.031278632244175014	0.01896559157169222
riskera	0.033767913586227605	0.02487279700128471	0.10577102941528123	0.037408366900201426	0.033585772848531203	0.03596020854775716	0.042575073663738805	0.04815410588619525	0.04526190848115217
slippa	0.049365668596484724	0.06334916942507773	0.03762461782215165	0.016131420211444092	0.005044589761731166	0.0026622614597473504	0.025217827558367212	0.03857101318170064	0.02974582100208807
sluta	0.048462111040248446	0.05782874212878408	0.017436815924452342	0.023483401819694882	0.030655301512589772	0.0011297204395170901	0.0036910700946821695	0.0013085769053231555	0.022999467483161493
vägra	0.20556246157612224	0.0325990035705086	0.03491530206049076	0.011263317785432991	0.007571805829980516	0.016136176656531664	0.04469310711026797	0.03894848193421585	0.048961207065443824
mean	0.07454748407868242	0.05915698887575749	0.04525730810804479	0.023349443001045467	0.018796766355304244	0.01080176688994444	0.024061519728570548	0.031576602252411316	0.035943484911220076
