variablevariable	cohort1	cohort2	cohort3	cohort4	cohort5	cohort6	cohort7	cohort8	mean
fortsätta	0.004166944499936098	0.0884619697042206	0.036585404702662916	0.037019627030722035	0.043388908105122526	0.009189601853165086	0.05334774914558926	0.01187930505973711	0.035504938762644454
försöka	0.06413412862757362	0.030745453333389183	0.027133585731414334	0.013001295346967368	0.008281222019448475	0.0041451898706657	0.01919251966077906	0.0013256636883764994	0.02099488228482678
glömma	0.09208276579566621	0.03697423477128392	0.02099367565063226	0.014993382112663545	0.029204761281364844	0.009487835329630045	0.020889031653281598	0.03671082840025863	0.03266706437434763
komma	0.06115379927461262	0.025994975797782094	0.013382960940892419	0.03031564819309468	0.00016528438849006122	0.000537655440830398	0.031103361571699906	0.004507042029072927	0.020895090954559388
planera	0.022132894743133236	0.010531992112162283	0.03264219575989154	0.019214608617910627	0.022367580746924298	0.0007446976463561517	0.01638800460384776	0.034771413363901035	0.019849173449265865
riskera	0.03291882474548907	0.07654416206046269	0.08725315905051984	0.025054146280585762	0.03335642421316823	0.0290212411146537	0.023146819891627604	0.011995952490045557	0.03991134123081905
slippa	0.025595009796355983	0.0178130284588498	0.005398846240545319	0.0029363352384444985	0.000639273399079765	0.011654791272799558	0.0035087285311302674	0.010899762723488249	0.00980572195758668
sluta	0.006414560082775855	0.019805363211618188	0.018009727097891948	0.001449148207645301	0.015088764376046115	0.009514547979542987	0.0066146471939663165	0.00843189320467419	0.010666081419270113
vägra	0.19911397582132995	0.036839960530755	0.09686919763487778	0.053155671945536165	0.0196341139216194	0.035172971828987154	0.05380987378531721	0.07413907219460258	0.07109185470787815
mean	0.05641254482076362	0.03819012666450264	0.03758541697881426	0.021904429219285555	0.019125148050140414	0.012163170259625643	0.025333415115248774	0.021628992572684087	NaN
