variable	community	freq	trend	sclass	cohort	value	value2	speaker	indvalue	yob	speaker2
fortsätta	0.6094744785333334	4443.0	up	aspectual	9	0.5104166666666667	0.43402777777777785	Bellevue	1.0	1968	Bellevue
fortsätta	0.6094744785333334	4443.0	up	aspectual	9	0.5104166666666667	0.43402777777777785	Zizzla	1.0	1968	Zizzla
fortsätta	0.6094744785333334	4443.0	up	aspectual	9	0.5104166666666667	0.43402777777777785	MymlanMy	0.125	1968	MymlanMy
fortsätta	0.6094744785333334	4443.0	up	aspectual	9	0.5104166666666667	0.43402777777777785	bripoint	0.0	1968	bripoint
fortsätta	0.6094744785333334	4443.0	up	aspectual	9	0.5104166666666667	0.43402777777777785	bitte67	0.0	1968	bitte67
fortsätta	0.6094744785333334	4443.0	up	aspectual	9	0.5104166666666667	0.43402777777777785	mirre67	0.3333333333333333	1968	mirre67
fortsätta	0.6094744785333334	4443.0	up	aspectual	9	0.5104166666666667	0.43402777777777785	Mondino	1.0	1968	Mondino
fortsätta	0.6094744785333334	4443.0	up	aspectual	9	0.5104166666666667	0.43402777777777785	Jordgubbssmak	1.0	1968	Jordgubbssmak
fortsätta	0.6094744785333334	4443.0	up	aspectual	9	0.5104166666666667	0.43402777777777785	längtan67	1.0	1968	längtan67
fortsätta	0.6094744785333334	4443.0	up	aspectual	9	0.5104166666666667	0.43402777777777785	C rex	0.6666666666666666	1968	C rex
fortsätta	0.6094744785333334	4443.0	up	aspectual	9	0.5104166666666667	0.43402777777777785	Fiabus	0.0	1968	Fiabus
fortsätta	0.6094744785333334	4443.0	up	aspectual	10	0.40079365079365076	0.4007936507936508	Helle68	0.0	1969	Helle68
fortsätta	0.6094744785333334	4443.0	up	aspectual	10	0.40079365079365076	0.4007936507936508	Iorlover	0.5	1969	Iorlover
fortsätta	0.6094744785333334	4443.0	up	aspectual	10	0.40079365079365076	0.4007936507936508	Malena C	0.6666666666666666	1969	Malena C
fortsätta	0.6094744785333334	4443.0	up	aspectual	10	0.40079365079365076	0.4007936507936508	Dudden	1.0	1969	Dudden
fortsätta	0.6094744785333334	4443.0	up	aspectual	10	0.40079365079365076	0.4007936507936508	Chilisen	0.0	1969	Chilisen
fortsätta	0.6094744785333334	4443.0	up	aspectual	10	0.40079365079365076	0.4007936507936508	nick name	0.0	1969	nick name
fortsätta	0.6094744785333334	4443.0	up	aspectual	10	0.40079365079365076	0.4007936507936508	Zimzalabim	0.0	1969	Zimzalabim
fortsätta	0.6094744785333334	4443.0	up	aspectual	10	0.40079365079365076	0.4007936507936508	MME	0.0	1969	MME
fortsätta	0.6094744785333334	4443.0	up	aspectual	10	0.40079365079365076	0.4007936507936508	Parvel	1.0	1969	Parvel
fortsätta	0.6094744785333334	4443.0	up	aspectual	10	0.40079365079365076	0.4007936507936508	Jossebell	0.0	1969	Jossebell
fortsätta	0.6094744785333334	4443.0	up	aspectual	10	0.40079365079365076	0.4007936507936508	icaS	0.0	1969	icaS
fortsätta	0.6094744785333334	4443.0	up	aspectual	10	0.40079365079365076	0.4007936507936508	Inanna Li	1.0	1969	Inanna Li
fortsätta	0.6094744785333334	4443.0	up	aspectual	10	0.40079365079365076	0.4007936507936508	Stor längtan	0.6666666666666666	1969	Stor längtan
fortsätta	0.6094744785333334	4443.0	up	aspectual	10	0.40079365079365076	0.4007936507936508	mammawannabe	0.7777777777777778	1969	mammawannabe
fortsätta	0.6094744785333334	4443.0	up	aspectual	11	0.6378028404344195	0.4104901141743246	Vildrosen	1.0	1971	Vildrosen
fortsätta	0.6094744785333334	4443.0	up	aspectual	11	0.6378028404344195	0.4104901141743246	Bubblan84	1.0	1971	Bubblan84
fortsätta	0.6094744785333334	4443.0	up	aspectual	11	0.6378028404344195	0.4104901141743246	liquorice	1.0	1971	dummy_coded_other
fortsätta	0.6094744785333334	4443.0	up	aspectual	11	0.6378028404344195	0.4104901141743246	Väntarochlängtar	0.0	1971	Väntarochlängtar
fortsätta	0.6094744785333334	4443.0	up	aspectual	11	0.6378028404344195	0.4104901141743246	Aaglars	0.3333333333333333	1971	Aaglars
fortsätta	0.6094744785333334	4443.0	up	aspectual	11	0.6378028404344195	0.4104901141743246	Hercule	1.0	1971	Hercule
fortsätta	0.6094744785333334	4443.0	up	aspectual	11	0.6378028404344195	0.4104901141743246	Lallamen	1.0	1971	Lallamen
fortsätta	0.6094744785333334	4443.0	up	aspectual	11	0.6378028404344195	0.4104901141743246	Maskot	0.0	1971	Maskot
fortsätta	0.6094744785333334	4443.0	up	aspectual	11	0.6378028404344195	0.4104901141743246	Hammare	0.5	1971	Hammare
fortsätta	0.6094744785333334	4443.0	up	aspectual	11	0.6378028404344195	0.4104901141743246	guldplutt	0.15789473684210525	1971	guldplutt
fortsätta	0.6094744785333334	4443.0	up	aspectual	11	0.6378028404344195	0.4104901141743246	Cloudy	1.0	1971	Cloudy
fortsätta	0.6094744785333334	4443.0	up	aspectual	11	0.6378028404344195	0.4104901141743246	Godiva	0.0	1971	Godiva
fortsätta	0.6094744785333334	4443.0	up	aspectual	11	0.6378028404344195	0.4104901141743246	Helene70	0.14285714285714285	1971	Helene70
fortsätta	0.6094744785333334	4443.0	up	aspectual	11	0.6378028404344195	0.4104901141743246	Mijjo	1.0	1971	Mijjo
fortsätta	0.6094744785333334	4443.0	up	aspectual	11	0.6378028404344195	0.4104901141743246	Anna i Hult	1.0	1971	Anna i Hult
fortsätta	0.6094744785333334	4443.0	up	aspectual	11	0.6378028404344195	0.4104901141743246	emma71	1.0	1971	emma71
fortsätta	0.6094744785333334	4443.0	up	aspectual	11	0.6378028404344195	0.4104901141743246	Lille Skrutt	1.0	1971	Lille Skrutt
fortsätta	0.6094744785333334	4443.0	up	aspectual	11	0.6378028404344195	0.4104901141743246	Mavios	0.5	1971	Mavios
fortsätta	0.6094744785333334	4443.0	up	aspectual	11	0.6378028404344195	0.4104901141743246	evita	1.0	1971	evita
fortsätta	0.6094744785333334	4443.0	up	aspectual	11	0.6378028404344195	0.4104901141743246	Zorn	0.5	1971	Zorn
fortsätta	0.6094744785333334	4443.0	up	aspectual	11	0.6378028404344195	0.4104901141743246	Kleopatra II	1.0	1971	Kleopatra II
fortsätta	0.6094744785333334	4443.0	up	aspectual	11	0.6378028404344195	0.4104901141743246	myran6801	0.0	1971	myran6801
fortsätta	0.6094744785333334	4443.0	up	aspectual	11	0.6378028404344195	0.4104901141743246	Elijza	1.0	1971	Elijza
fortsätta	0.6094744785333334	4443.0	up	aspectual	11	0.6378028404344195	0.4104901141743246	katalina	0.0	1971	katalina
fortsätta	0.6094744785333334	4443.0	up	aspectual	11	0.6378028404344195	0.4104901141743246	Krutgumman	1.0	1971	Krutgumman
fortsätta	0.6094744785333334	4443.0	up	aspectual	11	0.6378028404344195	0.4104901141743246	jemast	1.0	1971	jemast
fortsätta	0.6094744785333334	4443.0	up	aspectual	11	0.6378028404344195	0.4104901141743246	Bowmore	0.0	1971	Bowmore
fortsätta	0.6094744785333334	4443.0	up	aspectual	11	0.6378028404344195	0.4104901141743246	So nice	0.0	1971	So nice
fortsätta	0.6094744785333334	4443.0	up	aspectual	11	0.6378028404344195	0.4104901141743246	Hemera	1.0	1971	Hemera
fortsätta	0.6094744785333334	4443.0	up	aspectual	11	0.6378028404344195	0.4104901141743246	Lillegrill	1.0	1971	Lillegrill
fortsätta	0.6094744785333334	4443.0	up	aspectual	12	0.5744902319902321	0.37837912087912084	Atamon	0.7692307692307693	1972	Atamon
fortsätta	0.6094744785333334	4443.0	up	aspectual	12	0.5744902319902321	0.37837912087912084	musli	0.8571428571428571	1972	musli
fortsätta	0.6094744785333334	4443.0	up	aspectual	12	0.5744902319902321	0.37837912087912084	Trisses2	0.0	1972	Trisses2
fortsätta	0.6094744785333334	4443.0	up	aspectual	12	0.5744902319902321	0.37837912087912084	Killarnas morsa	0.16666666666666666	1972	Killarnas morsa
fortsätta	0.6094744785333334	4443.0	up	aspectual	12	0.5744902319902321	0.37837912087912084	pågmamman	0.4	1972	pågmamman
fortsätta	0.6094744785333334	4443.0	up	aspectual	12	0.5744902319902321	0.37837912087912084	Gladhannapanna	0.375	1972	Gladhannapanna
fortsätta	0.6094744785333334	4443.0	up	aspectual	12	0.5744902319902321	0.37837912087912084	augustibruden	0.0	1972	augustibruden
fortsätta	0.6094744785333334	4443.0	up	aspectual	12	0.5744902319902321	0.37837912087912084	annacarin	0.0	1972	dummy_coded_other
fortsätta	0.6094744785333334	4443.0	up	aspectual	12	0.5744902319902321	0.37837912087912084	La musica	1.0	1972	La musica
fortsätta	0.6094744785333334	4443.0	up	aspectual	12	0.5744902319902321	0.37837912087912084	Liveit1971	1.0	1972	Liveit1971
fortsätta	0.6094744785333334	4443.0	up	aspectual	12	0.5744902319902321	0.37837912087912084	peka	1.0	1972	peka
fortsätta	0.6094744785333334	4443.0	up	aspectual	12	0.5744902319902321	0.37837912087912084	PetraMunchen	0.6666666666666666	1972	PetraMunchen
fortsätta	0.6094744785333334	4443.0	up	aspectual	12	0.5744902319902321	0.37837912087912084	cherrypie	1.0	1972	cherrypie
fortsätta	0.6094744785333334	4443.0	up	aspectual	12	0.5744902319902321	0.37837912087912084	Naomi	0.0	1972	dummy_coded_other
fortsätta	0.6094744785333334	4443.0	up	aspectual	12	0.5744902319902321	0.37837912087912084	Pinje	1.0	1972	Pinje
fortsätta	0.6094744785333334	4443.0	up	aspectual	12	0.5744902319902321	0.37837912087912084	tillit71	1.0	1972	tillit71
fortsätta	0.6094744785333334	4443.0	up	aspectual	12	0.5744902319902321	0.37837912087912084	Bondfia	0.5	1972	Bondfia
fortsätta	0.6094744785333334	4443.0	up	aspectual	12	0.5744902319902321	0.37837912087912084	MamaPapa	1.0	1972	MamaPapa
fortsätta	0.6094744785333334	4443.0	up	aspectual	12	0.5744902319902321	0.37837912087912084	Fembarnsmorsan	1.0	1972	Fembarnsmorsan
fortsätta	0.6094744785333334	4443.0	up	aspectual	12	0.5744902319902321	0.37837912087912084	vallakra	0.0	1972	vallakra
fortsätta	0.6094744785333334	4443.0	up	aspectual	12	0.5744902319902321	0.37837912087912084	kjempejente	0.0	1972	kjempejente
fortsätta	0.6094744785333334	4443.0	up	aspectual	12	0.5744902319902321	0.37837912087912084	mian71	0.5	1972	mian71
fortsätta	0.6094744785333334	4443.0	up	aspectual	12	0.5744902319902321	0.37837912087912084	Linha	0.5	1972	Linha
fortsätta	0.6094744785333334	4443.0	up	aspectual	12	0.5744902319902321	0.37837912087912084	liba71	1.0	1972	liba71
fortsätta	0.6094744785333334	4443.0	up	aspectual	12	0.5744902319902321	0.37837912087912084	Fru Anna	1.0	1972	Fru Anna
fortsätta	0.6094744785333334	4443.0	up	aspectual	12	0.5744902319902321	0.37837912087912084	Mammelutten	1.0	1972	Mammelutten
fortsätta	0.6094744785333334	4443.0	up	aspectual	12	0.5744902319902321	0.37837912087912084	brinkly	1.0	1972	brinkly
fortsätta	0.6094744785333334	4443.0	up	aspectual	12	0.5744902319902321	0.37837912087912084	kamelia	0.5	1972	kamelia
fortsätta	0.6094744785333334	4443.0	up	aspectual	12	0.5744902319902321	0.37837912087912084	Doktorn	0.0	1972	Doktorn
fortsätta	0.6094744785333334	4443.0	up	aspectual	12	0.5744902319902321	0.37837912087912084	moans	0.0	1972	moans
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	CeeJay	0.2727272727272727	1973	CeeJay
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	fenja	0.7142857142857143	1973	fenja
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	Gustie	0.0	1973	Gustie
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	Sockerpinglan	1.0	1973	Sockerpinglan
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	Dorian Ertymexx	0.38095238095238093	1973	Dorian Ertymexx
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	Valente	1.0	1973	Valente
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	JAG är BÄST	0.8333333333333334	1973	JAG är BÄST
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	Tessa606	1.0	1973	Tessa606
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	Emmel	0.4166666666666667	1973	Emmel
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	Tyrell	0.7	1973	Tyrell
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	TanjaS	1.0	1973	TanjaS
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	Petter 72	0.0	1973	Petter 72
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	Terrus	1.0	1973	Terrus
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	vanilla	1.0	1973	vanilla
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	spån Mona	0.0	1973	spån Mona
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	Livsglädjen	0.375	1973	Livsglädjen
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	Norea	1.0	1973	Norea
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	puman0507	0.0	1973	puman0507
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	Erase	1.0	1973	Erase
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	jesslin	1.0	1973	jesslin
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	P A K	1.0	1973	P A K
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	MeMayo	1.0	1973	MeMayo
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	Grodan1972	1.0	1973	Grodan1972
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	murresnurre	0.0	1973	murresnurre
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	Lyxmamma	0.0	1973	Lyxmamma
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	Mina72	0.0	1973	Mina72
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	FlickaMedGuld	0.0	1973	FlickaMedGuld
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	Damien och Adrian	1.0	1973	Damien och Adrian
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	Myra	0.46153846153846156	1973	Myra
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	jennas1	1.0	1973	jennas1
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	Semlan10	0.4166666666666667	1973	Semlan10
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	Magnolian	1.0	1973	Magnolian
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	asfaltsblomman	0.0	1973	asfaltsblomman
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	Loviz	0.0	1973	Loviz
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	Okara	1.0	1973	Okara
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	NorrVimpel	0.0	1973	NorrVimpel
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	Mamma gås	1.0	1973	Mamma gås
fortsätta	0.6094744785333334	4443.0	up	aspectual	13	0.5939781709518551	0.40916197145421523	pluggande mamma	1.0	1973	pluggande mamma
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	Sally	1.0	1974	Sally
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	Farth Vader	0.6666666666666666	1974	Farth Vader
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	Fe73	1.0	1974	Fe73
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	Pallas	1.0	1974	Pallas
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	MariaX m 2	0.5	1974	MariaX m 2
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	Kyanita	0.7142857142857143	1974	Kyanita
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	Mara	0.3333333333333333	1974	Mara
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	TessaS	0.9	1974	TessaS
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	Pippiputti	0.5	1974	Pippiputti
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	Madame Mom	0.3333333333333333	1974	Madame Mom
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	Impertiff	0.6190476190476191	1974	Impertiff
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	tempo21	1.0	1974	tempo21
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	tan73	0.2857142857142857	1974	tan73
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	Trissvinnaren	0.5	1974	Trissvinnaren
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	Livshlädje	1.0	1974	Livshlädje
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	Betty Boop	0.0	1974	Betty Boop
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	Lillatroll	0.625	1974	Lillatroll
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	Anjonen	0.6666666666666666	1974	Anjonen
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	Lily38	0.5	1974	Lily38
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	Klubben	0.5	1974	Klubben
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	4an	0.5	1974	4an
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	Fröken J	1.0	1974	Fröken J
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	FCBJ	1.0	1974	FCBJ
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	IsaN	0.6666666666666666	1974	IsaN
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	Lotten73	1.0	1974	Lotten73
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	mamma till 2 frön	0.0	1974	mamma till 2 frön
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	Sissa Blom	1.0	1974	Sissa Blom
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	Pochahontas	1.0	1974	Pochahontas
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	Petrellie	0.0	1974	Petrellie
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	Majuni	1.0	1974	Majuni
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	Fröken Juni	0.5	1974	Fröken Juni
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	Dr Myo	0.6666666666666666	1974	Dr Myo
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	Julia08	1.0	1974	Julia08
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	sax1	0.0	1974	sax1
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	urv73	1.0	1974	urv73
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	lire100	0.0	1974	lire100
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	Nickis	0.8181818181818182	1974	Nickis
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	Carla	0.0	1974	Carla
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	zasu	0.5	1974	zasu
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	Fama123	0.0	1974	Fama123
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	Erica 73	0.0	1974	Erica 73
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	bumse2	0.0	1974	bumse2
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	mamma smurfen	0.0	1974	mamma smurfen
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	Magnetica	1.0	1974	Magnetica
fortsätta	0.6094744785333334	4443.0	up	aspectual	14	0.5843458393458393	0.3252836299502967	Pinglan73	1.0	1974	Pinglan73
fortsätta	0.6094744785333334	4443.0	up	aspectual	15	0.617105618240717	0.3885035208678432	wilma123	1.0	1975	wilma123
fortsätta	0.6094744785333334	4443.0	up	aspectual	15	0.617105618240717	0.3885035208678432	Butterscotch	0.45	1975	Butterscotch
fortsätta	0.6094744785333334	4443.0	up	aspectual	15	0.617105618240717	0.3885035208678432	Joje	0.3793103448275862	1975	Joje
fortsätta	0.6094744785333334	4443.0	up	aspectual	15	0.617105618240717	0.3885035208678432	car	0.4444444444444444	1975	car
