variablevariable	cohort1	cohort2	cohort3	cohort4	cohort5	cohort6	cohort7	cohort8	mean
fortsätta	0.2639102761746184	0.10719984739192301	0.08037367092795433	0.16000397654632215	0.18214351673734985	0.038690415199291506	0.21204707478546247	0.05659873389526726	0.13762093895727362
försöka	0.03116014639711917	0.0720544762212274	0.0057559491534080465	0.04017613995414149	0.02548962514440034	0.005811344936312524	0.007308456291165277	0.03026798880442605	0.027253015862775037
glömma	0.07962365015936435	0.0814108064169693	0.0012399062108933157	0.008606991508165796	0.039748022559717766	0.06938277297871942	0.060670676903112675	0.08121346519574235	0.05273703649158562
komma	0.10184689371359804	0.05575685394645505	0.03210550596215739	0.18143459747780089	0.05322342923526063	0.01645755528016868	0.008017761468725237	0.146317918789877	0.07439506448425537
planera	0.22769445516491704	0.11223086087347146	0.12341826081610319	0.013270735274803686	0.007003448004066035	0.003258080501460689	0.00494799971565657	0.057182025616504706	0.06862573324587293
riskera	0.47019353175368217	0.18014668958370428	0.19590404616148313	0.05767589342751561	0.03868823871527552	0.012357573141325968	0.012071587298075614	0.2059278614729743	0.14662067769425458
slippa	0.0317813639375466	0.05262349792675525	0.007155058718478324	0.0166203233836697	0.003609932786659442	0.020683529469188278	0.016822771504292344	0.003911948901562767	0.019151053328519088
sluta	0.09401234151785287	0.026346845112498518	0.15707424585483076	0.021690828119600214	0.014726548728367095	0.03992183937755045	0.04535431882653784	0.0403652795757623	0.05493653088912501
vägra	0.27592289684353566	0.11921151891589032	0.010442442047120748	0.1279329210518666	0.0944620153088318	0.022946487928614978	0.10815458087793739	0.08677266928848781	0.10573069153278566
mean	0.1751272839624705	0.08966459959876606	0.06816323176138102	0.06971248963820958	0.05101053080221428	0.025501066534736945	0.0528216919634406	0.07872865461562273	0.07634119360960522
