variablevariable	cohort1	cohort2	cohort3	cohort4	cohort5	cohort6	cohort7	cohort8	mean
fortsätta	0.11410824232571626	0.15406705156586098	0.033062366652487296	0.004230696354377117	0.028016660487450773	0.02457038301693526	0.004993302428040525	0.06351648345466054	0.053320648285691094
försöka	0.09121206673300031	0.12510821056331878	0.09922697113224399	0.06239492673367164	0.018056919089750267	0.002816186163018819	0.040368702821797275	0.041381838706542884	0.060070727742917995
glömma	0.17498853748696552	0.06910230827523312	0.053386895089579944	0.032280791719576096	0.005390518852623316	0.01312471495922285	0.01548266543725707	0.03455837672281714	0.04978935106790938
komma	0.4479495322332353	0.40421992514655997	0.298055807263885	0.21512844214213278	0.09035909973907108	0.008218866314012918	0.12864414624089293	0.2017080339564078	0.22428548162952472
planera	0.0439431550318204	0.04006630135194058	0.06538828937090246	0.012737170689693406	0.039734596772447894	0.010544911477141788	0.013917963688472187	0.027405650220425917	0.031717254825355576
riskera	0.08141841842810947	0.021090557793177783	0.12440357017411913	0.05055971164818954	0.03382991961132646	0.04294214496780915	0.05985713540415634	0.07399064110413159	0.06101151239137742
slippa	0.08532862299249622	0.09054559521246386	0.0593956083681042	0.02975992488550805	0.009107079227647197	0.003412884981615183	0.0338083877646983	0.03857101318170064	0.043741139576779206
sluta	0.06179039006599696	0.06932537809138328	0.029559902716436715	0.0325049234874385	0.03628785221097697	0.00477017106964206	0.0028071060026881867	0.003674312669013191	0.030090004539196982
vägra	0.20681348125073262	0.0493694021057981	0.017990327477342083	0.0008445575730052779	0.015434956325298455	0.010935579156548414	0.04249129127858442	0.032121434089035894	0.04700012865704316
mean	0.1452836051720081	0.1136549700117485	0.0867188598050112	0.04893790502595471	0.030690844701843602	0.013481760233994049	0.038041189007398585	0.05743642045608174	0.06678069430175507
