variablevariable	cohort1	cohort2	cohort3	cohort4	cohort5	cohort6	cohort7	cohort8	cohort9	cohort10	cohort11	cohort12	cohort13	cohort14	cohort15	cohort16	mean
fortsätta	0.21147703489715447	0.42536513257094216	0.11574260793767101	0.4891173298228407	0.33180900114217765	0.020627168123164747	0.01860106931461414	0.015722492904577	0.014328160231714885	0.11469518090405828	0.11513150854207486	0.006479896602101401	0.006924638911079781	0.023584695075638276	0.09192671509148329	0.45167432453870027	0.15332543478812455
försöka	0.2985618824269024	0.09239093503687812	0.381027417987259	0.22352832071933254	0.26585322723647864	0.19476236214612958	0.16964722381461864	0.1118720611639313	0.026548286326010837	0.04181873568900467	0.016631348979332793	0.012609359464856425	0.07067349696370819	0.12554778733627886	0.07231143941319494	0.2110167372389434	0.14467503887142877
glömma	0.2650938305514803	0.5983990867451084	0.05690098955753088	0.18922636159221068	0.017386021893429263	0.16336546463918258	0.07630549339406707	0.05765096095561759	0.05680687171067709	0.0048866537169017675	0.001016967343283832	0.07560759311428353	0.012301691707914167	0.08658396526128678	0.054156500957227294	0.23836132560457304	0.12212811117154838
komma	1.1493378897773519	1.0080429676746878	0.9183246086688853	0.9566617032723784	0.8294530200289143	0.609344555630162	0.4752064053088169	0.448339874658772	0.27939296881370285	0.04226487689851787	0.022572545833924998	0.18542824092462565	0.32585258734436623	0.5105001423152525	0.6126156884577855	0.48840318572397223	0.5538588288332573
planera	0.11568866190681308	0.11345172624624605	0.06767740988121072	0.16769325442733807	0.008071527186900518	0.13692166267772266	0.12780882328846713	0.08032572128862325	0.15411525980693974	0.025450899646768686	0.023269791349146862	0.014132279778334006	0.011307911891160633	0.06556256302192459	0.036264526865013066	0.13619851493804822	0.08024628338754107
riskera	0.36443279723383554	0.036325035111327404	0.2373384273711502	0.07945530802759965	0.8469612952318314	0.16910110819999497	0.3461715686458203	0.0650211427513881	0.12262400366247936	0.04017594216431788	0.08518852863952073	0.13530172403514165	0.1267572667752012	0.1935372004963641	0.1697346394108738	0.3382369455252328	0.20977268333012994
slippa	0.2128452645322686	0.24317898205406746	0.24919633742637312	0.20443312846276354	0.213338506259863	0.11169701867125635	0.09801366093473017	0.04996613705888765	0.022417355613006167	0.01311919279562813	0.0034456207888597353	0.02828806215603448	0.06994408739860071	0.0858390720136393	0.06717015575900322	0.19783966741931847	0.11692076558401876
sluta	0.1687221115974346	0.10617261456485816	0.18400785929060146	0.13156874133249055	0.0014435520034343616	0.08416639668155468	0.08051024917301654	0.05156420642243161	0.056324841002685234	0.08012980024762875	0.0052898083748839165	0.009459961548280736	0.003789855949064202	0.04926499241559129	0.01112700521314591	0.06512894510729722	0.06804193380777494
vägra	0.4013466540576672	0.594373726430384	0.03654990187551812	0.17000008020844487	0.0634972786098429	0.02284082095745695	0.05164781528283736	0.047562161018165613	0.023571829837367383	0.05260621643861266	0.03722890913266286	0.0728003394530282	0.08155709656303896	0.12048324815591419	0.09075830142190054	0.08025581894873243	0.12169251239947337
mean	0.35416734744232314	0.3575222451593888	0.2496406177773556	0.2901871364294888	0.28642371439920805	0.16809183974740272	0.16043470101744314	0.10311386202471046	0.08401439744495372	0.046127499833493193	0.034419447664854504	0.06001193967518734	0.07878984816712602	0.14010040734354332	0.13400721917662525	0.2452350516716465	0.17451795468592188
