variablevariable	cohort1	cohort2	cohort3	cohort4	cohort5	cohort6	cohort7	cohort8	mean
fortsätta	0.11293477732475055	0.14020771471114335	0.009237216511100432	0.007767101362060269	0.03355602448682282	0.02069400593242232	0.014273444133446112	0.03894087568718674	0.047201395018616574
försöka	0.039655884332319924	0.10186062190814704	0.08360810227768234	0.05166736709696751	0.012918840115119345	0.004612007320541345	0.03954868238526443	0.041381838706542884	0.0469066680178231
glömma	0.15443777009588755	0.022546702902281224	0.02412090230302233	0.014609453640640035	0.01473959917372114	0.013382929621165274	0.001391545953897677	0.0017896285191049133	0.030877316526215018
komma	0.028953144277242326	0.048327987610639334	0.030863805943171507	0.04221136050846269	0.00621428675427127	0.0008332815835658813	0.0379394195504118	0.009647170263288096	0.025623807061381614
planera	0.001121632895739605	0.0013991805101612464	0.04793926022130872	0.007767930965720642	0.030341508146640987	0.001685055704856997	0.014696265603366267	0.035211802434399905	0.017520329560274293
riskera	0.012620243472521844	0.04054081453364297	0.10871237364568048	0.03763442388593588	0.03602301635208756	0.03488305536835703	0.043019880260562735	0.04656211351493094	0.044999490129214934
slippa	0.013505466864987326	0.0682011545304112	0.035216359732780256	0.015219822862666654	0.005851961308846021	0.0053299436300482395	0.024097567137830067	0.03857101318170064	0.0257491611561588
sluta	0.009247250589130895	0.054662096787472025	0.02342630711608895	0.026758107006252252	0.03182684539297209	0.002666220370199368	0.014246128459136975	0.009015938022968406	0.02148111171802762
vägra	0.2148024908490932	0.031056532326906416	0.040802898495503226	0.014850305360311178	0.004758166607737313	0.01658717006107502	0.051859532417584675	0.04283704301197999	0.05219426739127388
mean	0.06525318452240812	0.05653364509120054	0.04488080291625981	0.02427620807655746	0.019581138704246506	0.01118596328802572	0.02678582954461119	0.029328602593566948	0.03472817184210954
