variablevariable	cohort1	cohort2	cohort3	cohort4	cohort5	cohort6	cohort7	cohort8	mean
fortsätta	0.004166944499937153	0.08846196970422116	0.03658540470266214	0.037019627030722035	0.04338890810512308	0.009189601853165086	0.05334774914558926	0.011879305059736445	0.035504938762644545
försöka	0.06413412862757362	0.030745453333389294	0.02713358573141411	0.013001295346967034	0.008281222019448253	0.004145189870666144	0.01919251966077873	0.0013256636883764994	0.02099488228482671
glömma	0.09208276579566621	0.03697423477128414	0.020993675650632704	0.014993382112663545	0.029204761281364733	0.009487835329630045	0.020889031653281487	0.036710828400258744	0.0326670643743477
komma	0.06115379927461284	0.025994975797782593	0.013382960940892252	0.03031564819309468	0.00016528438848961713	0.0005376554408301759	0.03110336157170035	0.004507042029073038	0.020895090954559443
planera	0.022132894743133555	0.010531992112162603	0.032642195759891274	0.019214608617910182	0.022367580746924617	0.0007446976463561517	0.01638800460384804	0.03477141336390155	0.019849173449265997
riskera	0.032918824745489295	0.07654416206046274	0.08725315905052006	0.025054146280585887	0.03335642421316792	0.02902124111465367	0.023146819891627285	0.011995952490045252	0.039911341230819006
slippa	0.025595009796355872	0.01781302845884969	0.0053988462405450965	0.0029363352384446095	0.000639273399079543	0.011654791272799447	0.0035087285311298233	0.01089976272348836	0.009805721957586555
sluta	0.006414560082776077	0.019805363211618077	0.01800972709789217	0.001449148207644968	0.015088764376046004	0.009514547979542765	0.0066146471939660945	0.00843189320467419	0.010666081419270043
vägra	0.19911397582132984	0.03683996053075511	0.096869197634878	0.05315567194553639	0.01963411392161929	0.03517297182898682	0.053809873785316986	0.07413907219460292	0.07109185470787817
mean	0.05641254482076383	0.03819012666450282	0.0375854169788142	0.02190442921928548	0.01912514805014034	0.012163170259625591	0.025333415115248673	0.02162899257268411	0.02904290546013313
