period	total	v1abs	v2abs	v1rel	v2rel	v1ipm	v2ipm
2000	214	2	212	0.0093457944	0.9906542056	0.6294375346190644	66.72037866962083
2001	299	0	299	0.0000000000	1.0000000000	0.0	90.86030425742821
2002	487	4	483	0.0082135524	0.9917864476	0.6634745798837492	80.11455552096272
2003	625	0	625	0.0000000000	1.0000000000	0.0	87.96265541945661
2004	2102	8	2094	0.0038058991	0.9961941009	0.34341652913550125	89.88927650121745
2005	3646	2	3644	0.0005485464	0.9994514536	0.04756514498474538	86.66369416220608
2006	5743	9	5734	0.0015671252	0.9984328748	0.15722474428181468	100.16963152354725
2007	8956	15	8941	0.0016748548	0.9983251452	0.16997758834165877	101.3179744908514
2008	13629	16	13613	0.0011739673	0.9988260327	0.12861354319097998	109.42601021617565
2009	16908	20	16888	0.0011828720	0.9988171280	0.13068954909981856	110.35425525988678
2010	20231	26	20205	0.0012851564	0.9987148436	0.15045590773020637	116.92160060341615
2011	22985	34	22950	0.0014792256	0.9984772678	0.1805748294843835	121.88800990195887
2012	22662	38	22624	0.0016768158	0.9983231842	0.20862471595127285	124.20856772846307
2013	21448	29	21419	0.0013521074	0.9986478926	0.17828584078259221	131.67946288697735
2014	17835	33	17802	0.0018502944	0.9981497056	0.25042631285425365	135.0936127706492
2015	15165	18	15147	0.0011869436	0.9988130564	0.1571948433489198	132.27946067811604
2016	13865	19	13846	0.0013703570	0.9986296430	0.16443175354401057	119.82747681949317
2017	13392	16	13376	0.0011947431	0.9988052569	0.16218692032430695	135.58826539112061
2018	12678	19	12659	0.0014986591	0.9985013409	0.20431206857624898	136.12560400561767
2019	13498	19	13479	0.0014076159	0.9985923841	0.19744318146391773	140.0703496290604
2020	14484	15	14469	0.0010356255	0.9989643745	0.1409777841286703	135.9871705705154
2021	15874	24	15850	0.0015119063	0.9984880937	0.21978827465819764	145.1518397221847
2022	15404	22	15382	0.0014282005	0.9985717995	0.2278953241141802	159.34026706928725
2023	16372	22	16350	0.0013437576	0.9986562424	0.217489408834228	161.63417429271036
2024	15306	17	15289	0.0011106756	0.9988893244	0.18764849066592254	168.76222198772294
