period	v1ipm	v1abs
2007	4697.942168993582	71
2008	3003.741022910352	330
2009	3833.1800061330878	550
2010	2913.7702994321626	586
2011	2500.9312908478155	1430
2012	2791.113978657862	1765
2013	3085.513937875699	2355
2014	3544.4015596154945	3598
2015	3188.1685221567345	2921
2016	3169.3278046460828	2426
2017	3146.515835182953	2668
2018	3869.786060048246	3372
2019	3632.8944516809397	3252
2020	3065.6085698481374	2832
2021	3765.761626717593	3295
2022	4153.7788701484	2099
