period	total	v1abs	v2abs	v1rel	v2rel	v1ipm	v2ipm
2001	494	419	75	0.8481781377	0.1518218623	24.022010353314467	4.299882521476336
2002	547	474	73	0.8665447898	0.1334552102	22.464529503178447	3.4597271175781152
2003	503	446	57	0.8866799205	0.1133200795	23.35550290734118	2.9848961114763393
2004	574	504	70	0.8780487805	0.1219512195	22.070541742904553	3.0653530198478545
2005	561	505	56	0.9001782531	0.0998217469	19.062578633136862	2.1138701058528007
2006	617	551	66	0.8930307942	0.1069692058	20.651750505714894	2.473712401773472
2007	618	543	75	0.8786407767	0.1213592233	22.453380393633807	3.101295634479808
2008	467	389	78	0.8329764454	0.1670235546	15.729489655292882	3.1539850722695246
2009	518	435	83	0.8397683398	0.1602316602	16.484293537747668	3.145278996857601
2010	589	483	106	0.8200339559	0.1799660441	17.685344978467818	3.881255833783827
2011	651	538	113	0.8264208909	0.1735791091	18.03277990687108	3.7875541440082383
2012	596	468	128	0.7852348993	0.2147651007	17.09961328566877	4.67681730890086
2013	649	522	127	0.8043143297	0.1956856703	16.520928028001265	4.019459501065442
2014	149	91	58	0.6107382550	0.3892617450	5.324021093888585	3.3933321257751423
2015	155	82	73	0.5290322581	0.4709677419	4.075295558325431	3.6280070214360545
2016	180	120	60	0.6666666667	0.3333333333	5.334517833382026	2.667258916691013
2017	182	103	79	0.5659340659	0.4340659341	4.674898482083157	3.5856017483938776
2018	165	96	69	0.5818181818	0.4181818182	4.87581799465326	3.5044941836570302
2019	200	103	97	0.5150000000	0.4850000000	5.3729957095846785	5.060005668249648
2020	153	87	66	0.5686274510	0.4313725490	5.132875697149242	3.8939057012856315
2021	159	52	107	0.3270440252	0.6729559748	3.2799326655054024	6.749092215559193
2022	8	6	2	0.7500000000	0.2500000000	11.87359372124364	3.95786457374788
