verb2	abs	ipm
_total_	111	0.1368225698547076
ta	13	0.016024264937938723
betala	7	0.008628450351197773
sätta	5	0.006163178822284125
fråga	5	0.006163178822284125
nämna	4	0.004930543057827299
stänga	4	0.004930543057827299
berätta	3	0.003697907293370475
lägga	2	0.0024652715289136496
stämpla	2	0.0024652715289136496
titta	2	0.0024652715289136496
dra	2	0.0024652715289136496
byta	2	0.0024652715289136496
säga	2	0.0024652715289136496
servera	2	0.0024652715289136496
fylla	2	0.0024652715289136496
checka	2	0.0024652715289136496
besiktiga	2	0.0024652715289136496
köpa	2	0.0024652715289136496
föra	2	0.0024652715289136496
mata	2	0.0024652715289136496
hålla	2	0.0024652715289136496
ringa	1	0.0012326357644568248
ge	1	0.0012326357644568248
vattna	1	0.0012326357644568248
programmera	1	0.0012326357644568248
städa	1	0.0012326357644568248
skriva	1	0.0012326357644568248
markera	1	0.0012326357644568248
kontrollera	1	0.0012326357644568248
knopa	1	0.0012326357644568248
göra	1	0.0012326357644568248
uppskatta	1	0.0012326357644568248
meddela	1	0.0012326357644568248
höja	1	0.0012326357644568248
fatta	1	0.0012326357644568248
rösta	1	0.0012326357644568248
fälla	1	0.0012326357644568248
visa	1	0.0012326357644568248
svara	1	0.0012326357644568248
kolla	1	0.0012326357644568248
packa	1	0.0012326357644568248
bygga	1	0.0012326357644568248
lämna	1	0.0012326357644568248
inkludera	1	0.0012326357644568248
påpeka	1	0.0012326357644568248
kasta	1	0.0012326357644568248
attge	1	0.0012326357644568248
släcka	1	0.0012326357644568248
låsa	1	0.0012326357644568248
tala	1	0.0012326357644568248
utreda	1	0.0012326357644568248
dokumentera	1	0.0012326357644568248
desinfektera	1	0.0012326357644568248
uppleva	1	0.0012326357644568248
släcka	1	0.0012326357644568248
informera	1	0.0012326357644568248
dricka	1	0.0012326357644568248
hålla	1	0.0012326357644568248
deklarera	1	0.0012326357644568248
plantera	1	0.0012326357644568248
tänka	1	0.0012326357644568248
försäkra	1	0.0012326357644568248
konjugera	1	0.0012326357644568248
