period	total	v1abs	v2abs	v1rel	v2rel	v1ipm	v2ipm
2000	15	15	0	1.0000000000	0.0000000000	5.118615380415495	0.0
2001	8	8	0	1.0000000000	0.0000000000	3.1744746839612046	0.0
2002	11	11	0	1.0000000000	0.0000000000	2.0259845410012307	0.0
2003	4	4	0	1.0000000000	0.0000000000	0.7350064653006204	0.0
2004	32	29	3	0.9062500000	0.0937500000	1.204623344395791	0.12461620804094391
2005	50	43	7	0.8600000000	0.1400000000	1.1218340180825557	0.18262414247855555
2006	76	65	11	0.8552631579	0.1447368421	1.0355569635589894	0.17524810152536746
2007	86	79	7	0.9186046512	0.0813953488	0.9650432623397425	0.08551016248579997
2008	117	108	9	0.9230769231	0.0769230769	0.9415720703499408	0.0784643391958284
2009	139	131	8	0.9424460432	0.0575539568	0.9143296499691344	0.05583692518895477
2010	182	175	7	0.9615384615	0.0384615385	0.950889595251942	0.03803558381007768
2011	161	147	14	0.9130434783	0.0869565217	0.8082282918334222	0.0769741230317545
2012	159	151	8	0.9496855346	0.0503144654	0.862286319168554	0.045684043399658494
2013	166	156	10	0.9397590361	0.0602409639	0.9758668869523519	0.06255556967643282
2014	189	167	22	0.8835978836	0.1164021164	1.1456486525124085	0.150923774582473
2015	146	121	25	0.8287671233	0.1712328767	0.9601002414477544	0.19836781848094098
2016	102	90	12	0.8823529412	0.1176470588	0.841841285361438	0.11224550471485839
2017	99	90	9	0.9090909091	0.0909090909	1.013104495391168	0.10131044953911682
2018	118	108	10	0.9152542373	0.0847457627	1.1116196313467885	0.10292774364322115
2019	105	89	16	0.8476190476	0.1523809524	0.9766830207300203	0.17558346440090253
2020	167	152	15	0.9101796407	0.0898203593	1.3189794927237846	0.13016244993984716
2021	140	128	12	0.9142857143	0.0857142857	1.2087252664356276	0.1133179937283401
2022	227	205	22	0.9030837004	0.0969162996	1.7901005935240062	0.19210835637818605
2023	140	126	14	0.9000000000	0.1000000000	1.4018198893076288	0.1557577654786254
2024	119	105	14	0.8823529412	0.1176470588	1.2572058549585314	0.16762744732780416
