period	total	v1abs	v2abs	v1rel	v2rel	v1ipm	v2ipm
2004	1	0	1	0.0000000000	1.0000000000	0.0	2.236190961763371
2005	2	0	2	0.0000000000	1.0000000000	0.0	0.6059419883259217
2006	2	0	2	0.0000000000	1.0000000000	0.0	0.4793736312384786
2007	1	0	1	0.0000000000	1.0000000000	0.0	0.18071150456423046
2008	3	2	1	0.6666666667	0.3333333333	0.25995734100034185	0.12997867050017092
2009	8	0	8	0.0000000000	1.0000000000	0.0	0.9028341657276251
2010	16	2	14	0.1250000000	0.8750000000	0.20256586125129794	1.4179610287590856
2011	8	0	8	0.0000000000	1.0000000000	0.0	0.8577189992477805
2012	5	1	4	0.2000000000	0.8000000000	0.10479340765631115	0.4191736306252446
2013	11	2	9	0.1818181818	0.8181818182	0.14328860531755477	0.6447987239289965
2014	0	0	0	NaN	NaN	0.0	0.0
2015	8	1	7	0.1250000000	0.8750000000	0.05208303494094565	0.36458124458661956
2016	8	1	7	0.1250000000	0.8750000000	0.046036469446585015	0.32225528612609505
2017	12	2	10	0.1666666667	0.8333333333	0.09447676993371275	0.47238384966856367
2018	9	1	8	0.1111111111	0.8888888889	0.0531995089046934	0.4255960712375472
2019	11	1	10	0.0909090909	0.9090909091	0.05479012532912428	0.5479012532912428
2020	6	0	6	0.0000000000	1.0000000000	0.0	0.3750207902150575
2021	7	0	7	0.0000000000	1.0000000000	0.0	0.4679231338657229
2022	9	3	6	0.3333333333	0.6666666667	0.2143405395337193	0.4286810790674386
2023	4	0	4	0.0000000000	1.0000000000	0.0	0.5332265458304216
