period	username	total	v1abs	v2abs	v1rel	v2rel	perauthor
2022	Allasmeknamn	2	0	2	0	1	1
2021	Allcopsarebastards	1	0	1	0	1	1
2022	Allcopsarebastards	1	0	1	0	1	2
2009	Allegiance	1	1	0	1	0	1
2021	Allexx2	1	0	1	0	1	1
2022	Allexx2	2	0	2	0	1	2
2009	Allfadern	2	2	0	1	0	2
2010	Allfadern	1	1	0	1	0	1
2007	alligator_	1	1	0	1	0	1
2013	Allknowing	2	2	0	1	0	1
2008	Allt_är_taget	1	1	0	1	0	2
2009	Allt_är_taget	3	3	0	1	0	1
2010	allt.o.inget	1	1	0	1	0	1
2013	alltid-i-blasvader	1	0	1	0	1	1
2013	AlltidGorilla	1	0	1	0	1	1
2021	allvar66	1	0	1	0	1	1
2016	allwaysmisbehavin	1	0	1	0	1	1
2017	allwaysmisbehavin	3	0	3	0	1	2
2015	Almandragoran	1	0	1	0	1	1
2022	Almedalsnegern	1	0	1	0	1	1
2016	Aloe-Blacc	1	0	1	0	1	1
2010	Alogan	1	1	0	1	0	1
2007	Alpha-Omega	1	1	0	1	0	2
2008	Alpha-Omega	3	3	0	1	0	4
2010	Alpha-Omega	1	1	0	1	0	1
2011	Alpha-Omega	1	1	0	1	0	3
2016	Alpha101	3	0	3	0	1	1
2014	Alphatross	8	0	8	0	1	1
2015	Alphatross	4	0	4	0	1	2
2016	Alphatross	1	0	1	0	1	3
2013	Alphie94	1	0	1	0	1	1
2019	Alpoxen	1	0	1	0	1	1
2008	alprazolam_	1	0	1	0	1	1
2017	Altruistisk	1	0	1	0	1	1
2011	Alvaro	2	2	0	1	0	1
2020	Alvid	2	0	2	0	1	1
2021	Alvid	3	0	3	0	1	2
2011	Alvin K	1	1	0	1	0	1
2013	AlwaysAllIn	19	0	19	0	1	1
2014	AlwaysAllIn	40	0	40	0	1	3
2015	AlwaysAllIn	34	0	34	0	1	5
2016	AlwaysAllIn	17	0	17	0	1	7
2017	AlwaysAllIn	5	0	5	0	1	8
2018	AlwaysAllIn	14	0	14	0	1	9
2019	AlwaysAllIn	7	0	7	0	1	6
2020	AlwaysAllIn	7	0	7	0	1	2
2021	AlwaysAllIn	4	0	4	0	1	4
2022	AlwaysAllIn	1	0	1	0	1	10
2015	alwayslook	1	1	0	1	0	1
2015	AmadeusKrieg	9	2	7	0.2222222222	0.7777777778	1
2020	amalmaster	1	0	1	0	1	1
2007	AmandaPanda	2	2	0	1	0	1
2019	Amaratto	1	0	1	0	1	1
2019	Amazon-mannen	1	0	1	0	1	3
2020	Amazon-mannen	2	0	2	0	1	1
2021	Amazon-mannen	4	0	4	0	1	2
2017	Ambelain	1	0	1	0	1	2
2020	Ambelain	4	0	4	0	1	1
2014	Amberfly	2	2	0	1	0	1
2018	Amberfly	1	0	1	0	1	2
2008	ambiscko	1	1	0	1	0	6
2009	ambiscko	8	8	0	1	0	4
2010	ambiscko	8	8	0	1	0	3
2011	ambiscko	3	3	0	1	0	5
2012	ambiscko	2	2	0	1	0	7
2013	ambiscko	3	3	0	1	0	1
2014	ambiscko	3	3	0	1	0	2
2020	Ambivalens_	1	0	1	0	1	1
2009	ambulantica	1	1	0	1	0	1
2013	AmeliaErhart	1	0	1	0	1	1
2019	americandadfan	17	0	17	0	1	1
2022	americandadfan	56	0	56	0	1	2
2018	AmericanRoger	1	0	1	0	1	1
2022	Americanwest	2	0	2	0	1	1
2019	AmerikanskDoktor	1	0	1	0	1	1
2019	AmiralSjostedt	1	0	1	0	1	2
2020	AmiralSjostedt	1	0	1	0	1	1
2010	amiramor	1	1	0	1	0	2
2011	amiramor	1	0	1	0	1	3
2014	amiramor	1	0	1	0	1	1
2021	Amme16	1	0	1	0	1	1
2007	Amor	7	7	0	1	0	7
2008	Amor	9	9	0	1	0	10
2009	Amor	9	9	0	1	0	6
2010	Amor	10	10	0	1	0	3
2011	Amor	4	3	1	0.75	0.25	8
2012	Amor	2	2	0	1	0	12
2014	Amor	12	5	7	0.4166666667	0.5833333333	1
2015	Amor	4	1	3	0.25	0.75	4
2016	Amor	2	2	0	1	0	5
2017	Amor	1	1	0	1	0	9
2018	Amor	1	0	1	0	1	11
2021	Amor	1	0	1	0	1	2
2022	Amor	1	0	1	0	1	13
2018	Amriswil	12	0	12	0	1	3
2020	Amriswil	2	0	2	0	1	1
2021	Amriswil	3	0	3	0	1	2
2011	AMstar	2	2	0	1	0	1
2019	An7on	1	0	1	0	1	1
2012	anachronismos	3	3	0	1	0	1
2007	anakata2	3	3	0	1	0	1
2017	Anakin12	1	0	1	0	1	1
2011	Anakronistisk	1	1	0	1	0	1
2019	AnalAnalfabeten	1	0	1	0	1	2
2020	AnalAnalfabeten	8	0	8	0	1	1
2020	analking	2	2	0	1	0	1
2021	analking	1	0	1	0	1	2
2022	analking	15	0	15	0	1	3
2021	Analytiker1975	1	0	1	0	1	1
2012	analytiskmarxist	1	0	1	0	1	1
2019	Anamnemesis	1	0	1	0	1	1
2009	ananaswasistdas	1	1	0	1	0	1
2011	Anarchy4Sweden	1	1	0	1	0	1
2021	anarquisten	1	0	1	0	1	1
2021	anayla	2	0	2	0	1	1
2016	Anbelanga	2	0	2	0	1	1
2016	anbo1987	1	0	1	0	1	2
2018	anbo1987	4	0	4	0	1	3
2019	anbo1987	2	0	2	0	1	1
2015	Ancient-Lurker	1	0	1	0	1	1
2010	Anckarström	1	1	0	1	0	1
2010	anders_judge	5	5	0	1	0	1
2011	anders_judge	2	2	0	1	0	2
2014	Anders-Lundgren	13	0	13	0	1	1
2015	Anders-Lundgren	14	0	14	0	1	2
2014	andersaanderssona	1	0	1	0	1	2
2015	andersaanderssona	3	0	3	0	1	3
2016	andersaanderssona	1	0	1	0	1	4
2020	andersaanderssona	1	1	0	1	0	1
2020	Andersdamaan	1	0	1	0	1	1
2018	AndersEklund	2	0	2	0	1	1
2015	AndersM79	3	0	3	0	1	2
2017	AndersM79	2	0	2	0	1	3
2018	AndersM79	1	0	1	0	1	4
2021	AndersM79	1	0	1	0	1	1
2019	Anderson.Cooper	1	0	1	0	1	1
2021	AndersPersson99	1	0	1	0	1	1
2022	AndersPersson99	9	0	9	0	1	2
2022	AndersStenberg	1	0	1	0	1	1
2020	AndersTengell	4	0	4	0	1	1
2012	andesr	1	0	1	0	1	2
2013	andesr	4	1	3	0.25	0.75	1
2012	Andiders	1	1	0	1	0	1
2022	andledningen	3	1	2	0.3333333333	0.6666666667	1
2018	AndMod	1	0	1	0	1	1
2010	Andraandningen	3	3	0	1	0	2
2011	Andraandningen	3	3	0	1	0	3
2012	Andraandningen	1	1	0	1	0	4
2014	Andraandningen	2	1	1	0.5	0.5	1
2009	andreas110	1	1	0	1	0	1
2012	andreasmm	1	1	0	1	0	3
2013	andreasmm	1	1	0	1	0	1
2015	andreasmm	2	0	2	0	1	2
2008	Andrei Rublyov	5	5	0	1	0	1
2022	AndrejAksakov	2	0	2	0	1	1
2009	Andremask	3	3	0	1	0	2
2014	Andremask	1	0	1	0	1	1
2006	Androas	1	0	1	0	1	1
2016	andromedi	2	0	2	0	1	1
2013	AndyMcCoy	1	0	1	0	1	1
2014	AndyMcCoy	1	0	1	0	1	2
2019	AndyMcCoy	1	0	1	0	1	3
2010	Anemon	9	5	4	0.5555555556	0.4444444444	1
2011	Anemon	3	0	3	0	1	2
2017	anenome	3	0	3	0	1	1
2018	anenome	3	0	3	0	1	2
2017	angelfuck666	1	0	1	0	1	2
2021	angelfuck666	1	0	1	0	1	1
2008	Änglatofs	2	2	0	1	0	1
2018	Angleone	2	0	2	0	1	1
2016	AngryHorse	1	0	1	0	1	1
2014	Angrykid665	1	0	1	0	1	1
2015	AnikkiStrom	1	0	1	0	1	1
2014	anitramane	1	0	1	0	1	1
2013	anjer2	1	0	1	0	1	1
2010	anjoh66	1	1	0	1	0	2
2014	anjoh66	1	0	1	0	1	1
2020	anka12345	1	0	1	0	1	1
2020	ankademiker	1	0	1	0	1	1
2021	ankademiker	3	0	3	0	1	2
2022	ankademiker	11	0	11	0	1	3
2014	ankalina	4	4	0	1	0	1
2010	Ankan23	4	4	0	1	0	1
2006	Ankdammsman	12	12	0	1	0	10
2007	Ankdammsman	18	18	0	1	0	7
2008	Ankdammsman	3	3	0	1	0	9
2009	Ankdammsman	2	2	0	1	0	6
2010	Ankdammsman	2	1	1	0.5	0.5	3
2011	Ankdammsman	1	0	1	0	1	8
2012	Ankdammsman	3	3	0	1	0	11
2014	Ankdammsman	2	0	2	0	1	1
2016	Ankdammsman	1	0	1	0	1	5
2019	Ankdammsman	2	0	2	0	1	4
2021	Ankdammsman	2	1	1	0.5	0.5	2
2007	ÅnkelGunnar	1	1	0	1	0	2
2010	ÅnkelGunnar	5	3	2	0.6	0.4	1
2009	Ankia	1	1	0	1	0	2
2010	Ankia	1	1	0	1	0	1
2011	Anklagare	5	5	0	1	0	1
2022	ankylosaurus	1	0	1	0	1	1
2013	anna_83	1	1	0	1	0	1
2018	Anna.75	3	0	3	0	1	1
2021	AnnaDea	3	0	3	0	1	1
2022	annanmedlems	1	0	1	0	1	1
2017	Annanuki	1	0	1	0	1	1
2019	Annasvensson32	3	0	3	0	1	1
2012	AnnaTroberg	19	3	16	0.1578947368	0.8421052632	1
2022	annica, sthlm	1	0	1	0	1	1
2020	AnnikaLundmark	3	0	3	0	1	1
2008	Annoj	1	1	0	1	0	1
2022	AnnoyedDuDe	1	0	1	0	1	1
2022	Anomalon	1	0	1	0	1	1
2017	Anon-wiki	1	0	1	0	1	1
2019	anon00	1	1	0	1	0	1
2014	Anon2	1	0	1	0	1	1
2018	anongoldfish	1	0	1	0	1	1
2018	anonn	1	0	1	0	1	3
2020	anonn	1	0	1	0	1	1
2021	anonn	1	0	1	0	1	2
2007	Anonym läsare	1	1	0	1	0	1
2013	Anonym-tack	1	0	1	0	1	1
2014	Anonym-tack	5	0	5	0	1	2
2015	Anonym-tack	2	0	2	0	1	3
2014	anonym.hedonist	4	0	4	0	1	1
2013	anonym747	1	1	0	1	0	1
2014	AnonymAcronym	1	1	0	1	0	1
2014	Anonymare	2	0	2	0	1	1
2021	Anonymare	2	0	2	0	1	2
2016	AnonymFegis2	1	1	0	1	0	1
2022	AnonymKostym	2	0	2	0	1	1
2015	anonymous73	1	0	1	0	1	1
2011	AnonymousSmurf	1	1	0	1	0	2
2012	AnonymousSmurf	6	4	2	0.6666666667	0.3333333333	3
2013	AnonymousSmurf	1	1	0	1	0	1
2012	Anonymvillvaradet	5	5	0	1	0	1
2011	Anonymxxx	2	2	0	1	0	1
2019	anothe	2	0	2	0	1	3
2020	anothe	1	0	1	0	1	1
2021	anothe	1	0	1	0	1	2
2016	another-devil	1	0	1	0	1	1
2017	another-devil	6	0	6	0	1	2
2021	anotherpieceofmeat	11	0	11	0	1	1
2015	anpejada	5	0	5	0	1	1
2014	anså	3	0	3	0	1	1
2021	AnsvaravsnA	7	0	7	0	1	1
2022	AnsvaravsnA	2	0	2	0	1	2
2010	AnsvarigUppviglare	1	1	0	1	0	1
2006	ant	1	1	0	1	0	1
2015	ant'	2	0	2	0	1	1
2009	Antaeus	1	1	0	1	0	1
2017	Antagonist88	2	0	2	0	1	1
2004	anteD	1	1	0	1	0	1
2014	anteri17	1	0	1	0	1	1
2018	anteri17	1	0	1	0	1	2
2017	Antex	2	0	2	0	1	2
2021	Antex	1	0	1	0	1	1
2015	Anthology	3	1	2	0.3333333333	0.6666666667	1
2010	Anti-Mises	1	1	0	1	0	2
2011	Anti-Mises	1	1	0	1	0	5
2012	Anti-Mises	1	1	0	1	0	7
2014	Anti-Mises	2	0	2	0	1	1
2015	Anti-Mises	2	0	2	0	1	3
2016	Anti-Mises	2	0	2	0	1	4
2017	Anti-Mises	1	0	1	0	1	6
2022	anti-pesto	1	0	1	0	1	1
2022	anti-psy-ops	1	0	1	0	1	1
2013	Anti-Rasist	5	5	0	1	0	1
2021	Anti-WOG	1	0	1	0	1	1
2018	Antidemokretin	1	0	1	0	1	2
2019	Antidemokretin	1	0	1	0	1	1
2009	Antidot	1	1	0	1	0	1
2012	antifascistisk	2	0	2	0	1	1
2015	Antifeminizten	1	0	1	0	1	1
2020	AntiFlag	1	0	1	0	1	1
2011	Antifog	2	1	1	0.5	0.5	1
2019	Antifragil	1	0	1	0	1	1
2015	AntiHBTQMovement	4	0	4	0	1	1
2021	antiinflammation	2	0	2	0	1	1
2013	AntiKike	1	0	1	0	1	1
2019	AntiKike	1	0	1	0	1	2
2015	antilife	1	0	1	0	1	1
2018	antilife	1	0	1	0	1	2
2017	Antimental	1	1	0	1	0	1
2021	antiqoole	1	0	1	0	1	1
2016	antischemetischm	3	0	3	0	1	1
2020	antisocial666	3	3	0	1	0	1
2016	antisocialist	3	0	3	0	1	1
2021	AntiSthlm2022	2	0	2	0	1	1
2011	antitotaliterian	2	0	2	0	1	2
2012	antitotaliterian	4	4	0	1	0	3
2014	antitotaliterian	2	1	1	0.5	0.5	1
2015	Antivalent	3	0	3	0	1	2
2016	Antivalent	1	0	1	0	1	3
2017	Antivalent	1	0	1	0	1	4
2018	Antivalent	1	0	1	0	1	5
2020	Antivalent	2	1	1	0.5	0.5	1
2022	Antivalent	2	0	2	0	1	6
2022	Antivaxxer	2	0	2	0	1	1
2020	Antligenhemma2019	3	0	3	0	1	1
2011	Anton1996	27	14	13	0.5185185185	0.4814814815	1
2018	antonerik	1	0	1	0	1	2
2019	antonerik	2	0	2	0	1	1
2010	Anusbananus	3	3	0	1	0	1
2011	Anusbananus	3	3	0	1	0	2
2015	Anusiktet	3	0	3	0	1	1
2016	Anusiktet	1	0	1	0	1	2
2022	Anvandareutannamn	1	0	1	0	1	1
2010	anvandarnamn62	1	0	1	0	1	1
2021	anwe8	1	0	1	0	1	1
2013	anyoneatall	1	0	1	0	1	1
2020	Anywhan	1	1	0	1	0	1
2010	aothai	1	1	0	1	0	1
2021	ap0	1	0	1	0	1	1
2018	ApacheStrike	1	0	1	0	1	1
2010	Apanage	1	1	0	1	0	1
2021	ApanApansson.	1	0	1	0	1	1
2016	apankalle	1	0	1	0	1	1
2017	apankalle	1	0	1	0	1	2
2022	Apanluktardiesel	1	0	1	0	1	1
2007	apanola II	2	2	0	1	0	8
2009	apanola II	4	4	0	1	0	7
2013	apanola II	1	1	0	1	0	1
2014	apanola II	2	0	2	0	1	2
2015	apanola II	1	0	1	0	1	4
2016	apanola II	1	0	1	0	1	6
2017	apanola II	1	0	1	0	1	9
2019	apanola II	1	0	1	0	1	5
2021	apanola II	4	0	4	0	1	3
2020	Apansiktet	1	0	1	0	1	1
2012	aparatjik	1	1	0	1	0	2
2013	aparatjik	1	0	1	0	1	1
2019	ApatiskPerson	1	1	0	1	0	1
2012	Apefirmativeaction	3	3	0	1	0	1
2018	apelsinhimlen	2	0	2	0	1	1
2021	APFSDS	1	0	1	0	1	1
2010	ApocisM	1	1	0	1	0	1
2021	ApodemusSylvaticus	3	0	3	0	1	1
2017	Apologist	1	0	1	0	1	1
2016	Apotea	1	0	1	0	1	1
2019	appael	3	0	3	0	1	1
2013	Applejacks	18	17	1	0.9444444444	0.0555555556	1
2014	Applejacks	2	1	1	0.5	0.5	2
2015	Applejacks	1	1	0	1	0	3
2016	Applejacks	1	1	0	1	0	4
2011	Application	2	2	0	1	0	1
2018	apricate	4	1	3	0.25	0.75	1
2009	Aproev	1	1	0	1	0	1
2009	aqqt	2	2	0	1	0	1
2014	AQUABOI	1	1	0	1	0	1
2013	Aquaglycerine	2	0	2	0	1	1
2021	aquaman1	3	0	3	0	1	1
2022	aquaman1	9	0	9	0	1	2
2015	Aquaracer	1	0	1	0	1	1
2014	Aquino	8	3	5	0.375	0.625	1
2010	Aragon	1	1	0	1	0	1
2011	Aragon	2	2	0	1	0	2
2009	Arahant	3	3	0	1	0	1
2016	araka	2	0	2	0	1	3
2019	araka	8	0	8	0	1	2
2021	araka	4	0	4	0	1	1
2022	araka	1	0	1	0	1	4
2017	Aramir2	2	0	2	0	1	2
2020	Aramir2	4	0	4	0	1	1
2022	Aramir2	11	0	11	0	1	3
2009	Arbetarbroder	2	2	0	1	0	4
2011	Arbetarbroder	1	1	0	1	0	5
2014	Arbetarbroder	1	0	1	0	1	1
2015	Arbetarbroder	4	0	4	0	1	2
2016	Arbetarbroder	1	0	1	0	1	3
2017	Arbetarbroder	4	1	3	0.25	0.75	6
2014	arbeteochbostad	1	0	1	0	1	1
2017	arbetet	1	0	1	0	1	4
2018	arbetet	10	0	10	0	1	5
2019	arbetet	5	0	5	0	1	3
2020	arbetet	13	1	12	0.0769230769	0.9230769231	1
2021	arbetet	6	0	6	0	1	2
2022	arbetet	1	0	1	0	1	6
2021	Arbetsskygg	1	0	1	0	1	1
2015	Arboga-Conny	1	0	1	0	1	1
2016	arbogaerik	1	0	1	0	1	1
2007	Arcane	3	3	0	1	0	4
2008	Arcane	1	1	0	1	0	6
2009	Arcane	1	1	0	1	0	3
2011	Arcane	1	0	1	0	1	5
2013	Arcane	2	0	2	0	1	1
2019	Arcane	1	0	1	0	1	2
2022	Arcane	2	0	2	0	1	7
2016	Archibald51	2	2	0	1	0	1
2016	Archloch	1	0	1	0	1	1
2012	ArcoCortLimes	4	3	1	0.75	0.25	1
2020	arcsin	2	0	2	0	1	1
2021	arcsin	8	0	8	0	1	2
2007	Arctic Man	1	1	0	1	0	1
2022	ardathbey	1	1	0	1	0	1
2014	area50	2	0	2	0	1	1
2016	area50	1	0	1	0	1	2
2022	area50	1	0	1	0	1	3
2021	Aregak	1	0	1	0	1	1
2015	arered	1	0	1	0	1	1
2014	Aretha	5	0	5	0	1	1
2018	AreYouBack	5	0	5	0	1	3
2020	AreYouBack	2	0	2	0	1	1
2021	AreYouBack	6	0	6	0	1	2
2016	argaangelica	1	0	1	0	1	4
2018	argaangelica	6	0	6	0	1	5
2019	argaangelica	2	0	2	0	1	3
2020	argaangelica	1	0	1	0	1	1
2021	argaangelica	4	0	4	0	1	2
2022	argaangelica	3	0	3	0	1	6
2017	ArgBlattePostar	1	0	1	0	1	1
2014	ArgIdiot	2	0	2	0	1	1
2014	Argus-eyed	4	0	4	0	1	1
2016	Argus-eyed	1	0	1	0	1	2
2021	Argusbrillor	1	0	1	0	1	1
2020	ArgusOne	12	0	12	0	1	1
2021	ArgusOne	1	0	1	0	1	2
2022	ArgusOne	2	0	2	0	1	3
2010	Ari.Gold	3	3	0	1	0	1
2019	aribert	2	0	2	0	1	1
2022	aribert	1	0	1	0	1	2
2022	Ariskaprinsessan	6	0	6	0	1	1
2016	Aristides	11	0	11	0	1	1
2007	Aristotélēs	1	1	0	1	0	5
2008	Aristotélēs	5	5	0	1	0	6
2009	Aristotélēs	1	1	0	1	0	4
2010	Aristotélēs	2	2	0	1	0	3
2013	Aristotélēs	1	1	0	1	0	1
2014	Aristotélēs	1	0	1	0	1	2
2008	Aritzo	3	3	0	1	0	1
2011	arjon	1	0	1	0	1	1
2019	Arkade	1	0	1	0	1	1
2021	arkeofuturisten	1	0	1	0	1	1
2022	arkeofuturisten	5	3	2	0.6	0.4	2
2015	Arkhamist	8	0	8	0	1	2
2016	Arkhamist	4	0	4	0	1	3
2017	Arkhamist	1	0	1	0	1	4
2021	Arkhamist	9	0	9	0	1	1
2007	Arkhon	2	2	0	1	0	1
2013	Arkiater	9	9	0	1	0	1
2014	Arkiater	14	4	10	0.2857142857	0.7142857143	3
2015	Arkiater	18	2	16	0.1111111111	0.8888888889	4
2016	Arkiater	3	0	3	0	1	5
2018	Arkiater	1	0	1	0	1	6
2020	Arkiater	1	0	1	0	1	2
2007	Arkie	1	1	0	1	0	1
2022	arkiebiskop	1	0	1	0	1	1
2019	Arlamorgon	1	0	1	0	1	1
2021	armatura	2	0	2	0	1	1
2015	ArnautDaniel	1	1	0	1	0	1
2007	Arne Bajse	1	1	0	1	0	2
2021	Arne Bajse	2	0	2	0	1	1
2021	Arne..	1	0	1	0	1	1
2017	Arne.Anka	1	0	1	0	1	2
2019	Arne.Anka	1	0	1	0	1	1
2013	arnebanka	1	1	0	1	0	1
2022	Arnebrylenius	1	0	1	0	1	1
2009	ArneIII	1	1	0	1	0	4
2015	ArneIII	2	0	2	0	1	2
2016	ArneIII	2	0	2	0	1	3
2020	ArneIII	1	0	1	0	1	1
2022	ArneIII	1	0	1	0	1	5
2011	Arnold-	1	1	0	1	0	1
2013	Arnold15	1	1	0	1	0	1
2017	Arnold15	1	0	1	0	1	2
2014	arnold2k5	1	1	0	1	0	1
2019	Arnold666	1	0	1	0	1	1
2016	Arnstadokratin	2	0	2	0	1	1
2011	ArnVaj	1	0	1	0	1	1
2022	aroblin	4	0	4	0	1	1
2018	Aron	1	0	1	0	1	1
2022	Aron	1	0	1	0	1	2
2013	aronman	1	0	1	0	1	1
2020	arr	1	0	1	0	1	1
2021	arr	1	0	1	0	1	2
2021	ArrigoSacchi	2	0	2	0	1	1
2010	arsamiluk	8	8	0	1	0	1
2020	Arsenikarsle	1	0	1	0	1	1
2017	Arshy	2	0	2	0	1	1
2012	Arslen	1	0	1	0	1	1
2010	Artavazd	6	4	2	0.6666666667	0.3333333333	3
2011	Artavazd	7	2	5	0.2857142857	0.7142857143	4
2012	Artavazd	4	0	4	0	1	5
2013	Artavazd	1	0	1	0	1	1
2014	Artavazd	1	0	1	0	1	2
2009	Arthas	3	2	1	0.6666666667	0.3333333333	3
2010	Arthas	2	2	0	1	0	1
2011	Arthas	1	1	0	1	0	4
2015	Arthas	1	0	1	0	1	2
2022	arthjerna	1	0	1	0	1	1
2012	Arthur Dent	2	2	0	1	0	3
2018	Arthur Dent	2	0	2	0	1	2
2020	Arthur Dent	1	0	1	0	1	1
2019	ArthurDayne	1	0	1	0	1	1
2018	ArthurMorgan	1	0	1	0	1	2
2019	ArthurMorgan	1	0	1	0	1	1
2021	artigas	1	0	1	0	1	1
2020	Artsdoktor	1	0	1	0	1	1
2021	Artsdoktor	1	0	1	0	1	2
2011	ArturoBandini	2	2	0	1	0	2
2012	ArturoBandini	2	2	0	1	0	3
2015	ArturoBandini	1	0	1	0	1	1
2010	artwood	3	3	0	1	0	1
2005	Arvid Riddare	3	3	0	1	0	1
2020	Arvid-Kriklund	2	0	2	0	1	1
2010	arvidandersson	1	1	0	1	0	1
2008	aryan_utophia	1	1	0	1	0	2
2012	aryan_utophia	1	0	1	0	1	3
2013	aryan_utophia	4	0	4	0	1	1
2017	Aryan80	1	0	1	0	1	1
2015	As-33-15-4-p	1	1	0	1	0	1
2016	As-33-15-4-p	1	0	1	0	1	3
2017	As-33-15-4-p	1	0	1	0	1	4
2019	As-33-15-4-p	1	0	1	0	1	2
2008	Åsa-Nietzsche	1	1	0	1	0	4
2009	Åsa-Nietzsche	1	1	0	1	0	2
2010	Åsa-Nietzsche	1	1	0	1	0	1
2011	Åsa-Nietzsche	1	1	0	1	0	3
2012	Åsa-Nietzsche	1	1	0	1	0	5
2016	asamera	1	0	1	0	1	1
2022	Asb3rger1337	1	0	1	0	1	1
2016	ascheberg	1	0	1	0	1	1
2012	asdf1	8	8	0	1	0	3
2013	asdf1	1	0	1	0	1	1
2015	asdf1	1	0	1	0	1	2
2012	asdfg12	1	1	0	1	0	1
2017	asdfghjklzxcvbnm	2	1	1	0.5	0.5	4
2018	asdfghjklzxcvbnm	2	0	2	0	1	5
2019	asdfghjklzxcvbnm	6	0	6	0	1	3
2020	asdfghjklzxcvbnm	3	0	3	0	1	1
2021	asdfghjklzxcvbnm	1	0	1	0	1	2
2022	asdhundrafog	1	0	1	0	1	1
2014	AsellusBorealis	1	0	1	0	1	1
2020	Asensgammaldags	1	0	1	0	1	1
2015	Asfas	7	0	7	0	1	1
2018	Asgard82	2	0	2	0	1	1
2022	Asgard82	2	0	2	0	1	2
2017	Ash-hadu	3	0	3	0	1	1
2019	Ashtaroth2	5	0	5	0	1	2
2020	Ashtaroth2	7	0	7	0	1	1
2010	Ask.why	1	1	0	1	0	1
2011	Ask.why	4	2	2	0.5	0.5	2
2013	Askabara	1	1	0	1	0	1
2015	Askenar	1	0	1	0	1	1
2021	AskMeAboutJesus	1	0	1	0	1	1
2021	askungen	1	0	1	0	1	1
2015	Askydra	1	0	1	0	1	1
2020	Asmodeusvult	1	0	1	0	1	1
2021	Asmodeusvult	3	0	3	0	1	2
2022	Asmodeusvult	1	0	1	0	1	3
2012	asocialstyrelsen	1	0	1	0	1	1
2009	aspera	12	12	0	1	0	1
2007	Aspie	1	1	0	1	0	1
2011	Aspsusa	1	1	0	1	0	2
2020	Aspsusa	1	0	1	0	1	1
2011	Assa2010	1	0	1	0	1	1
2012	Assa2010	1	1	0	1	0	2
2020	Assault12	1	0	1	0	1	1
2021	assignment	1	0	1	0	1	1
2010	Astair	2	2	0	1	0	1
2021	Astrid79	1	0	1	0	1	1
2014	Astrobiologi	1	0	1	0	1	1
2014	astronom021	1	1	0	1	0	1
2017	Astrorbit	2	0	2	0	1	1
2014	Asylbaronen	1	0	1	0	1	1
2015	Asylbaronen	1	0	1	0	1	2
2020	at0m3n	1	0	1	0	1	1
2021	at0m3n	3	1	2	0.3333333333	0.6666666667	2
2011	at3ist	2	0	2	0	1	1
2014	Atarax.	1	1	0	1	0	1
2019	athia	1	0	1	0	1	1
2010	atila	2	2	0	1	0	1
2012	atila	1	1	0	1	0	2
2010	Atlantean	1	1	0	1	0	1
2011	Atlantean	2	2	0	1	0	2
2015	ATLANTIC-AQUA	5	0	5	0	1	1
2006	Atlantis	1	1	0	1	0	1
2018	Atlasboken	1	0	1	0	1	2
2021	Atlasboken	1	0	1	0	1	1
2019	AtlasShrugged	6	0	6	0	1	1
2018	Atmosfaer	1	0	1	0	1	1
2014	Atomist	2	0	2	0	1	1
2014	atreyeri	1	0	1	0	1	1
2015	att	1	0	1	0	1	1
2008	Attackbävern	1	1	0	1	0	1
2009	Attackliberal	7	7	0	1	0	1
2015	AttansNedrans	1	0	1	0	1	1
2015	AttCza	2	0	2	0	1	1
2014	Attributt	1	0	1	0	1	1
2009	ATY	2	2	0	1	0	1
2011	auchentoshan	2	2	0	1	0	1
2012	audio	1	1	0	1	0	2
2014	audio	4	0	4	0	1	1
2014	AudioPhilippe	1	0	1	0	1	1
2013	AudreyHorne	2	2	0	1	0	1
2013	Aulus	2	2	0	1	0	1
2016	Aurochs	2	0	2	0	1	1
2017	Aurochs	1	1	0	1	0	2
2007	AuronT	2	2	0	1	0	1
2008	AuronT	1	1	0	1	0	2
2008	Aurora Centauro	1	1	0	1	0	1
2012	Ausfahrt	1	0	1	0	1	1
2014	AusnahmeMensch	9	0	9	0	1	1
2017	AusnahmeMensch	1	0	1	0	1	2
2022	AusnahmeMensch	10	0	10	0	1	3
2017	AusSchlauch	3	0	3	0	1	1
2016	AussieRedMan	2	0	2	0	1	1
2021	Auswanderer	4	0	4	0	1	1
2013	AutDisceAutDiscede	2	0	2	0	1	1
2014	AutDisceAutDiscede	2	0	2	0	1	3
2015	AutDisceAutDiscede	23	0	23	0	1	5
2016	AutDisceAutDiscede	44	0	44	0	1	7
2017	AutDisceAutDiscede	26	0	26	0	1	8
2018	AutDisceAutDiscede	12	0	12	0	1	9
2019	AutDisceAutDiscede	63	0	63	0	1	6
2020	AutDisceAutDiscede	43	0	43	0	1	2
2021	AutDisceAutDiscede	28	0	28	0	1	4
2022	AutDisceAutDiscede	6	0	6	0	1	10
2012	AuticaMinore	2	0	2	0	1	7
2013	AuticaMinore	1	0	1	0	1	1
2014	AuticaMinore	2	0	2	0	1	3
2016	AuticaMinore	3	0	3	0	1	6
2019	AuticaMinore	6	0	6	0	1	5
2020	AuticaMinore	5	0	5	0	1	2
2021	AuticaMinore	43	0	43	0	1	4
2022	AuticaMinore	1	0	1	0	1	8
2017	Autismpower	1	0	1	0	1	1
2022	Autistfeminist	1	0	1	0	1	1
