verb2	abs	ipm
_total_	111	0.1368225698547076
visa	12	0.0147916291734819
dyka	9	0.011093721880111424
komma	7	0.008628450351197773
ta	6	0.00739581458674095
skämta	6	0.00739581458674095
infinna	3	0.003697907293370475
gå	3	0.003697907293370475
anlända	3	0.003697907293370475
föra	3	0.003697907293370475
sända	3	0.003697907293370475
använda	2	0.0024652715289136496
stanna	2	0.0024652715289136496
spela	2	0.0024652715289136496
sätta	2	0.0024652715289136496
skina	2	0.0024652715289136496
hålla	2	0.0024652715289136496
svara	2	0.0024652715289136496
fira	2	0.0024652715289136496
äta	2	0.0024652715289136496
besöka	2	0.0024652715289136496
samarbeta	2	0.0024652715289136496
titta	2	0.0024652715289136496
jaga	1	0.0012326357644568248
skatta	1	0.0012326357644568248
arrangera	1	0.0012326357644568248
brista	1	0.0012326357644568248
ange	1	0.0012326357644568248
stjäla	1	0.0012326357644568248
sammansluta	1	0.0012326357644568248
agera	1	0.0012326357644568248
köra	1	0.0012326357644568248
öppna	1	0.0012326357644568248
värma	1	0.0012326357644568248
snurra	1	0.0012326357644568248
somna	1	0.0012326357644568248
släppa	1	0.0012326357644568248
röra	1	0.0012326357644568248
falla	1	0.0012326357644568248
dela	1	0.0012326357644568248
höra	1	0.0012326357644568248
lunka	1	0.0012326357644568248
bestämma	1	0.0012326357644568248
sänka	1	0.0012326357644568248
driva	1	0.0012326357644568248
vara	1	0.0012326357644568248
resa	1	0.0012326357644568248
kissa	1	0.0012326357644568248
återvända	1	0.0012326357644568248
parkera	1	0.0012326357644568248
mäta	1	0.0012326357644568248
lyfta	1	0.0012326357644568248
glömma	1	0.0012326357644568248
lägga	1	0.0012326357644568248
föröka	1	0.0012326357644568248
