period	total	v1abs	v2abs	v1rel	v2rel	v1ipm	v2ipm
2003	0	0	0	NaN	NaN	0.0	0.0
2004	0	0	0	NaN	NaN	0.0	0.0
2005	2	0	2	0.0000000000	1.0000000000	0.0	0.00860651091070841
2006	2	0	2	0.0000000000	1.0000000000	0.0	0.004263123985624286
2007	6	0	6	0.0000000000	1.0000000000	0.0	0.009449623559126125
2008	2	0	2	0.0000000000	1.0000000000	0.0	0.0032115850918085155
2009	6	0	6	0.0000000000	1.0000000000	0.0	0.010114320171751677
2010	2	0	2	0.0000000000	1.0000000000	0.0	0.004853479602583404
2011	2	0	2	0.0000000000	1.0000000000	0.0	0.00554486882205791
2012	5	0	5	0.0000000000	1.0000000000	0.0	0.01721683665033138
2013	3	0	3	0.0000000000	1.0000000000	0.0	0.014439547170409971
2014	4	0	4	0.0000000000	1.0000000000	0.0	0.028871257612854407
2015	3	0	3	0.0000000000	1.0000000000	0.0	0.03377946891310944
2016	1	0	1	0.0000000000	1.0000000000	0.0	0.01563480888822625
2017	2	0	2	0.0000000000	1.0000000000	0.0	0.03249080242242325
2018	1	0	1	0.0000000000	1.0000000000	0.0	0.01768341092342489
2019	0	0	0	NaN	NaN	0.0	0.0
2020	0	0	0	NaN	NaN	0.0	0.0
2021	0	0	0	NaN	NaN	0.0	0.0
2022	0	0	0	NaN	NaN	0.0	0.0
