"word"	"Totalt"	"SVT nyheter 2004"	"SVT nyheter 2005"	"SVT nyheter 2006"	"SVT nyheter 2007"	"SVT nyheter 2008"	"SVT nyheter 2009"	"SVT nyheter 2010"	"SVT nyheter 2011"	"SVT nyheter 2012"	"SVT nyheter 2013"	"SVT nyheter 2014"	"SVT nyheter 2015"	"SVT nyheter 2016"	"SVT nyheter 2017"	"SVT nyheter 2018"	"SVT nyheter 2019"	"SVT nyheter 2020"	"SVT nyheter 2021"	"SVT nyheter 2022"	"SVT nyheter 2023"
"fortsätter att dyka"	"14"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"2"	"0"	"3"	"0"	"1"	"2"	"2"	"1"	"0"
"fortsätter att regera"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"6"	"1"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"1"
"fortsätter att släppa"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"2"	"0"	"2"	"2"	"1"	"1"	"3"	"0"	"0"
"fortsätter att rusa"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"1"	"0"	"0"	"0"	"0"	"2"	"4"	"2"
"fortsätter att pumpa"	"13"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"2"	"2"	"0"	"1"	"0"	"0"	"2"	"1"	"0"	"1"	"1"	"1"	"0"
"fortsätter att planera"	"13"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"2"	"4"	"0"	"1"	"0"
"fortsätter att sända"	"13"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"2"
"fortsätter att förhandla"	"13"	"0"	"0"	"0"	"1"	"0"	"1"	"4"	"0"	"1"	"0"	"0"	"3"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"
"fortsätter att stötta"	"13"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"3"	"1"	"0"	"3"	"0"	"1"	"0"
"fortsätter att splittra"	"13"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"4"	"1"	"0"	"2"	"0"
"fortsätter att förhöra"	"13"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"1"	"3"	"0"	"2"	"1"	"1"	"1"	"0"	"0"	"0"
"fortsätter att storspela"	"12"	"2"	"0"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"0"	"0"	"0"
"fortsätter att bevaka"	"12"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"3"	"1"	"1"	"2"	"0"	"0"	"1"	"0"
"fortsätter att oroa"	"12"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"3"	"1"	"0"	"0"
"fortsätter att fånga"	"12"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"2"	"1"	"1"	"2"	"0"	"0"	"1"	"0"	"1"	"0"
"fortsätter att handla"	"12"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"2"	"0"	"2"	"1"	"1"	"1"
"fortsätter att agera"	"12"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"3"	"0"	"2"	"0"	"1"	"1"	"1"	"0"
"fortsätter att tro"	"12"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"4"	"0"	"2"	"1"	"0"	"0"	"2"	"0"	"0"	"0"
"fortsätter att snöa"	"11"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"4"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"
"fortsätter att kontrollera"	"11"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"3"	"1"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"
"fortsätter att kosta"	"11"	"0"	"0"	"2"	"0"	"1"	"0"	"2"	"0"	"1"	"0"	"3"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"fortsätter att lämna"	"11"	"0"	"0"	"0"	"2"	"2"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"
"fortsätter att bedriva"	"11"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"3"	"2"	"1"	"0"	"1"
"fortsätter att höja"	"11"	"0"	"0"	"0"	"0"	"2"	"0"	"3"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"
"fortsätter att fråga"	"11"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"2"	"0"	"0"	"1"	"0"	"1"	"0"	"1"
"fortsätter att hjälpa"	"11"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"3"	"0"	"0"	"1"	"3"
"fortsätter att återhämta"	"11"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"3"	"1"	"0"
"fortsätter att ticka"	"11"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"2"	"2"	"0"	"2"	"0"	"1"	"0"	"0"	"1"	"0"
"fortsätter att ske"	"11"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"0"	"0"	"3"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"
"fortsätter att försvara"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"3"	"2"	"4"	"0"	"0"	"0"	"0"	"1"	"0"
"fortsätter att välja"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"3"	"2"	"2"	"0"	"1"	"1"	"0"	"0"	"0"
"fortsätter att fascinera"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"1"	"0"	"4"	"0"	"0"	"1"	"1"
"fortsätter att strida"	"10"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"0"
"fortsätter att avancera"	"10"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"2"	"1"
"fortsätter att vräka"	"10"	"0"	"0"	"0"	"2"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"fortsätter att skrälla"	"10"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"3"	"1"	"0"	"1"	"0"
"fortsätter att dröja"	"10"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"2"	"2"	"0"	"1"	"1"	"0"	"0"
"fortsätter att testa"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"2"	"1"	"0"	"0"	"1"	"2"	"0"
"fortsätter att skaka"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"3"	"2"	"0"	"1"	"1"	"0"	"0"	"1"
"fortsätter att hitta"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"4"	"0"	"0"	"1"
"fortsätter att analysera"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"2"	"2"	"0"	"0"
"fortsätter att kartlägga"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"2"	"0"	"3"	"2"	"0"	"0"	"0"	"0"	"0"
"fortsätter att spöka"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"0"	"1"	"0"	"1"	"1"	"2"	"1"	"0"	"0"
"fortsätter att spåra"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"4"	"2"	"0"	"0"	"0"	"0"	"1"
"fortsätter att studera"	"9"	"0"	"2"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"fortsätter att tjäna"	"9"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"1"
"fortsätter att hota"	"9"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"
"fortsätter att bo"	"9"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"3"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"
"fortsätter att anlita"	"9"	"0"	"0"	"1"	"0"	"0"	"0"	"3"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"
"fortsätter att avråda"	"9"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"6"	"0"	"1"	"0"
"fortsätter att fokusera"	"9"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"2"	"0"	"0"	"0"
"fortsätter att bekämpa"	"9"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"3"	"0"	"0"	"1"	"0"	"1"
"fortsätter att genomföra"	"9"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"fortsätter att diskutera"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"3"	"0"	"2"	"0"	"0"	"0"
"fortsätter att eskalera"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"0"
"fortsätter att lida"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"1"	"2"	"0"	"0"	"0"	"1"	"1"	"1"
"fortsätter att brinna"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"3"	"0"	"1"	"0"	"2"	"0"	"0"	"1"
"fortsätter att blockera"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"2"	"5"
"fortsätter att trilla"	"8"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"3"	"0"	"1"	"0"	"0"	"0"
"fortsätter att blanda"	"8"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"0"
"fortsätter att svänga"	"8"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"1"	"0"	"0"	"0"
"fortsätter att krypa"	"8"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"
"fortsätter att krångla"	"8"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"3"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"fortsätter att förfölja"	"8"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"2"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"
"fortsätter att sänka"	"8"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"fortsätter att räkna"	"8"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"
"fortsätter att dö"	"8"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"1"	"1"	"1"	"0"	"0"
"fortsätter att förbrylla"	"8"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"3"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"
"fortsätter att utmärka"	"8"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"3"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"0"
"fortsätter att kasta"	"8"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"2"	"0"	"0"
"fortsätter att nå"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"0"	"0"	"2"	"0"
"fortsätter att glänsa"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"2"	"1"	"1"	"1"	"0"	"0"
"fortsätter att bomba"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"2"	"0"
"fortsätter att prioritera"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"2"	"0"	"1"	"1"
"fortsätter att utmana"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"2"	"1"	"0"	"1"	"0"	"1"
"fortsätter att rekrytera"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"1"
"fortsätter att lyfta"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"2"	"0"	"1"	"1"	"0"	"0"	"1"
"fortsätter att vädja"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"2"	"2"	"1"
"fortsätter att prägla"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"2"	"2"
"fortsätter att skära"	"7"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"fortsätter att simma"	"7"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"
"fortsätter att presentera"	"7"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"
"fortsätter att möta"	"7"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"0"
"fortsätter att döma"	"7"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"3"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"fortsätter att utföra"	"7"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"1"	"0"
"fortsätter att smälta"	"7"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"
"fortsätter att förbättra"	"7"	"0"	"0"	"0"	"1"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"
"fortsätter att sköta"	"7"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"
"fortsätter att motsätta"	"7"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"0"
"fortsätter att knacka"	"7"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"
"fortsätter att avvisa"	"7"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"fortsätter att välla"	"7"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"
"fortsätter att trycka"	"7"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"
"fortsätter att tala"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"0"
"fortsätter att protestera"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"2"	"0"	"0"	"0"	"0"
"fortsätter att lamslå"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"2"	"0"
"fortsätter att kritisera"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"
"fortsätter att försvinna"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"2"	"0"
"fortsätter att demonstrera"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"
"fortsätter att äta"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"
"fortsätter att läsa"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"1"	"0"
"fortsätter att skada"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"1"	"1"	"1"	"0"
"fortsätter att sikta"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"0"
"fortsätter att fiska"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"2"	"0"	"1"	"0"	"1"	"0"	"0"	"0"
"fortsätter att övervaka"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	"0"
"fortsätter att beskriva"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"0"
"fortsätter att mäta"	"6"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"fortsätter att inspirera"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"
"fortsätter att förbereda"	"6"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"
"fortsätter att strejka"	"6"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"1"	"0"	"0"	"0"	"0"
"fortsätter att riva"	"6"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"
"fortsätter att låta"	"6"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"0"
"fortsätter att tillverka"	"6"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"1"
"fortsätter att skaffa"	"6"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"3"	"0"	"0"	"1"	"0"
"fortsätter att informera"	"6"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"0"
"fortsätter att anställa"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"
"fortsätter att öppna"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"2"
"fortsätter att generera"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"2"	"0"	"0"	"0"	"0"
"fortsätter att kandidera"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"fortsätter att fylla"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"
"fortsätter att upprepa"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"
"fortsätter att svara"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"3"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"
"fortsätter att fly"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"0"	"1"	"0"	"0"	"0"
"fortsätter att bromsa"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"2"
"fortsätter att stapla"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"2"	"0"	"0"
"fortsätter att rösta"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"0"
"fortsätter att erbjuda"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"
"fortsätter att avveckla"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"
"fortsätter att fira"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"2"	"0"
"fortsätter att tiga"	"5"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"
"fortsätter att segla"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"
"fortsätter att öva"	"5"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"
"fortsätter att kamma"	"5"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"
"fortsätter att hagla"	"5"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"
"fortsätter att dala"	"5"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"
"fortsätter att be"	"5"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"
"fortsätter att strunta"	"5"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"fortsätter att tynga"	"5"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"
"fortsätter att smitta"	"5"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"
"fortsätter att droppa"	"5"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"
"fortsätter att delta"	"5"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"0"
"fortsätter att skylla"	"5"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"0"
