word	Totalt		SVT nyheter 2004	SVT nyheter 2005	SVT nyheter 2006	SVT nyheter 2007	SVT nyheter 2008	SVT nyheter 2009	SVT nyheter 2010	SVT nyheter 2011	SVT nyheter 2012	SVT nyheter 2013	SVT nyheter 2014	SVT nyheter 2015	SVT nyheter 2016	SVT nyheter 2017	SVT nyheter 2018	SVT nyheter 2019	SVT nyheter 2020	SVT nyheter 2021	SVT nyheter 2022	SVT nyheter 2023
kommer att framföra	70		0	1	2	2	3	3	4	2	3	2	5	6	10	6	1	1	2	9	4	4
kommer att bedriva	69		0	0	0	1	2	2	3	5	1	0	5	6	4	5	7	5	9	6	5	3
kommer att hyra	68		1	0	2	3	3	7	3	3	1	2	7	5	7	6	3	6	2	2	3	2
kommer att leta	68		0	1	1	0	3	2	2	5	1	7	11	3	8	4	3	5	1	6	3	2
kommer att återuppta	67		0	2	3	3	6	5	1	2	1	4	5	3	9	1	5	2	5	3	4	3
kommer att förstöra	67		0	1	2	1	2	2	3	3	1	11	7	7	4	7	3	5	2	2	2	2
kommer att analysera	67		0	0	0	1	2	1	1	0	2	4	3	9	4	4	4	12	12	3	4	1
kommer att störa	66		1	1	1	2	1	6	6	3	6	3	5	5	3	3	2	2	4	4	7	1
kommer att hänga	66		0	1	0	0	1	3	2	3	4	3	2	8	6	5	6	6	5	6	4	1
Kommer att bli	66		0	0	0	0	0	2	4	1	2	2	2	7	7	4	3	5	11	3	8	5
kommer att fullfölja	65		0	1	1	5	1	4	3	2	1	2	2	9	8	2	5	7	6	3	2	1
kommer att tillsätta	64		0	0	0	1	3	0	2	3	3	8	4	4	9	4	5	3	6	1	5	3
kommer att bryta	63		1	0	2	0	2	3	8	2	3	3	7	8	4	2	5	5	2	1	3	2
kommer att döma	63		0	1	3	2	1	3	4	6	0	3	2	5	7	3	7	6	1	2	6	1
kommer att försvåra	63		0	0	0	3	1	4	2	2	7	1	4	4	6	7	1	3	5	2	6	5
kommer att vittna	62		0	1	3	0	2	3	7	5	2	6	1	2	3	9	10	3	2	0	3	0
kommer att respektera	62		0	0	0	0	1	3	2	3	3	2	5	3	5	6	4	4	6	6	4	5
kommer att utse	61		2	1	0	2	6	0	2	1	4	3	2	2	11	3	4	2	5	5	6	0
kommer att vänta	61		0	2	0	0	1	3	2	4	3	4	4	5	4	7	2	4	3	6	2	5
kommer att springa	60		0	3	0	0	1	1	4	2	2	5	4	7	7	3	5	3	5	5	1	2
kommer att publicera	60		0	3	1	0	0	5	5	2	1	2	2	2	3	6	14	4	3	4	1	2
kommer att tvinga	59		0	1	0	3	2	6	2	5	2	3	1	8	7	4	5	1	4	2	2	1
kommer att förstå	58		0	2	2	4	3	2	4	1	2	2	2	5	5	4	5	5	3	3	3	1
kommer att plocka	58		0	1	0	1	1	4	2	5	2	4	7	5	5	3	3	7	2	4	1	1
kommer att förhandla	57		0	1	1	0	1	2	1	1	2	7	10	2	4	8	6	5	1	2	1	2
kommer att uppgå	56		1	3	1	2	4	5	5	6	4	2	5	5	3	1	4	1	1	1	1	1
kommer att redovisa	56		1	2	2	2	3	2	8	3	2	1	3	4	5	1	4	2	6	2	0	3
kommer att veta	56		0	1	1	1	0	1	2	3	0	2	2	7	4	8	6	3	3	5	4	3
kommer att skärpa	55		0	2	3	3	3	2	2	7	3	3	4	2	4	3	4	4	2	2	2	0
kommer att begå	54		0	0	1	4	1	1	1	4	6	0	5	6	2	3	2	8	3	4	2	1
kommer att uppleva	54		0	0	0	0	1	0	1	2	8	2	6	5	4	7	2	4	4	4	3	1
kommer att anpassa	53		0	0	1	3	2	2	1	6	2	0	3	8	3	4	2	2	4	2	7	1
kommer att stämma	52		0	2	2	2	4	3	2	2	1	4	4	6	2	5	7	0	2	2	2	0
kommer att förlänga	52		0	2	1	3	0	1	2	0	1	4	4	8	2	6	0	3	5	5	3	2
kommer att variera	52		0	1	0	2	1	0	2	4	4	3	2	3	5	5	4	5	4	6	0	1
kommer att trycka	52		0	1	0	0	1	0	3	0	3	2	7	2	6	8	5	3	4	1	5	1
kommer att studera	52		0	1	1	1	2	2	1	3	0	2	3	4	14	1	3	4	2	5	2	1
kommer att sträcka	52		0	1	1	0	0	6	2	2	1	3	2	4	4	8	6	3	2	2	4	1
Kommer att överklaga	52		0	0	2	0	0	0	2	0	0	4	2	3	5	8	6	4	5	3	5	3
kommer att pryda	52		0	0	0	0	1	6	1	5	2	1	2	3	6	10	7	4	2	1	1	0
kommer att sjunga	51		0	2	0	1	1	0	0	1	0	5	3	5	9	4	8	6	0	2	3	1
kommer att regna	51		0	1	1	1	0	3	4	1	3	2	4	4	2	3	5	9	3	2	2	1
kommer att tillhöra	51		0	0	2	3	0	3	4	3	1	4	4	4	4	2	4	6	1	1	3	2
kommer att ringa	50		0	0	2	0	0	2	1	0	4	1	3	2	9	2	4	5	5	4	4	2
kommer att bojkotta	49		0	6	0	2	1	2	2	2	3	6	4	1	2	4	3	4	1	1	4	1
kommer att riva	49		0	0	4	0	3	3	1	1	2	2	3	3	14	3	2	3	2	3	0	0
kommer att segra	48		1	1	1	2	1	1	1	5	3	3	2	2	5	3	2	3	1	2	7	2
kommer att övervaka	48		0	1	1	0	3	1	1	3	1	1	3	8	4	6	3	3	3	0	5	1
kommer att låna	48		0	1	2	1	3	0	2	0	2	3	3	7	6	5	1	7	1	0	3	1
kommer att skilja	48		0	0	0	1	3	0	3	3	1	1	5	2	5	3	5	0	6	8	1	1
kommer att avveckla	47		0	1	0	0	0	1	4	2	1	4	0	3	7	6	4	4	4	3	3	0
Kommer att ta	47		0	0	2	1	1	1	0	1	0	1	0	6	9	6	3	6	4	1	3	2
kommer att försämra	47		0	0	1	5	3	5	0	1	3	3	5	3	10	4	1	2	0	1	0	0
kommer att prägla	46		1	1	0	1	1	2	2	4	1	3	4	7	3	2	1	5	4	2	1	1
kommer att simma	46		0	2	1	0	2	6	1	1	1	4	2	2	2	4	2	5	1	4	4	2
kommer att nyanställa	46		0	2	4	5	1	4	1	3	6	1	3	6	4	2	1	1	1	0	1	0
kommer att forsätta	46		0	1	0	0	2	1	4	2	2	1	2	2	5	8	6	3	2	0	3	2
kommer att läsa	46		0	0	1	0	1	1	2	2	3	2	3	5	7	6	7	3	0	0	2	1
kommer att anlända	46		0	0	0	0	2	1	2	0	3	2	5	7	2	3	3	1	5	4	6	0
kommer att skänka	45		1	4	0	0	1	0	1	1	0	2	0	5	6	1	3	3	7	4	3	3
kommer att investera	45		0	0	3	2	4	0	1	3	1	1	3	4	9	5	4	2	2	1	0	0
kommer att smälta	45		0	0	0	0	0	3	3	2	0	2	2	2	3	3	10	6	3	3	2	1
kommer att möjliggöra	44		0	0	0	2	0	2	1	0	1	1	4	1	5	1	10	5	4	3	3	1
kommer att fixa	44		0	0	0	0	0	0	0	5	2	2	1	10	6	0	6	3	1	1	4	3
kommer att rekommendera	43		0	1	1	1	1	3	1	0	5	1	4	4	4	6	4	1	3	3	0	0
kommer att övergå	43		0	0	0	3	2	0	3	0	0	4	1	2	2	3	5	5	8	4	1	0
kommer att orka	42		0	1	1	0	0	1	1	2	1	0	7	6	4	5	4	2	2	0	5	0
kommer att lätta	42		0	1	0	0	0	2	2	0	1	4	3	2	3	6	1	0	8	4	5	0
kommer att kolla	42		0	1	0	0	0	0	2	0	1	2	2	5	11	1	5	2	6	0	1	3
kommer att hindra	42		0	0	1	0	4	2	2	1	2	2	5	2	5	7	2	0	4	0	3	0
kommer att bedöma	42		0	0	0	0	1	2	1	1	1	2	3	2	5	8	5	6	1	2	2	0
kommer att efterträda	41		0	2	3	1	1	1	1	1	4	4	2	3	3	5	0	3	3	3	1	0
kommer att avstå	41		0	1	3	2	2	1	1	0	1	0	1	1	9	1	5	3	4	1	2	3
kommer att väga	41		0	0	1	1	3	2	0	4	3	0	2	3	6	3	2	3	2	5	1	0
kommer att etablera	41		0	0	1	1	1	0	3	1	1	1	9	2	0	4	8	2	1	0	6	0
kommer att komplettera	41		0	0	0	1	0	2	3	3	1	1	6	5	3	3	5	2	1	4	1	0
kommer att klarna	41		0	0	0	1	2	0	3	4	3	4	3	4	0	5	2	2	3	3	2	0
kommer att avvakta	40		1	0	1	0	1	1	2	1	5	3	6	1	4	6	0	4	3	0	0	1
kommer att jaga	40		0	3	0	1	0	2	2	1	2	6	2	6	2	2	2	1	3	1	3	1
kommer att uppmana	40		0	1	2	1	3	2	1	1	1	0	4	6	4	8	3	2	0	1	0	0
kommer att skydda	40		0	1	0	1	0	1	0	3	1	3	1	6	3	4	0	0	2	4	8	2
kommer att uppskatta	40		0	0	1	0	0	2	0	3	1	2	5	4	3	7	2	4	1	2	1	2
kommer att uppfylla	40		0	0	1	1	4	4	3	1	4	2	2	3	0	2	5	0	5	1	2	0
kommer att placera	40		0	0	0	1	1	2	1	3	1	4	2	8	5	4	1	0	2	1	4	0
kommer att mista	39		0	1	3	1	1	5	1	0	7	1	4	1	3	1	0	4	2	1	2	1
kommer att lansera	39		0	0	1	0	0	1	3	2	5	1	3	3	6	4	3	1	3	2	1	0
kommer att hävda	39		0	0	1	0	2	1	0	1	2	7	5	2	3	5	3	1	2	2	0	2
kommer att uppnå	38		0	1	2	0	0	0	3	0	1	0	3	8	4	2	4	1	2	2	2	3
kommer att fälla	38		0	0	1	0	1	1	2	2	0	3	9	2	3	1	2	8	1	2	0	0
kommer att löpa	38		0	0	0	2	1	2	0	2	1	1	2	8	2	6	2	5	3	1	0	0
kommer att patrullera	38		0	0	0	0	2	0	1	0	2	3	1	6	5	4	2	7	3	0	1	1
kommer att förse	38		0	0	0	0	0	2	1	1	2	2	9	4	1	3	1	3	4	1	1	3
kommer att frysa	37		0	1	1	1	0	2	3	0	3	1	2	0	6	1	6	3	1	3	2	1
kommer att återhämta	37		0	0	1	0	0	3	3	1	1	2	1	1	1	4	7	3	3	2	3	1
kommer att spendera	37		0	0	1	0	1	4	2	2	4	2	0	4	4	3	2	2	4	2	0	0
kommer att hoppa	37		0	0	0	1	2	1	1	1	0	2	3	2	5	4	2	3	2	2	5	1
kommer att uppdatera	37		0	0	0	0	2	0	3	2	1	2	1	3	1	1	3	3	7	4	3	1
kommer att smälla	37		0	0	0	0	2	0	4	0	1	2	5	2	3	0	7	3	5	0	2	1
kommer att funka	37		0	0	0	0	1	0	1	0	0	7	3	3	2	4	4	4	4	2	0	2
kommer att vaccinera	37		0	0	0	0	0	7	0	1	0	1	0	0	1	0	0	2	4	18	3	0
kommer att lysa	37		0	0	0	0	0	1	0	1	1	0	8	0	1	10	2	1	6	1	4	1
kommer att tillbringa	36		1	0	0	1	4	1	2	0	0	2	3	4	4	3	2	2	4	0	2	1
kommer att koncentrera	36		0	2	1	1	1	6	3	2	4	2	2	3	4	2	2	0	0	0	1	0
kommer att varsla	36		0	1	0	3	5	10	1	1	2	3	0	1	2	0	0	4	2	1	0	0
kommer att rätta	36		0	1	0	2	2	0	0	2	0	4	2	1	5	7	1	5	0	2	2	0
kommer att löna	36		0	1	1	2	0	2	1	0	1	2	2	3	10	3	1	2	3	0	2	0
kommer att direktsända	36		0	1	0	2	0	0	3	3	5	1	3	2	2	2	4	2	6	0	0	0
kommer att offentliggöra	36		0	0	4	0	0	0	2	2	0	0	3	3	10	4	2	4	1	0	1	0
kommer att våga	36		0	0	1	0	4	1	1	2	1	2	1	1	5	3	2	4	5	1	1	1
kommer att uttala	35		0	2	0	0	0	2	1	3	1	1	2	2	5	3	4	4	1	1	2	1
kommer att belasta	35		0	2	2	0	3	4	2	1	0	2	1	3	3	4	1	2	2	2	1	0
kommer att säkerställa	35		0	1	0	0	0	0	0	3	1	3	2	2	1	6	4	3	2	2	4	1
kommer att hämta	35		0	0	1	1	1	4	0	3	1	1	0	3	5	5	3	0	3	2	0	2
kommer att finna	34		1	1	0	1	3	1	1	1	5	3	4	3	0	1	2	3	1	0	2	1
kommer att flyta	34		0	2	0	1	0	0	3	2	0	2	3	2	7	2	1	3	2	2	2	0
kommer att ångra	34		0	0	3	0	0	1	1	1	0	2	0	9	0	1	4	4	2	1	3	2
kommer att straffa	34		0	0	1	0	0	1	1	3	3	1	4	3	3	1	4	3	1	3	1	1
kommer att knacka	34		0	0	1	0	1	2	1	0	0	2	5	2	2	7	2	2	1	3	3	0
kommer att säkra	34		0	0	0	1	1	2	1	0	2	0	2	3	2	4	2	2	5	2	1	4
kommer att framgå	34		0	0	0	0	2	2	2	3	0	1	2	3	4	3	7	0	2	2	1	0
kommer att äta	34		0	0	0	0	1	0	3	2	0	5	4	2	4	3	3	2	2	0	2	1
kommer att lida	33		0	1	0	0	2	2	1	3	1	1	2	10	3	1	0	1	2	1	2	0
kommer att begränsa	33		0	1	2	0	3	2	1	1	2	2	3	0	2	1	2	1	6	1	2	1
kommer att åtgärda	33		0	0	1	1	1	2	1	2	0	1	2	3	2	3	1	6	0	2	5	0
kommer att konkurrera	33		0	0	1	3	4	1	2	4	0	3	1	3	0	4	4	0	1	2	0	0
kommer att överlämna	32		0	1	0	1	2	2	4	1	0	1	2	2	3	3	5	2	1	2	0	0
kommer att snöa	32		0	1	0	1	0	1	1	0	2	0	0	5	2	5	6	4	1	2	1	0
kommer att dricka	32		0	1	1	3	0	5	1	4	0	5	0	0	0	3	2	4	2	0	1	0
kommer att bestrida	32		0	1	1	2	1	2	0	2	1	2	0	2	5	4	5	0	1	0	3	0
kommer att bekosta	32		0	1	1	1	3	2	0	1	4	1	4	1	4	1	2	4	1	1	0	0
kommer att utspela	32		0	0	1	0	2	2	2	1	2	0	0	4	1	4	5	4	1	0	2	1
kommer att kliva	32		0	0	1	0	0	1	1	0	0	4	2	6	4	1	2	3	0	3	2	2
kommer att överstiga	32		0	0	0	0	1	2	3	3	3	5	3	0	1	2	3	2	1	2	1	0
kommer att fråga	31		0	1	1	0	0	1	0	3	2	0	3	6	1	5	1	1	1	4	1	0
kommer att avslöja	31		0	1	0	0	0	3	3	2	0	0	1	2	6	3	2	1	2	2	3	0
kommer att tillkomma	31		0	0	1	0	2	1	0	0	1	1	3	8	3	3	1	3	1	3	0	0
kommer att älska	31		0	0	0	1	0	0	1	0	2	8	1	2	3	5	0	2	3	3	0	0
kommer att sticka	31		0	0	0	0	3	2	1	0	3	0	0	1	5	1	2	6	3	1	3	0
kommer att anordna	31		0	0	0	0	3	0	2	0	2	3	3	3	0	0	3	5	5	0	2	0
kommer att överväga	31		0	0	0	0	0	1	2	2	0	2	1	6	3	2	2	3	2	0	5	0
kommer att gilla	31		0	0	0	0	0	0	2	2	1	2	7	5	3	1	1	2	0	2	2	1
kommer att utlysa	30		1	0	2	1	3	0	3	0	1	3	8	4	0	1	0	1	1	1	0	0
kommer att stöta	30		0	1	1	0	2	1	2	0	1	1	3	1	4	3	1	2	4	0	3	0
kommer att protestera	30		0	1	0	2	0	3	3	1	0	2	4	1	5	2	2	0	1	0	3	0
kommer att ingripa	30		0	1	0	1	0	1	4	4	1	6	2	1	2	5	0	1	1	0	0	0
kommer att utmana	30		0	0	0	1	0	1	0	2	1	1	1	2	4	4	1	5	1	3	1	2
kommer att upptäcka	30		0	0	0	1	0	3	3	1	0	0	4	5	2	3	1	2	3	1	0	1
kommer att må	30		0	0	0	1	0	1	0	1	0	1	2	3	4	5	3	1	2	1	3	2
kommer att rasa	30		0	0	0	0	2	5	3	1	1	1	0	3	2	1	3	3	1	4	0	0
kommer att åtala	30		0	0	0	0	1	3	4	4	0	3	5	1	2	3	1	0	1	1	0	1
kommer att uppmärksamma	30		0	0	0	0	1	1	0	0	1	1	2	2	1	6	2	1	1	1	9	1
kommer att turnera	30		0	0	0	0	1	1	1	2	2	0	3	4	3	3	6	2	0	1	1	0
Kommer att vara	30		0	0	0	0	0	0	1	1	0	0	1	1	2	3	3	1	11	2	3	1
kommer att krympa	29		0	3	1	0	1	0	3	3	3	0	1	1	3	0	0	3	3	1	3	0
kommer att sysselsätta	29		0	2	0	3	1	4	2	2	0	2	1	4	4	0	1	1	1	1	0	0
kommer att likna	29		0	2	1	1	0	1	0	2	0	3	3	0	2	4	4	1	2	2	1	0
kommer att tveka	29		0	1	1	1	0	2	3	1	0	6	2	0	3	2	0	2	1	2	1	1
kommer att vika	29		0	0	1	1	0	0	0	2	0	5	1	2	2	1	4	1	3	1	4	1
kommer att blockera	29		0	0	1	1	2	0	2	0	3	1	2	2	3	5	1	1	1	0	2	2
kommer att cykla	29		0	0	0	1	0	1	0	1	0	1	0	8	4	2	7	2	1	1	0	0
kommer att bekämpa	28		1	0	0	0	0	3	5	2	1	2	1	0	4	3	1	2	1	1	0	1
kommer att avbryta	28		0	0	2	3	2	0	1	0	0	1	4	3	2	2	4	1	0	2	1	0
kommer att bevilja	28		0	0	1	1	2	1	1	1	2	1	1	3	1	4	2	1	2	2	2	0
kommer att slippa	28		0	0	0	1	1	1	3	1	1	3	3	4	0	4	2	0	3	1	0	0
kommer att fly	28		0	0	0	1	0	3	1	1	4	3	0	4	2	1	1	0	1	1	3	2
kommer att spricka	28		0	0	0	0	2	5	3	1	2	2	3	1	1	1	1	1	3	0	1	1
kommer att förekomma	28		0	0	0	0	0	0	4	0	4	0	0	0	2	6	1	5	3	1	1	1
kommer att läka	28		0	0	0	0	0	0	2	1	3	1	1	3	0	3	2	5	1	4	2	0
kommer att skära	27		0	1	0	1	1	7	0	1	0	2	2	2	2	1	1	4	0	0	1	1
kommer att engagera	27		0	0	1	1	0	3	1	2	1	0	1	5	2	4	4	1	0	1	0	0
kommer att backa	27		0	0	0	1	0	0	0	1	0	3	1	1	3	2	5	2	3	2	3	0
kommer att kompensera	27		0	0	0	0	3	1	2	2	0	4	2	0	3	2	4	0	1	0	2	1
kommer att återuppstå	27		0	0	0	0	1	2	0	1	2	5	0	2	5	2	1	1	1	2	2	0
kommer att finansiera	27		0	0	0	0	1	2	0	0	1	2	2	4	4	3	1	1	1	1	4	0
kommer att eskalera	27		0	0	0	0	0	0	1	0	1	1	4	3	3	1	2	3	2	1	3	2
kommer att inse	26		0	3	1	0	0	2	0	0	1	3	2	2	1	3	1	0	4	1	0	2
kommer att regera	26		0	1	2	0	0	0	0	0	0	1	4	4	1	2	2	0	1	8	0	0
kommer att gästa	26		0	1	0	0	0	1	1	0	2	1	2	3	5	2	3	2	0	1	1	1
kommer att tacka	26		0	0	1	0	1	1	1	1	1	0	2	2	1	3	3	2	2	4	1	0
kommer att lugna	26		0	0	1	0	1	1	2	1	2	3	1	3	0	0	3	1	1	2	3	1
kommer att försena	26		0	0	1	1	0	0	0	3	2	2	2	4	4	0	2	1	0	1	2	1
Kommer att få	26		0	0	0	0	0	0	0	0	2	2	1	4	2	1	0	4	4	3	3	0
kommer att njuta	25		0	1	0	1	0	0	0	0	0	0	1	2	1	2	3	6	2	3	2	1
kommer att gräva	25		0	1	0	2	1	1	0	0	0	1	1	3	2	3	1	4	0	3	1	1
kommer att framträda	25		0	1	1	0	1	0	3	4	3	0	0	1	4	3	0	2	2	0	0	0
kommer att vägra	25		0	0	1	1	2	0	0	1	1	3	1	4	2	3	2	0	2	0	0	2
kommer att pendla	25		0	0	1	0	0	2	2	0	2	3	1	1	3	2	2	4	2	0	0	0
kommer att demonstrera	25		0	0	0	2	1	0	1	1	2	5	2	5	3	2	0	1	0	0	0	0
kommer att kasta	25		0	0	0	1	2	1	1	0	1	1	2	4	2	3	0	2	1	1	1	2
kommer att fördela	25		0	0	0	0	2	4	0	0	0	0	1	3	3	2	3	2	3	1	1	0
kommer att avlasta	25		0	0	0	0	1	1	2	1	0	1	0	4	3	4	2	0	1	4	0	1
kommer att bemanna	25		0	0	0	0	0	1	0	0	0	0	4	5	2	4	1	2	1	2	2	1
kommer att peka	25		0	0	0	0	0	0	2	4	0	3	3	2	5	0	2	1	1	1	1	0
kommer att skaka	24		0	2	1	0	0	0	0	1	0	1	3	5	3	2	1	3	1	0	1	0
kommer att öva	24		0	1	0	0	0	0	3	0	0	0	2	1	3	4	4	2	0	0	2	2
kommer att strejka	24		0	0	1	0	2	0	1	1	1	2	0	1	2	2	0	3	3	1	2	2
kommer att inta	24		0	0	1	0	1	1	2	1	1	2	2	0	2	2	1	4	2	0	2	0
kommer att bosätta	24		0	0	1	0	0	1	2	1	0	2	1	4	5	3	0	3	1	0	0	0
kommer att kommunicera	24		0	0	0	1	1	0	0	0	3	1	0	1	3	1	0	1	5	5	1	1
kommer att besegra	24		0	0	0	0	2	1	1	2	0	1	1	2	2	0	1	2	8	1	0	0
kommer att rekrytera	24		0	0	0	0	1	1	0	0	2	2	1	3	2	6	5	0	1	0	0	0
kommer att insjukna	24		0	0	0	0	1	4	0	2	0	3	2	2	2	1	0	1	3	3	0	0
kommer att tillta	23		0	1	1	0	1	1	0	1	2	0	4	3	1	3	1	1	1	1	1	0
kommer att kretsa	23		0	1	0	1	0	1	0	0	4	0	2	2	2	2	3	1	0	1	0	3
kommer att plana	23		0	0	1	1	2	1	1	1	0	2	1	1	1	6	1	2	1	0	0	1
Kommer att kosta	23		0	0	1	0	0	0	1	1	0	1	0	6	2	2	3	0	2	1	1	2
kommer att företräda	23		0	0	1	0	3	1	0	0	2	3	1	0	0	4	4	3	0	0	1	0
kommer att förbereda	23		0	0	1	0	0	1	1	0	2	0	2	2	5	1	3	0	1	1	3	0
kommer att förklara	23		0	0	0	3	0	1	1	3	0	2	2	0	2	5	1	2	0	1	0	0
kommer att bero	23		0	0	0	2	0	0	2	0	1	1	1	5	2	1	2	0	4	2	0	0
kommer att tillverka	23		0	0	0	1	0	1	2	1	0	3	1	3	3	6	0	1	0	0	0	1
kommer att häva	23		0	0	0	1	0	0	1	0	0	2	4	2	4	1	3	0	1	2	1	1
kommer att pressa	22		0	2	0	1	1	1	0	1	0	0	2	1	4	2	1	3	1	2	0	0
kommer att välkomna	22		0	1	0	1	0	0	0	0	1	0	0	2	1	3	1	2	1	4	4	1
kommer att upprepa	22		0	1	1	3	1	0	1	1	1	1	0	3	3	2	1	1	0	0	2	0
kommer att underteckna	22		0	1	1	0	1	3	0	0	0	2	2	2	2	2	5	1	0	0	0	0
kommer att ifrågasätta	22		0	1	0	0	0	1	2	0	2	3	0	2	3	2	0	3	0	0	3	0
kommer att förhålla	22		0	1	1	0	0	0	0	0	0	2	1	3	2	0	2	2	2	2	4	0
kommer att bromsa	22		0	1	0	2	0	0	1	1	0	0	3	1	3	1	1	2	0	2	3	1
kommer att nominera	22		0	0	1	0	0	0	2	2	1	1	0	1	4	2	3	3	2	0	0	0
kommer att samverka	22		0	0	0	1	0	1	0	0	0	0	3	1	0	2	6	2	2	3	1	0
kommer att fånga	22		0	0	0	1	0	0	0	1	2	0	3	3	5	1	0	0	2	1	3	0
kommer att inrymma	22		0	0	0	0	1	0	1	0	0	1	0	1	5	5	4	1	0	1	2	0
kommer att förfölja	22		0	0	0	0	1	0	0	2	2	1	1	3	2	2	1	1	1	3	2	0
kommer att råka	22		0	0	0	0	0	2	0	2	2	2	1	2	1	0	4	3	0	3	0	0
kommer att samtala	22		0	0	0	0	0	1	0	1	1	0	3	2	2	2	1	0	0	5	2	2
kommer att rida	22		0	0	0	0	0	0	0	1	1	2	4	2	4	1	3	1	1	0	1	1
kommer att nappa	21		1	1	0	2	1	2	1	1	1	0	2	0	1	0	1	3	1	0	3	0
kommer att vila	21		0	1	0	2	0	2	1	3	1	1	0	2	2	1	2	2	0	0	1	0
kommer att trappa	21		0	1	0	0	0	1	1	0	0	1	2	5	2	3	0	2	0	2	1	0
kommer att motsvara	21		0	1	1	0	0	1	1	0	1	1	0	2	1	1	2	3	2	1	3	0
kommer att hedra	21		0	0	2	0	0	1	0	2	0	1	2	0	0	3	3	2	2	1	1	1
kommer att uppfatta	21		0	0	1	0	2	1	0	0	2	0	2	6	0	4	1	0	0	1	1	0
kommer att undvika	21		0	0	1	0	0	1	0	0	0	0	2	2	0	4	0	3	3	1	3	1
kommer att garantera	21		0	0	1	0	1	0	0	2	0	1	2	1	2	2	2	3	2	1	0	1
kommer att vänja	21		0	0	0	1	0	0	0	0	1	1	8	5	1	0	2	1	0	0	1	0
kommer att installera	21		0	0	0	1	0	1	1	1	1	1	1	3	2	1	2	3	0	1	2	0
kommer att förbjuda	21		0	0	0	1	2	0	0	0	1	1	1	1	0	2	1	3	0	3	3	2
kommer att föreläsa	21		0	0	0	0	3	0	1	0	0	2	3	2	2	4	1	2	0	0	0	1
kommer att avtjäna	21		0	0	0	0	2	1	0	1	1	1	1	2	2	1	3	2	2	1	0	1
kommer att revolutionera	20		0	1	1	0	0	1	0	0	0	3	2	0	1	0	5	3	1	2	0	0
kommer att mäta	20		0	1	0	1	0	0	0	1	0	0	2	5	1	1	4	0	3	0	1	0
kommer att avsäga	20		0	1	0	0	1	2	0	0	1	2	3	2	3	1	0	2	1	0	0	1
kommer att avsätta	20		0	0	0	0	2	0	1	0	0	1	1	1	0	2	4	6	0	1	1	0
kommer att fara	20		0	0	0	0	1	2	0	1	1	2	2	1	4	3	1	0	0	2	0	0
kommer att explodera	20		0	0	0	0	1	0	1	5	1	1	0	2	1	2	2	2	1	0	0	1
kommer att planera	20		0	0	0	0	0	1	0	0	0	0	0	2	0	2	0	4	5	3	1	2
kommer att invänta	20		0	0	0	0	0	0	1	0	2	2	0	1	0	1	2	2	0	5	3	1
kommer att inkludera	20		0	0	0	0	0	0	1	0	0	1	0	0	3	3	2	0	1	4	4	1
kommer att besvara	20		0	0	0	0	0	0	1	3	1	1	0	2	1	0	3	4	1	0	1	2
Kommer att fortsätta	20		0	0	0	0	0	0	0	1	1	0	0	0	2	4	4	1	2	1	2	2
kommer att lyda	19		1	0	0	0	0	3	4	1	1	0	1	1	0	2	1	1	3	0	0	0
kommer att utfärda	19		0	1	0	1	2	1	2	0	0	1	0	1	2	1	2	3	0	2	0	0
kommer att sova	19		0	1	0	1	1	0	0	0	0	0	1	0	1	3	2	1	2	1	3	2
kommer att hota	19		0	1	1	0	0	0	0	0	0	2	2	3	1	2	2	1	1	0	3	0
kommer att åberopa	19		0	0	3	2	0	3	1	2	1	0	0	0	0	3	2	0	1	1	0	0
kommer att tillkännage	19		0	0	1	0	2	2	0	2	0	1	0	2	3	1	2	0	1	0	1	1
kommer att intensifiera	19		0	0	1	0	1	1	0	2	2	0	2	3	1	0	0	3	1	2	0	0
kommer att fördubbla	19		0	0	0	2	1	2	0	1	1	1	1	1	1	0	5	0	0	1	2	0
kommer att vandra	19		0	0	0	1	0	0	1	0	0	2	2	1	2	4	4	0	0	1	1	0
kommer att släcka	19		0	0	0	1	0	1	1	0	0	1	3	1	1	1	4	1	1	2	1	0
kommer att motsätta	19		0	0	0	1	1	0	1	2	1	0	0	3	1	0	2	2	1	1	3	0
kommer att klinga	19		0	0	0	1	0	1	4	1	2	0	0	3	1	1	1	0	1	1	2	0
kommer att förvärra	19		0	0	0	1	0	1	0	0	1	0	2	2	3	1	2	1	1	3	1	0
kommer att dämpa	19		0	0	0	1	0	0	5	1	1	1	0	1	2	0	0	0	1	3	3	0
kommer att utbilda	19		0	0	0	0	4	0	0	0	0	0	1	2	0	4	2	0	4	0	2	0
kommer att ryka	19		0	0	0	0	2	0	3	2	0	1	0	3	2	0	3	0	0	0	2	1
kommer att svida	19		0	0	0	0	1	0	1	1	0	0	0	1	0	2	0	4	0	5	4	0
kommer att närma	19		0	0	0	0	0	2	1	0	1	1	2	3	0	0	2	3	2	1	1	0
kommer att skina	19		0	0	0	0	0	1	0	0	0	7	0	1	1	1	6	1	1	0	0	0
kommer att infinna	19		0	0	0	0	0	1	0	1	1	2	1	2	4	0	3	0	1	2	1	0
kommer att rinna	19		0	0	0	0	0	0	1	3	1	0	4	2	3	1	2	1	0	1	0	0
kommer att upprätthålla	19		0	0	0	0	0	0	0	4	3	2	1	0	0	4	2	0	2	1	0	0
