word	Totalt		SVT nyheter 2004	SVT nyheter 2005	SVT nyheter 2006	SVT nyheter 2007	SVT nyheter 2008	SVT nyheter 2009	SVT nyheter 2010	SVT nyheter 2011	SVT nyheter 2012	SVT nyheter 2013	SVT nyheter 2014	SVT nyheter 2015	SVT nyheter 2016	SVT nyheter 2017	SVT nyheter 2018	SVT nyheter 2019	SVT nyheter 2020	SVT nyheter 2021	SVT nyheter 2022	SVT nyheter 2023
börjar experimentera	2		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
börjar missköta	2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
börjar vingla	2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
börjar sponsra	2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
börjar inkräkta	2		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
börjar gnaga	2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
börjar sålla	2		0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar överväga	2		0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
börjar torna	2		0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
börjar samverka	2		0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
börjar mata	2		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
börjar lacka	2		0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar exploatera	2		0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
börjar halka	2		0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar böla	2		0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar återanställa	2		0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
börjar varsla	2		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
börjar uttrycka	2		0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
börjar streama	2		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
börjar smattra	2		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
börjar gäspa	2		0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
börjar förfalla	2		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
börjar bättra	2		0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
börjar vicka	2		0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
börjar utnyttja	2		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
börjar tugga	2		0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
börjar spärra	2		0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
börjar spy	2		0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
börjar spruta	2		0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
börjar spreta	2		0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
börjar skydda	2		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
börjar mota	2		0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
börjar gruppera	2		0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
börjar förverkliga	2		0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
börjar florera	2		0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
börjar bre	2		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
börjar vräka	2		0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
börjar varva	2		0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
börjar tömma	2		0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
börjar staka	2		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
börjar projektera	2		0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
börjar lagra	2		0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
börjar kapa	2		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
börjar informera	2		0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
börjar eskalera	2		0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
börjar breda	2		0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
börjar blockera	2		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
börjar accelerera	2		0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
börjar återinfinna	2		0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
börjar tatuera	2		0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
börjar svartna	2		0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
börjar krossa	2		0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
börjar vibrera	2		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
börjar svida	2		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
börjar sniffa	2		0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
börjar slira	2		0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
börjar knaka	2		0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
börjar framställa	2		0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
börjar forsla	2		0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
börjar blomstra	2		0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
börjar återta	2		0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
börjar återköpa	2		0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
börjar överlämna	2		0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
börjar värpa	2		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
börjar varna	2		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
börjar tackla	2		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
börjar skymta	2		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
börjar rädda	2		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
börjar parkera	2		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
börjar lita	2		0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
börjar digna	2		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
börjar debattera	2		0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
börjar avrätta	2		0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
börjar anta	2		0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
börjar anrika	2		0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
börjar utesluta	2		0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
börjar menstruera	2		0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
börjar vrida	2		0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
börjar utvinna	2		0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
börjar urarta	2		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
börjar svälja	2		0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
börjar sommarjobba	2		0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
börjar skina	2		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
börjar samåka	2		0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
börjar rämna	2		0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
börjar rucka	2		0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
börjar mixtra	2		0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
börjar klappa	2		0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
börjar förmultna	2		0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
börjar fixa	2		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
börjar dundra	2		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
börjar bojkotta	2		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
börjar amma	2		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
börjar återanvända	2		0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
börjar gömma	2		0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
börjar åtgärda	2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
börjar utföra	2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
börjar upphandla	2		0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
börjar tränga	2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
börjar svaja	2		0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
börjar studsa	2		0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
börjar sträcka	2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
börjar räcka	2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
börjar pynta	2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
börjar prestera	2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
börjar pipa	2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
börjar krampa	2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
börjar kommentera	2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
börjar kika	2		0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
börjar inta	2		0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
börjar gilla	2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
börjar förändra	2		0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
börjar fippla	2		0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
börjar bläddra	2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
börjar arta	2		0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
börjar utkräva	2		0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
börjar uppskatta	2		0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
börjar pilla	2		0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
börjar klänga	2		0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
börjar hälsa	2		0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
börjar bränna	2		0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
börjar belasta	2		0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
börjar vobbla	2		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
börjar stampa	2		0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
börjar skada	2		0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
börjar samspela	2		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
börjar ploga	2		0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
börjar organisera	2		0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
börjar nyttja	2		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
börjar lessna	2		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
börjar köa	2		0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
börjar jäsa	2		0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
börjar fräta	2		0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
börjar festa	2		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
börjar dominera	2		0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
börjar blekna	2		0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
börjar bearbeta	2		0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
börjar sexchatta	2		0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
börjar onanera	2		0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
börjar omsätta	2		0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
börjar härma	2		0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
börjar övervaka	2		0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
börjar uttala	2		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
börjar uppleva	2		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
börjar storgråta	2		0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
börjar rannsaka	2		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
börjar presentera	2		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
börjar kulminera	2		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
börjar knåda	2		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
börjar banka	2		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
börjar gnälla	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
börjar brista	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
börjar bekosta	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
börjar barra	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
börjar utgöra	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
börjar orsaka	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
börjar mumla	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
börjar misstänkliggöra	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
börjar förbjuda	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
börjar fortplanta	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
börjar baka	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
börjar tåga	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
börjar poppa	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
börjar gestikulera	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
börjar återställa	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
börjar återfå	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
börjar vifta	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
börjar sväva	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
börjar spana	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
börjar dunka	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
börjar bolma	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
börjar begränsa	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
börjar rensa	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
börjar lista	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
börjar bunkra	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
börjar ”	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
börjar sakna	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
börjar kompensera	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
börjar missa	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
börjar dippa	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
börjar övningsköra	1		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar serva	1		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar konstra	1		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar frakta	1		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar finansiera	1		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar definiera	1		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar bredda	1		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar anstränga	1		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar veckla	1		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar nyanställa	1		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar nonchalera	1		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar materialisera	1		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar färga	1		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar avskaffa	1		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar utåtagera	1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar tona	1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar svinga	1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar stagnera	1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar sanera	1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar publicera	1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar mobilisera	1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar lansera	1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar kombinera	1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar idka	1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar fånga	1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar drogtesta	1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar dallra	1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar bevattna	1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar anklaga	1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar allstå	1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar videofilma	1		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar vargmamma	1		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar stråla	1		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar reparera	1		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar precisera	1		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar pensionsspara	1		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar mucka	1		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar motivera	1		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar koldioxidmärka	1		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar fresta	1		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar överkonsumera	1		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar vinka	1		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar tulla	1		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar sms:a	1		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar slingra	1		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar ruilla	1		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar prostituera	1		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar kota	1		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar kalka	1		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar förekomma	1		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar belägga	1		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar behärska	1		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar överklaga	1		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar undervisa	1		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar tvåla	1		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar tillgripa	1		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar strida	1		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar skymfa	1		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar ruska	1		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar pyra	1		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar muddra	1		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar kommunalisera	1		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar kategorisera	1		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar hallucinera	1		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar fördela	1		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar funka	1		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar foga	1		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar fjärma	1		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar fingranska	1		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar fastanställa	1		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar e-handla	1		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar dåna	1		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar dribbla	1		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar blogga	1		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar återupprätta	1		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
börjar zappa	1		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
börjar värva	1		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
börjar snubbla	1		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
börjar småslira	1		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
börjar skjutsa	1		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
börjar sammarbeta	1		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
börjar röja	1		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
börjar ringla	1		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
börjar luckra	1		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
börjar kollapsa	1		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
börjar klistra	1		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
börjar klimatkompensera	1		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
börjar hungerstrejka	1		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
börjar duggregna	1		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
börjar coacha	1		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
börjar bortse	1		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
börjar avslöja	1		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
börjar vråla	1		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
börjar uppträdda	1		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
börjar tagga	1		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
börjar spendera	1		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
börjar rikta	1		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
börjar registrera	1		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
