word	Totalt		SVT nyheter 2004	SVT nyheter 2005	SVT nyheter 2006	SVT nyheter 2007	SVT nyheter 2008	SVT nyheter 2009	SVT nyheter 2010	SVT nyheter 2011	SVT nyheter 2012	SVT nyheter 2013	SVT nyheter 2014	SVT nyheter 2015	SVT nyheter 2016	SVT nyheter 2017	SVT nyheter 2018	SVT nyheter 2019	SVT nyheter 2020	SVT nyheter 2021	SVT nyheter 2022	SVT nyheter 2023
börjar landa	8		0	0	0	0	0	0	0	1	0	0	1	1	1	2	0	0	0	1	1	0
börjar kräva	8		0	0	0	0	0	0	0	1	1	1	0	2	1	0	1	0	0	0	1	0
börjar konsumera	8		0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	2	1	0
börjar etablera	8		0	0	0	0	0	0	0	1	0	1	0	2	0	0	1	1	0	0	2	0
börjar laga	8		0	0	0	0	0	0	0	0	1	3	0	1	0	1	1	0	0	0	1	0
börjar investera	8		0	0	0	0	0	0	0	0	1	1	0	0	1	0	3	1	0	0	1	0
börjar ske	8		0	0	0	0	0	0	0	0	0	1	1	1	1	2	0	0	1	1	0	0
börjar höra	8		0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	2	2	0	0	1
börjar behandla	8		0	0	0	0	0	0	0	0	0	0	1	1	1	3	0	1	1	0	0	0
börjar tveka	7		0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	1	0
börjar stå	7		0	1	0	0	0	0	0	0	0	1	1	0	0	1	2	0	0	1	0	0
börjar forma	7		0	1	0	0	1	0	0	0	0	0	2	0	1	0	1	1	0	0	0	0
börjar sippra	7		0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	0
börjar tjuta	7		0	0	0	1	0	0	0	0	0	3	0	0	0	2	1	0	0	0	0	0
börjar fokusera	7		0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	2	0	1	0	0
börjar distribuera	7		0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
börjar bubbla	7		0	0	0	1	0	2	0	0	0	0	0	2	0	1	0	0	1	0	0	0
börjar vika	7		0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	1
börjar ladda	7		0	0	0	0	1	0	0	0	0	0	2	0	1	2	1	0	0	0	0	0
börjar trampa	7		0	0	0	0	0	1	0	0	1	0	0	1	0	2	1	0	0	1	0	0
börjar smälla	7		0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	2	1	1	0
börjar töa	7		0	0	0	0	0	0	2	0	0	2	0	3	0	0	0	0	0	0	0	0
börjar tina	7		0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	1	2	0	0
börjar uppträda	7		0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	1	0
börjar hota	7		0	0	0	0	0	0	0	2	0	0	0	1	2	1	0	1	0	0	0	0
börjar rekrytera	7		0	0	0	0	0	0	0	1	0	0	0	1	1	1	2	1	0	0	0	0
börjar misstänka	7		0	0	0	0	0	0	0	1	0	0	1	0	2	0	2	0	0	0	0	1
börjar pressa	7		0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	1	1	0	0	1
börjar le	7		0	0	0	0	0	0	0	0	1	0	0	1	2	1	0	0	0	2	0	0
börjar glöda	7		0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	1	0	1	1
börjar svara	7		0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	2	0	2	0
börjar snusa	7		0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	2	1	0
börjar slarva	7		0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2	2	0	0
börjar pirra	7		0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	0	0	0	1	0
börjar packa	7		0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	2	0
börjar engagera	7		0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	2	0	0	0	0
börjar dala	7		0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	1	2
börjar tära	6		0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0
börjar uppvisa	6		0	0	1	0	0	0	0	0	0	1	0	2	1	0	0	1	0	0	0	0
börjar uppstå	6		0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0
börjar sänka	6		0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0
börjar nysta	6		0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0
börjar konkurrera	6		0	0	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0
börjar hålla	6		0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	2	0	0	1
börjar gro	6		0	0	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0
börjar sola	6		0	0	0	0	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0
börjar misströsta	6		0	0	0	0	0	1	1	2	0	1	0	1	0	0	0	0	0	0	0	0
börjar klia	6		0	0	0	0	0	1	0	1	0	0	2	1	0	1	0	0	0	0	0	0
börjar svika	6		0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	1	1	0
börjar pumpa	6		0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	1	1	0	0	0
börjar hagla	6		0	0	0	0	0	0	1	2	1	0	0	0	1	1	0	0	0	0	0	0
börjar skönja	6		0	0	0	0	0	0	0	1	0	0	0	2	0	1	1	0	1	0	0	0
börjar reagera	6		0	0	0	0	0	0	0	1	0	0	2	1	0	0	1	1	0	0	0	0
börjar skena	6		0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	1
börjar styra	6		0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	1	0	1	0
börjar lasta	6		0	0	0	0	0	0	0	0	0	1	0	1	1	0	2	0	1	0	0	0
börjar sakteliga	6		0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	1	0	0	0	0
börjar grilla	6		0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	1	0	0
börjar bekämpa	6		0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	1	0
börjar cirkulera	6		0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	1	0	0	0
börjar begå	6		0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	2	0	0
börjar sparka	6		0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	2	0	0
börjar vattna	6		0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	1	0
börjar spekulera	6		0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	3	0	0
börjar flåsa	6		0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	1	0	0
börjar svänga	6		0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	1
börjar självmedicinera	6		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0
börjar bjuda	5		0	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
börjar ljuga	5		0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0
börjar hänga	5		0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0
börjar utforska	5		0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0
börjar mäta	5		0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
börjar mogna	5		0	0	0	1	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0
börjar längta	5		0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0
börjar leda	5		0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0
börjar bestämma	5		0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0
börjar attackera	5		0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0
börjar skolka	5		0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1	0
börjar träffa	5		0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0
börjar skifta	5		0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0
börjar mullra	5		0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0
börjar ljuda	5		0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	1
börjar härja	5		0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0
börjar motionera	5		0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0
börjar uppmärksamma	5		0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0
börjar strejka	5		0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	1	0
börjar strama	5		0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	2	0	0	0	0
börjar slänga	5		0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0
börjar kommunicera	5		0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	1	0	0
börjar välja	5		0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0
börjar fiska	5		0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0
börjar slita	5		0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0
börjar skylla	5		0	0	0	0	0	0	0	0	1	2	0	0	1	1	0	0	0	0	0	0
börjar repetera	5		0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	1	0	0	0
börjar pendla	5		0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0
börjar koppla	5		0	0	0	0	0	0	0	0	1	0	1	2	0	0	1	0	0	0	0	0
börjar darra	5		0	0	0	0	0	0	0	0	1	1	0	2	1	0	0	0	0	0	0	0
börjar boka	5		0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0
börjar uppnå	5		0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	1	0	0	0
börjar blicka	5		0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0
börjar angripa	5		0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0
börjar rida	5		0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	0	0	0	0
börjar ramla	5		0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1
börjar krackelera	5		0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0
börjar drömma	5		0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0
börjar läka	5		0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0
börjar hugga	5		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0
börjar släcka	5		0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	0
börjar frige	4		0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar hamstra	4		0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
börjar forska	4		0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
börjar tanka	4		0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
börjar kretsa	4		0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
börjar kämpa	4		0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
börjar återvinna	4		0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
börjar stressa	4		0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1
börjar släpa	4		0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
börjar hacka	4		0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0
börjar öva	4		0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0
börjar tumma	4		0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2
börjar tillta	4		0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0
börjar stanna	4		0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
börjar slicka	4		0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0
börjar kompromissa	4		0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0
börjar jämna	4		0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0
börjar intervjua	4		0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0
börjar betrakta	4		0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0
börjar gapa	4		0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
börjar krångla	4		0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0
börjar bedriva	4		0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0
börjar splittra	4		0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0
börjar återkomma	4		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0
börjar rasa	4		0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1
börjar hjälpa	4		0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1
börjar rada	4		0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1
börjar utkristallisera	4		0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0
börjar utbilda	4		0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1
börjar smeka	4		0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0
börjar skruva	4		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0
börjar signalera	4		0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0
börjar rotera	4		0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0
börjar förfölja	4		0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0
börjar hamna	4		0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0
börjar uppfatta	4		0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0
börjar spränga	4		0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1
börjar importera	4		0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0
börjar bomba	4		0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0
börjar blanda	4		0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0
börjar avverka	4		0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0
börjar hata	4		0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0
börjar väga	4		0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0
börjar infinna	4		0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0
börjar protestera	4		0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0
börjar hyra	4		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3
börjar ägna	4		0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0
börjar utmana	4		0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0
börjar sortera	4		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0
börjar sladda	4		0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0
börjar medicinera	4		0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1
börjar hinna	4		0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0
börjar genomföra	4		0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1
börjar fotografera	4		0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0
börjar växla	4		0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0
börjar dämpa	4		0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0
börjar påminna	4		0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0
börjar positionera	4		0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0
börjar svalna	4		0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0
börjar begära	4		0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1
börjar bomma	4		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1
börjar vidta	3		1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
börjar avväpna	3		0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar marknadsföra	3		0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
börjar löna	3		0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
börjar värka	3		0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
börjar vissna	3		0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
börjar utsöndra	3		0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
börjar rosta	3		0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar vittra	3		0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
börjar städa	3		0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
börjar skissa	3		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
börjar framstå	3		0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
börjar respektera	3		0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
börjar kravla	3		0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
börjar borra	3		0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
börjar massvaccinera	3		0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar kvickna	3		0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
börjar invadera	3		0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
börjar grina	3		0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
börjar värdera	3		0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0
börjar träda	3		0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
börjar stabilisera	3		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
börjar mörkna	3		0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
börjar misshandla	3		0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
börjar chatta	3		0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
börjar besöka	3		0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
börjar undvika	3		0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0
börjar sköta	3		0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
börjar sacka	3		0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
börjar förhöra	3		0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0
börjar prova	3		0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
börjar formera	3		0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
börjar vina	3		0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
börjar utfärda	3		0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0
börjar spöka	3		0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
börjar mögla	3		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
börjar fasa	3		0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
börjar dofta	3		0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0
börjar väcka	3		0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
börjar skära	3		0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0
börjar låsa	3		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
börjar kopiera	3		0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
börjar hopa	3		0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0
börjar gällla	3		0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
börjar bege	3		0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0
börjar tjafsa	3		0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
börjar sympatisera	3		0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0
börjar surfa	3		0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0
börjar spola	3		0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
börjar kränga	3		0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0
börjar krympa	3		0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0
börjar fly	3		0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
börjar fantisera	3		0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
börjar avvika	3		0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
börjar analysera	3		0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
börjar amortera	3		0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0
börjar våga	3		0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
börjar anse	3		0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
börjar vilja	3		0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
börjar tillåta	3		0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
börjar ticka	3		0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
börjar straffa	3		0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
börjar stoppa	3		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1
börjar steka	3		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
börjar skola	3		0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
börjar repa	3		0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1
börjar nosa	3		0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0
börjar krokna	3		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
börjar klä	3		0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
börjar klaga	3		0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0
börjar installera	3		0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
börjar delta	3		0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
börjar kärva	3		0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
börjar banta	3		0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
börjar sova	3		0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
börjar återkalla	3		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0
börjar tillämpa	3		0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0
börjar svärma	3		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0
börjar skilja	3		0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
börjar segla	3		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
börjar rätta	3		0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
börjar häcka	3		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1
börjar sukta	3		0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
börjar tafsa	3		0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
börjar skörda	3		0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
börjar nattvandra	3		0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
börjar acceptera	3		0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
börjar reda	3		0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
börjar patrullera	3		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1
börjar lossa	3		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1
börjar kliva	3		0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
börjar finna	3		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
börjar domna	3		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
börjar bidra	3		0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0
börjar rusta	3		0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
börjar retirera	3		0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
börjar låna	3		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
börjar halta	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
börjar starta	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
börjar råda	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
börjar måla	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
börjar isolera	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
börjar övergå	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
börjar strula	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
börjar beta	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
börjar riskera	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
börjar provta	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
börjar förvänta	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
börjar turnera	2		1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
börjar såga	2		0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
börjar stödköpa	2		0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
